Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
1000000,-0.90,-14.69,136.1,19.37,-333.4,360.1,-67.8
4373452,-1.40,-26.87,66.9,12.44,-186.8,198.4,-70.3
7746904,-1.85,-40.23,41.5,9.40,-124.5,131.2,-71.6
11120356,-2.07,-54.61,26.8,8.41,-90.7,94.6,-73.5
14493808,-2.05,-69.69,17.5,8.52,-68.9,71.1,-75.8
17867260,-1.89,-82.24,12.3,9.25,-55.7,57.1,-77.5
21240712,-1.66,-93.98,8.8,10.51,-45.9,46.7,-79.1
24614164,-1.40,-104.11,6.4,12.46,-38.6,39.1,-80.5
27987616,-1.17,-112.85,4.8,14.83,-33.0,33.3,-81.6
31361068,-1.00,-120.60,3.8,17.42,-28.4,28.6,-82.4
34734520,-0.88,-127.39,3.2,19.65,-24.6,24.8,-82.7
38107972,-0.83,-133.75,2.8,20.94,-21.3,21.5,-82.4
41481424,-0.82,-139.61,2.7,21.23,-18.3,18.5,-81.7
44854876,-0.85,-145.08,2.7,20.55,-15.7,15.9,-80.3
48228328,-0.89,-150.39,2.8,19.44,-13.2,13.5,-78.2
51601780,-0.96,-155.59,2.9,18.08,-10.8,11.2,-75.0
54975232,-1.04,-160.82,3.1,16.79,-8.4,9.0,-70.0
58348684,-1.11,-166.00,3.2,15.68,-6.1,6.9,-62.1
61722136,-1.17,-171.17,3.4,14.88,-3.8,5.1,-48.7
65095588,-1.22,-176.32,3.5,14.23,-1.6,3.9,-24.4
68469040,-1.25,178.60,3.6,13.93,0.6,3.6,9.6
71842492,-1.26,173.67,3.6,13.86,2.8,4.5,37.3
75215944,-1.24,168.78,3.6,14.08,4.9,6.1,53.7
78589396,-1.19,164.08,3.5,14.57,7.0,7.8,63.3
81962848,-1.14,159.60,3.4,15.30,9.0,9.6,69.4
85336300,-1.06,155.30,3.2,16.34,10.9,11.4,73.6
88709752,-0.99,151.31,3.0,17.50,12.7,13.1,76.6
92083204,-0.92,147.42,2.9,18.91,14.6,14.8,78.9
95456656,-0.86,143.78,2.7,20.16,16.3,16.5,80.4
98830108,-0.82,140.33,2.7,21.24,18.0,18.2,81.6
102203560,-0.80,137.03,2.7,21.74,19.6,19.8,82.3
105577012,-0.78,133.78,2.7,22.27,21.3,21.5,82.9
108950464,-0.79,130.44,2.8,21.88,23.0,23.2,83.1
112323916,-0.84,127.19,3.0,20.76,24.8,24.9,83.1
115697368,-0.92,124.01,3.4,18.96,26.5,26.7,82.7
119070820,-1.00,120.67,3.8,17.47,28.4,28.6,82.4
122444272,-1.11,117.25,4.4,15.72,30.3,30.6,81.8
125817724,-1.23,113.75,5.0,14.13,32.4,32.8,81.2
129191176,-1.36,110.13,5.8,12.85,34.6,35.1,80.5
132564628,-1.49,106.28,6.7,11.67,37.1,37.7,79.8
135938080,-1.61,102.36,7.6,10.80,39.7,40.4,79.2
139311532,-1.74,98.31,8.7,9.99,42.5,43.4,78.4
142684984,-1.83,94.06,9.7,9.55,45.6,46.6,78.0
146058436,-1.88,89.83,10.7,9.26,49.0,50.1,77.7
149431888,-1.93,85.61,11.8,9.05,52.6,53.9,77.4
152805340,-1.92,81.31,12.8,9.08,56.6,58.0,77.3
156178792,-1.90,77.05,13.8,9.19,60.9,62.5,77.3
159552244,-1.86,72.98,14.8,9.39,65.5,67.1,77.3
162925696,-1.79,68.99,15.6,9.76,70.4,72.1,77.5
166299148,-1.69,65.36,16.3,10.30,75.5,77.2,77.8
169672600,-1.62,61.64,17.3,10.72,81.1,82.9,77.9
173046052,-1.53,58.26,18.1,11.38,86.9,88.7,78.2
176419504,-1.44,55.04,18.9,12.11,93.0,94.9,78.5
179792956,-1.37,51.94,20.0,12.71,99.4,101.4,78.6
183166408,-1.30,49.03,21.1,13.42,106.2,108.3,78.8
186539860,-1.24,46.17,22.5,14.04,113.5,115.7,78.8
189913312,-1.19,43.38,24.4,14.58,121.5,123.9,78.7
193286764,-1.16,40.63,26.9,14.96,130.2,133.0,78.3
196660216,-1.15,37.74,30.5,15.09,140.4,143.7,77.7
200033668,-1.17,35.18,35.3,14.86,150.2,154.3,76.8
203407120,-1.21,32.32,42.4,14.41,162.4,167.9,75.4
206780572,-1.25,29.47,51.7,13.92,176.0,183.4,73.6
210154024,-1.31,26.60,64.6,13.27,190.9,201.5,71.3
213527476,-1.38,23.49,83.3,12.66,208.8,224.8,68.3
216900928,-1.45,20.38,109.5,12.01,227.5,252.5,64.3
220274380,-1.54,17.07,148.8,11.33,245.5,287.1,58.8
223647832,-1.62,13.66,205.1,10.77,258.6,330.0,51.6
227021284,-1.70,10.10,283.8,10.27,253.1,380.3,41.7
230394736,-1.76,6.44,379.2,9.91,208.4,432.7,28.8
233768188,-1.82,2.73,456.2,9.60,103.2,467.7,12.7
237141640,-1.84,-1.12,469.1,9.46,-43.1,471.0,-5.2
240515092,-1.84,-4.99,404.9,9.46,-164.7,437.1,-22.1
243888544,-1.83,-8.82,310.9,9.50,-224.1,383.2,-35.8
247261996,-1.80,-12.72,226.5,9.66,-238.3,328.8,-46.5
250635448,-1.75,-16.42,165.8,9.98,-231.5,284.7,-54.4
254008900,-1.68,-20.13,121.8,10.38,-215.6,247.6,-60.5
257382352,-1.59,-23.81,90.3,10.96,-198.1,217.7,-65.5
260755804,-1.50,-27.17,69.2,11.62,-182.3,195.0,-69.2
264129256,-1.41,-30.59,53.5,12.35,-167.0,175.4,-72.2
267502708,-1.31,-33.77,42.0,13.29,-154.3,159.9,-74.8
270876160,-1.23,-36.87,33.8,14.15,-142.8,146.8,-76.7
274249612,-1.16,-39.83,27.7,15.05,-132.9,135.8,-78.2
277623064,-1.11,-42.71,23.4,15.71,-124.1,126.3,-79.3
280996516,-1.05,-45.43,19.8,16.60,-116.6,118.3,-80.4
284369968,-1.02,-48.16,17.3,17.09,-109.6,111.0,-81.0
287743420,-1.01,-50.78,15.5,17.30,-103.5,104.6,-81.5
291116872,-1.01,-53.44,14.2,17.19,-97.7,98.7,-81.7
294490324,-1.07,-55.88,13.8,16.32,-92.7,93.7,-81.5
297863776,-1.13,-58.54,13.4,15.39,-87.7,88.7,-81.3
301237228,-1.20,-61.20,13.2,14.46,-83.0,84.0,-81.0
304610680,-1.30,-63.85,13.1,13.41,-78.7,79.8,-80.5
307984132,-1.40,-66.65,13.1,12.45,-74.4,75.6,-80.0
311357584,-1.53,-69.49,13.3,11.40,-70.4,71.7,-79.3
314731036,-1.65,-72.43,13.4,10.54,-66.5,67.9,-78.6
318104488,-1.78,-75.54,13.3,9.82,-62.8,64.2,-78.0
321477940,-1.92,-78.77,13.5,9.07,-59.1,60.6,-77.2
324851392,-2.07,-82.04,13.5,8.44,-55.6,57.3,-76.4
328224844,-2.20,-85.64,13.4,7.92,-52.1,53.8,-75.6
331598296,-2.31,-89.11,13.2,7.55,-49.0,50.8,-74.9
334971748,-2.43,-92.72,13.0,7.20,-46.0,47.8,-74.2
338345200,-2.49,-96.41,12.6,7.02,-43.1,44.9,-73.7
341718652,-2.56,-100.17,12.2,6.84,-40.3,42.1,-73.1
345092104,-2.60,-103.86,11.8,6.74,-37.8,39.6,-72.6
348465556,-2.61,-107.68,11.3,6.71,-35.3,37.1,-72.3
351839008,-2.60,-111.32,10.8,6.73,-33.1,34.8,-71.9
355212460,-2.56,-114.81,10.2,6.83,-31.0,32.7,-71.8
358585912,-2.54,-118.13,9.8,6.89,-29.1,30.7,-71.4
361959364,-2.47,-121.30,9.2,7.09,-27.4,28.9,-71.4
365332816,-2.40,-124.51,8.7,7.27,-25.7,27.1,-71.2
368706268,-2.35,-127.52,8.3,7.44,-24.1,25.5,-70.9
372079720,-2.29,-130.38,7.9,7.64,-22.6,24.0,-70.7
375453172,-2.22,-133.08,7.5,7.86,-21.3,22.6,-70.5
378826624,-2.17,-135.70,7.2,8.04,-20.0,21.3,-70.1
