Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
900000000,0.00,71.98,0.0,?,68.8,68.8,90.0
900551267,0.00,71.95,0.0,?,68.9,68.9,90.0
901102534,0.00,71.98,0.0,?,68.8,68.8,90.0
901653801,0.00,71.96,0.0,?,68.9,68.9,90.0
902205068,0.00,71.95,0.0,?,68.9,68.9,90.0
902756335,0.00,71.91,0.0,?,68.9,68.9,90.0
903307602,0.00,71.86,0.0,?,69.0,69.0,90.0
903858869,0.00,71.78,0.0,?,69.1,69.1,90.0
904410136,0.00,71.85,0.0,?,69.0,69.0,90.0
904961403,0.00,71.68,0.0,?,69.2,69.2,90.0
905512670,0.00,71.81,0.0,?,69.1,69.1,90.0
906063937,0.00,71.69,0.0,?,69.2,69.2,90.0
906615204,0.00,71.68,0.0,?,69.2,69.2,90.0
907166471,0.00,71.66,0.0,?,69.3,69.3,90.0
907717738,0.00,71.68,0.0,?,69.2,69.2,90.0
908269005,0.00,71.66,0.0,?,69.2,69.2,90.0
908820272,0.00,71.55,0.0,?,69.4,69.4,90.0
909371539,0.00,71.48,0.0,?,69.5,69.5,90.0
909922806,0.00,71.46,0.0,?,69.5,69.5,90.0
910474073,0.00,71.39,0.0,?,69.6,69.6,90.0
911025340,0.00,71.34,0.0,?,69.7,69.7,90.0
911576607,0.00,71.40,0.0,?,69.6,69.6,90.0
912127874,0.00,71.33,0.0,?,69.7,69.7,90.0
912679141,0.00,71.29,0.0,?,69.7,69.7,90.0
913230408,0.00,71.24,0.0,?,69.8,69.8,90.0
913781675,0.00,71.25,0.0,?,69.8,69.8,90.0
914332942,0.00,71.36,0.0,?,69.6,69.6,90.0
914884209,0.00,71.28,0.0,?,69.7,69.7,90.0
915435476,0.00,71.29,0.0,?,69.7,69.7,90.0
915986743,0.00,71.37,0.0,?,69.6,69.6,90.0
916538010,0.00,71.28,0.0,?,69.7,69.7,90.0
917089277,0.00,71.21,0.0,?,69.8,69.8,90.0
917640544,-0.01,71.15,0.1,440.12,69.9,69.9,89.9
918191811,-0.01,71.05,0.1,160.10,70.0,70.0,89.9
918743078,-0.03,70.98,0.3,581.97,70.1,70.1,89.8
919294345,-0.04,70.80,0.4,400.10,70.4,70.4,89.7
919845612,-0.05,70.73,0.5,322.77,70.4,70.5,89.6
920396879,-0.08,70.65,0.7,226.31,70.6,70.6,89.5
920948146,-0.09,70.59,0.8,185.99,70.6,70.6,89.3
921499413,-0.11,70.48,0.9,161.24,70.8,70.8,89.2
922050680,-0.13,70.43,1.1,137.43,70.8,70.8,89.1
922601947,-0.14,70.24,1.2,125.64,71.1,71.1,89.0
923153214,-0.17,70.25,1.5,101.27,71.1,71.1,88.8
923704481,-0.19,70.24,1.6,93.28,71.1,71.1,88.7
924255748,-0.22,70.12,1.9,79.74,71.2,71.2,88.5
924807015,-0.24,69.94,2.1,73.50,71.4,71.5,88.3
925358282,-0.27,69.92,2.3,65.18,71.5,71.5,88.1
925909549,-0.29,69.67,2.6,59.60,71.8,71.8,87.9
926460816,-0.29,69.71,2.6,59.62,71.7,71.8,88.0
927012083,-0.31,69.46,2.7,56.49,72.1,72.1,87.8
927563350,-0.31,69.26,2.7,56.95,72.3,72.4,87.8
928114617,-0.34,69.15,3.1,50.79,72.5,72.5,87.6
928665884,-0.37,69.11,3.3,46.82,72.5,72.6,87.4
929217151,-0.38,68.88,3.4,45.81,72.8,72.9,87.3
929768418,-0.41,68.80,3.7,42.31,72.9,73.0,87.1
930319685,-0.44,68.64,4.0,39.52,73.1,73.2,86.9
930870952,-0.47,68.52,4.2,37.35,73.2,73.4,86.7
931422219,-0.50,68.47,4.6,34.65,73.3,73.4,86.4
931973486,-0.52,68.21,4.8,33.25,73.6,73.8,86.3
932524753,-0.56,68.00,5.1,31.18,73.9,74.1,86.0
933076020,-0.58,67.83,5.3,30.09,74.1,74.3,85.9
933627287,-0.61,67.52,5.6,28.59,74.5,74.7,85.7
934178554,-0.64,67.26,6.0,26.97,74.8,75.1,85.4
934729821,-0.68,67.04,6.4,25.59,75.1,75.4,85.1
935281088,-0.69,66.82,6.5,25.14,75.4,75.7,85.0
935832355,-0.70,66.55,6.6,24.92,75.8,76.1,85.0
936383622,-0.71,66.30,6.8,24.43,76.1,76.4,84.9
936934889,-0.73,66.14,7.1,23.70,76.3,76.6,84.7
937486156,-0.76,65.88,7.4,22.78,76.7,77.0,84.5
938037423,-0.79,65.63,7.7,21.98,77.0,77.4,84.3
938588690,-0.82,65.40,8.1,21.16,77.3,77.7,84.1
939139957,-0.85,65.21,8.3,20.54,77.5,78.0,83.9
939691224,-0.89,64.86,8.8,19.58,78.0,78.5,83.5
940242491,-0.91,64.55,9.1,19.21,78.4,78.9,83.4
940793758,-0.95,64.36,9.5,18.39,78.6,79.2,83.1
941345025,-0.98,63.97,9.9,17.82,79.2,79.8,82.9
941896292,-0.98,63.73,10.1,17.68,79.5,80.2,82.8
942447559,-0.99,63.37,10.2,17.57,80.1,80.7,82.7
942998826,-1.01,62.90,10.6,17.19,80.7,81.4,82.5
943550093,-1.05,62.53,11.1,16.55,81.3,82.0,82.2
944101360,-1.07,62.21,11.4,16.31,81.7,82.5,82.1
944652627,-1.08,61.86,11.6,16.11,82.2,83.1,82.0
945203894,-1.10,61.50,12.0,15.75,82.8,83.6,81.7
945755161,-1.13,61.09,12.4,15.40,83.4,84.3,81.5
946306428,-1.15,60.67,12.8,15.18,84.0,85.0,81.4
946857695,-1.18,60.33,13.2,14.76,84.5,85.5,81.1
947408962,-1.19,59.98,13.5,14.57,85.0,86.1,80.9
947960229,-1.22,59.65,13.9,14.32,85.5,86.6,80.8
948511496,-1.23,59.26,14.3,14.12,86.1,87.3,80.6
949062763,-1.25,58.93,14.6,13.92,86.6,87.9,80.4
949614030,-1.29,58.61,15.2,13.54,87.1,88.4,80.1
950165297,-1.31,58.11,15.6,13.33,87.9,89.3,79.9
950716564,-1.32,57.64,16.0,13.18,88.7,90.1,79.8
951267831,-1.32,57.24,16.3,13.15,89.4,90.8,79.7
951819098,-1.35,56.80,16.8,12.86,90.0,91.6,79.4
952370365,-1.40,56.22,17.7,12.44,90.9,92.6,79.0
952921632,-1.43,55.82,18.3,12.19,91.6,93.4,78.7
953472899,-1.43,55.24,18.6,12.18,92.6,94.5,78.6
954024166,-1.44,54.76,19.1,12.10,93.5,95.4,78.5
954575433,-1.45,54.35,19.5,11.98,94.2,96.2,78.3
955126700,-1.46,53.90,19.9,11.89,95.0,97.1,78.2
955677967,-1.48,53.42,20.5,11.73,95.9,98.1,77.9
956229234,-1.48,53.02,20.7,11.76,96.7,98.9,77.9
956780501,-1.49,52.54,21.3,11.66,97.6,99.9,77.7
957331768,-1.49,52.02,21.6,11.68,98.7,101.0,77.7
957883035,-1.50,51.33,22.3,11.57,100.0,102.5,77.4
958434302,-1.51,50.93,22.6,11.57,100.9,103.4,77.4
958985569,-1.54,50.37,23.6,11.28,101.9,104.6,76.9
959536836,-1.54,49.88,23.9,11.33,103.0,105.7,76.9
960088103,-1.57,49.52,24.7,11.10,103.6,106.5,76.6
960639370,-1.59,49.01,25.5,10.95,104.6,107.7,76.3
961190637,-1.60,48.35,26.3,10.87,106.0,109.2,76.0
961741904,-1.63,47.94,27.1,10.70,106.8,110.2,75.7
962293171,-1.62,47.52,27.4,10.77,107.8,111.2,75.7
962844438,-1.65,46.79,28.7,10.55,109.3,113.0,75.3
963395705,-1.68,46.35,29.7,10.36,110.1,114.0,74.9
963946972,-1.69,45.64,30.7,10.29,111.8,115.9,74.7
964498239,-1.70,45.16,31.4,10.23,112.9,117.2,74.4
965049506,-1.72,44.56,32.4,10.15,114.2,118.7,74.2
965600773,-1.73,43.88,33.4,10.10,115.9,120.6,73.9
966152040,-1.73,43.34,34.2,10.08,117.3,122.2,73.7
966703307,-1.75,42.67,35.6,9.95,118.8,124.1,73.3
967254574,-1.78,42.08,37.0,9.81,120.2,125.7,72.9
967805841,-1.79,41.35,38.3,9.76,122.1,127.9,72.6
968357108,-1.82,40.72,39.9,9.61,123.5,129.8,72.1
968908375,-1.81,40.25,40.6,9.62,124.9,131.4,72.0
