Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
1000000,-1.03,-13.61,169.0,16.94,-335.5,375.7,-63.3
4373452,-1.48,-25.74,75.1,11.80,-191.0,205.2,-68.5
7746904,-1.92,-39.45,44.2,9.07,-125.9,133.4,-70.6
11120356,-2.12,-54.17,27.8,8.22,-91.2,95.3,-73.1
14493808,-2.08,-69.30,17.9,8.38,-69.3,71.5,-75.5
17867260,-1.90,-81.85,12.5,9.16,-56.1,57.5,-77.4
21240712,-1.66,-93.55,8.9,10.51,-46.2,47.0,-79.1
24614164,-1.40,-103.62,6.5,12.44,-38.9,39.5,-80.5
27987616,-1.18,-112.33,4.9,14.80,-33.3,33.6,-81.7
31361068,-1.02,-120.00,3.9,17.13,-28.7,29.0,-82.3
34734520,-0.90,-126.77,3.3,19.22,-25.0,25.2,-82.6
38107972,-0.86,-133.12,2.9,20.22,-21.6,21.8,-82.3
41481424,-0.86,-138.91,2.8,20.13,-18.7,18.9,-81.4
44854876,-0.89,-144.43,2.8,19.45,-16.0,16.2,-79.9
48228328,-0.95,-149.76,2.9,18.29,-13.5,13.8,-77.7
51601780,-1.02,-154.97,3.1,17.04,-11.1,11.5,-74.4
54975232,-1.10,-160.18,3.3,15.78,-8.7,9.3,-69.4
58348684,-1.18,-165.41,3.4,14.77,-6.4,7.2,-61.6
61722136,-1.23,-170.58,3.6,14.10,-4.1,5.4,-49.0
65095588,-1.29,-175.74,3.7,13.50,-1.8,4.1,-26.5
68469040,-1.30,179.16,3.7,13.37,0.4,3.8,5.6
71842492,-1.30,174.17,3.7,13.39,2.5,4.5,34.1
75215944,-1.27,169.37,3.7,13.68,4.6,5.9,51.5
78589396,-1.23,164.71,3.6,14.14,6.7,7.6,61.7
81962848,-1.16,160.27,3.4,14.96,8.7,9.3,68.3
85336300,-1.09,155.99,3.3,15.89,10.6,11.1,72.7
88709752,-1.02,152.04,3.1,17.00,12.4,12.8,75.9
92083204,-0.95,148.23,3.0,18.30,14.2,14.5,78.2
95456656,-0.89,144.62,2.8,19.50,15.9,16.1,79.9
98830108,-0.85,141.19,2.8,20.38,17.6,17.8,81.1
102203560,-0.83,137.89,2.7,20.98,19.2,19.4,81.9
105577012,-0.81,134.67,2.7,21.40,20.8,21.0,82.5
108950464,-0.83,131.33,2.9,20.83,22.6,22.7,82.7
112323916,-0.87,128.06,3.1,19.88,24.3,24.5,82.7
115697368,-0.95,124.87,3.5,18.25,26.0,26.2,82.4
119070820,-1.05,121.59,3.9,16.64,27.8,28.1,81.9
122444272,-1.15,118.12,4.5,15.14,29.8,30.1,81.4
125817724,-1.28,114.58,5.2,13.62,31.9,32.3,80.8
129191176,-1.41,110.91,5.9,12.35,34.1,34.6,80.1
132564628,-1.55,107.01,6.8,11.27,36.5,37.2,79.4
135938080,-1.66,103.04,7.7,10.48,39.2,39.9,78.8
139311532,-1.79,98.91,8.8,9.73,42.0,42.9,78.1
142684984,-1.87,94.55,9.8,9.35,45.2,46.3,77.7
146058436,-1.93,90.27,10.9,9.03,48.6,49.8,77.4
149431888,-1.95,85.99,11.9,8.94,52.2,53.5,77.2
152805340,-1.94,81.68,12.8,8.99,56.2,57.6,77.2
156178792,-1.91,77.35,13.8,9.13,60.6,62.1,77.2
159552244,-1.86,73.29,14.6,9.39,65.1,66.7,77.3
162925696,-1.78,69.32,15.5,9.79,70.0,71.7,77.6
166299148,-1.68,65.67,16.0,10.37,75.1,76.8,77.9
169672600,-1.60,61.98,16.9,10.91,80.7,82.4,78.2
173046052,-1.50,58.64,17.6,11.59,86.3,88.1,78.5
176419504,-1.41,55.37,18.3,12.38,92.5,94.3,78.8
179792956,-1.33,52.35,19.2,13.10,98.8,100.6,79.0
183166408,-1.27,49.50,20.2,13.75,105.3,107.2,79.1
186539860,-1.20,46.65,21.4,14.51,112.5,114.6,79.2
189913312,-1.16,43.89,23.2,15.02,120.3,122.5,79.1
193286764,-1.12,41.12,25.4,15.47,128.9,131.4,78.8
196660216,-1.13,38.31,29.1,15.39,138.5,141.5,78.1
200033668,-1.15,35.73,33.7,15.11,148.2,152.0,77.2
203407120,-1.18,32.92,40.2,14.72,160.0,165.0,75.9
