Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
1000000,-0.90,-14.77,135.0,19.33,-331.8,358.3,-67.9
4373452,-1.42,-26.81,67.9,12.27,-186.6,198.5,-70.0
7746904,-1.86,-40.14,41.7,9.38,-124.7,131.5,-71.5
11120356,-2.08,-54.60,26.9,8.41,-90.7,94.6,-73.5
14493808,-2.06,-69.66,17.6,8.48,-68.9,71.1,-75.7
17867260,-1.89,-82.17,12.3,9.24,-55.8,57.2,-77.5
21240712,-1.65,-93.93,8.8,10.55,-45.9,46.7,-79.1
24614164,-1.40,-104.03,6.5,12.42,-38.6,39.2,-80.5
27987616,-1.17,-112.75,4.8,14.89,-33.0,33.4,-81.7
31361068,-1.01,-120.54,3.8,17.28,-28.4,28.7,-82.3
34734520,-0.88,-127.33,3.2,19.71,-24.7,24.9,-82.7
38107972,-0.84,-133.68,2.8,20.81,-21.3,21.5,-82.4
41481424,-0.83,-139.48,2.7,20.99,-18.4,18.6,-81.6
44854876,-0.85,-145.00,2.7,20.46,-15.7,16.0,-80.3
48228328,-0.90,-150.32,2.8,19.32,-13.2,13.5,-78.2
51601780,-0.96,-155.50,2.9,18.05,-10.8,11.2,-75.0
54975232,-1.04,-160.71,3.1,16.65,-8.5,9.0,-70.0
58348684,-1.12,-165.90,3.3,15.60,-6.2,7.0,-62.2
61722136,-1.18,-171.11,3.4,14.69,-3.9,5.2,-48.5
65095588,-1.23,-176.25,3.5,14.10,-1.6,3.9,-24.6
68469040,-1.25,178.69,3.6,13.87,0.6,3.6,8.9
71842492,-1.26,173.68,3.6,13.78,2.7,4.6,37.0
75215944,-1.24,168.85,3.6,14.05,4.9,6.0,53.5
78589396,-1.20,164.17,3.5,14.54,6.9,7.8,63.1
81962848,-1.14,159.70,3.4,15.29,8.9,9.5,69.3
85336300,-1.07,155.39,3.2,16.29,10.9,11.3,73.5
88709752,-0.99,151.43,3.0,17.54,12.7,13.0,76.5
92083204,-0.92,147.58,2.9,18.84,14.5,14.8,78.8
95456656,-0.87,143.91,2.8,20.02,16.2,16.5,80.4
98830108,-0.83,140.44,2.7,21.02,17.9,18.1,81.5
102203560,-0.80,137.17,2.7,21.68,19.6,19.7,82.3
105577012,-0.79,133.92,2.7,22.08,21.2,21.4,82.8
108950464,-0.80,130.62,2.8,21.62,22.9,23.1,83.0
112323916,-0.85,127.33,3.0,20.54,24.7,24.9,83.0
115697368,-0.93,124.14,3.4,18.76,26.4,26.6,82.6
119070820,-1.01,120.85,3.8,17.24,28.3,28.5,82.3
122444272,-1.12,117.35,4.4,15.56,30.3,30.6,81.7
125817724,-1.25,113.86,5.1,13.98,32.3,32.7,81.1
129191176,-1.37,110.21,5.8,12.71,34.6,35.0,80.4
132564628,-1.50,106.38,6.7,11.58,37.0,37.6,79.7
135938080,-1.62,102.47,7.6,10.76,39.6,40.3,79.1
139311532,-1.75,98.36,8.7,9.93,42.4,43.3,78.4
142684984,-1.84,94.11,9.7,9.49,45.6,46.6,77.9
146058436,-1.90,89.87,10.8,9.18,48.9,50.1,77.6
149431888,-1.93,85.65,11.8,9.04,52.5,53.8,77.3
152805340,-1.93,81.33,12.8,9.05,56.6,58.0,77.3
156178792,-1.90,77.12,13.8,9.17,60.8,62.4,77.2
159552244,-1.86,73.02,14.7,9.40,65.4,67.1,77.3
162925696,-1.80,69.07,15.7,9.71,70.3,72.0,77.4
166299148,-1.69,65.38,16.3,10.28,75.4,77.2,77.8
169672600,-1.62,61.70,17.3,10.74,81.0,82.8,78.0
173046052,-1.53,58.28,18.1,11.38,86.8,88.7,78.2
176419504,-1.44,55.09,18.9,12.06,92.9,94.8,78.5
179792956,-1.36,52.02,19.9,12.76,99.3,101.3,78.7
183166408,-1.30,49.09,21.1,13.39,106.1,108.1,78.8
186539860,-1.24,46.23,22.5,14.01,113.4,115.6,78.8
189913312,-1.20,43.49,24.3,14.54,121.2,123.6,78.6
193286764,-1.17,40.67,26.9,14.90,130.1,132.8,78.3
196660216,-1.16,37.85,30.6,14.95,139.8,143.2,77.6
200033668,-1.18,35.24,35.5,14.69,149.8,154.0,76.7
203407120,-1.21,32.45,42.3,14.33,161.7,167.1,75.3
206780572,-1.26,29.54,51.8,13.79,175.4,182.9,73.5
210154024,-1.32,26.72,64.5,13.18,189.9,200.6,71.2
213527476,-1.38,23.66,82.7,12.58,207.3,223.2,68.3
216900928,-1.46,20.48,109.4,11.89,225.9,251.0,64.2
220274380,-1.53,17.15,147.7,11.35,245.2,286.3,58.9
223647832,-1.63,13.76,203.5,10.72,257.1,327.8,51.6
227021284,-1.70,10.26,279.8,10.26,253.2,377.4,42.1
230394736,-1.77,6.52,376.1,9.87,208.7,430.1,29.0
233768188,-1.82,2.79,455.4,9.60,105.2,467.4,13.0
237141640,-1.84,-1.00,470.7,9.48,-38.6,472.3,-4.7
240515092,-1.85,-4.88,406.6,9.43,-161.1,437.4,-21.6
243888544,-1.83,-8.70,314.0,9.51,-223.3,385.3,-35.4
247261996,-1.80,-12.52,230.3,9.69,-239.3,332.1,-46.1
250635448,-1.74,-16.27,167.4,10.04,-233.2,287.0,-54.3
254008900,-1.68,-20.04,122.7,10.36,-215.9,248.4,-60.4
257382352,-1.58,-23.53,91.9,11.00,-200.0,220.1,-65.3
260755804,-1.49,-27.05,69.4,11.70,-183.2,195.9,-69.3
264129256,-1.39,-30.37,53.6,12.52,-168.5,176.8,-72.4
267502708,-1.30,-33.56,42.3,13.36,-155.3,161.0,-74.8
270876160,-1.21,-36.58,33.7,14.43,-144.2,148.1,-76.8
274249612,-1.14,-39.45,27.9,15.24,-134.3,137.2,-78.3
277623064,-1.06,-42.31,22.9,16.35,-125.6,127.7,-79.7
280996516,-1.01,-45.11,19.3,17.24,-117.7,119.3,-80.7
284369968,-0.98,-47.72,16.9,17.79,-110.9,112.2,-81.3
287743420,-0.95,-50.38,14.9,18.22,-104.6,105.6,-81.9
291116872,-0.97,-52.97,13.8,17.93,-98.8,99.8,-82.0
294490324,-1.01,-55.61,13.2,17.15,-93.3,94.3,-81.9
297863776,-1.06,-58.18,12.7,16.43,-88.5,89.4,-81.8
301237228,-1.12,-60.82,12.5,15.48,-83.8,84.7,-81.5
304610680,-1.21,-63.45,12.5,14.33,-79.5,80.4,-81.1
307984132,-1.30,-66.29,12.3,13.41,-75.2,76.2,-80.7
311357584,-1.43,-69.14,12.5,12.21,-71.1,72.2,-80.0
314731036,-1.56,-72.04,12.7,11.18,-67.2,68.4,-79.3
318104488,-1.67,-75.20,12.7,10.41,-63.3,64.6,-78.7
321477940,-1.82,-78.38,12.8,9.60,-59.7,61.0,-77.9
324851392,-1.96,-81.80,12.9,8.89,-56.0,57.5,-77.0
328224844,-2.09,-85.34,12.8,8.37,-52.6,54.1,-76.3
331598296,-2.20,-88.84,12.7,7.93,-49.4,51.0,-75.6
334971748,-2.30,-92.60,12.4,7.58,-46.2,47.9,-75.0
338345200,-2.37,-96.35,12.0,7.39,-43.3,44.9,-74.5
341718652,-2.44,-100.11,11.7,7.18,-40.5,42.2,-73.9
