1000000	-0.73	88.04	4.4	23.65	51.6	51.7	85.2
3001001	0.00	82.58	0.0	?	56.9	56.9	90.0
5002002	0.00	77.08	0.0	?	62.8	62.8	90.0
7003003	0.00	73.04	0.0	?	67.5	67.5	90.0
9004004	0.00	69.55	0.0	?	72.0	72.0	90.0
11005005	0.00	67.51	0.0	?	74.8	74.8	90.0
13006006	0.00	65.29	0.0	?	78.1	78.1	90.0
15007007	-0.18	62.47	1.9	99.01	82.4	82.4	88.7
17008008	-0.23	60.77	2.6	74.06	85.2	85.3	88.2
19009009	-0.34	59.04	4.1	50.57	88.2	88.2	87.4
21010010	-0.40	57.39	5.0	43.24	91.1	91.3	86.9
23011011	-0.45	55.80	5.9	38.31	94.1	94.3	86.4
25012012	-0.51	54.34	7.1	33.82	97.0	97.3	85.8
27013013	-0.55	52.87	8.0	31.50	100.1	100.4	85.4
29014014	-0.59	51.48	9.0	29.30	103.1	103.5	85.0
31015015	-0.62	50.18	9.9	27.95	106.0	106.5	84.7
33016016	-0.65	48.99	10.7	26.94	108.9	109.4	84.4
35017017	-0.66	47.87	11.5	26.28	111.7	112.2	84.1
37018018	-0.65	46.73	11.8	26.66	114.7	115.3	84.1
39019019	-0.65	45.62	12.3	26.82	117.8	118.4	84.0
41020020	-0.65	44.52	13.0	26.59	121.0	121.7	83.9
43021021	-0.66	43.45	13.7	26.46	124.2	124.9	83.7
45022022	-0.66	42.49	14.4	26.15	127.2	128.0	83.5
47023023	-0.67	41.53	15.3	25.79	130.3	131.2	83.3
49024024	-0.68	40.71	16.1	25.45	133.1	134.0	83.1
51025025	-0.69	39.85	16.9	25.16	136.1	137.1	82.9
53026026	-0.71	39.03	18.0	24.60	139.0	140.2	82.6
55027027	-0.73	38.26	19.3	23.74	141.8	143.1	82.2
57028028	-0.74	37.49	20.4	23.35	144.8	146.2	82.0
59029029	-0.76	36.76	21.7	22.74	147.6	149.2	81.6
61030030	-0.79	36.11	23.3	21.96	150.1	151.9	81.2
63031031	-0.83	35.41	25.2	21.03	152.9	154.9	80.7
65032032	-0.87	34.73	27.3	20.04	155.5	157.9	80.0
67033033	-0.91	34.06	29.8	19.01	158.1	160.9	79.3
69034034	-0.95	33.39	32.1	18.23	160.8	164.0	78.7
71035035	-1.01	32.70	35.2	17.27	163.5	167.3	77.9
73036036	-1.07	31.95	38.8	16.24	166.3	170.8	76.9
75037037	-1.12	31.29	42.1	15.50	168.8	174.0	76.0
77038038	-1.18	30.55	46.1	14.73	171.6	177.7	75.0
79039039	-1.25	29.80	50.7	13.91	174.3	181.5	73.8
81040040	-1.33	29.05	55.8	13.11	176.6	185.2	72.5
83041041	-1.40	28.27	61.2	12.43	179.0	189.1	71.1
85042042	-1.48	27.53	67.1	11.74	180.8	192.9	69.6
87043043	-1.55	26.86	72.5	11.23	182.4	196.2	68.3
89044044	-1.61	25.99	78.9	10.79	185.0	201.1	66.9
91045045	-1.69	25.05	86.5	10.32	187.3	206.3	65.2
93046046	-1.77	24.17	94.5	9.86	188.7	211.1	63.4
95047047	-1.85	23.22	103.5	9.41	189.8	216.2	61.4
97048048	-1.93	22.38	112.0	9.03	190.1	220.6	59.5
99049049	-1.99	21.43	121.1	8.76	191.2	226.3	57.7
101050050	-2.05	20.32	132.0	8.51	192.4	233.4	55.5
103051051	-2.11	19.13	144.6	8.26	192.9	241.0	53.1
105052052	-2.18	17.85	158.9	8.00	191.9	249.1	50.4
107053053	-2.26	16.64	173.3	7.74	188.9	256.3	47.5
109054054	-2.34	15.38	188.5	7.47	183.4	263.0	44.2
111055055	-2.41	14.10	204.1	7.27	177.2	270.3	41.0
113056056	-2.47	12.73	220.7	7.08	168.6	277.7	37.4
115057057	-2.54	11.37	236.6	6.89	157.3	284.1	33.6
117058058	-2.60	9.92	252.7	6.73	143.1	290.5	29.5
119059059	-2.66	8.37	268.4	6.57	125.4	296.3	25.0
121060060	-2.72	6.79	282.1	6.44	104.9	301.0	20.4
123061061	-2.78	5.21	292.1	6.31	81.7	303.3	15.6
125062062	-2.83	3.54	299.5	6.20	55.8	304.6	10.6
127063063	-2.88	1.88	301.5	6.09	29.4	302.9	5.6
129064064	-2.92	0.08	300.2	6.00	1.3	300.2	0.2
131065065	-2.95	-1.58	295.3	5.94	-23.6	296.2	-4.6
133066066	-2.98	-3.39	286.1	5.89	-48.4	290.2	-9.6
135067067	-2.99	-5.25	274.2	5.87	-71.4	283.3	-14.6
137068068	-2.99	-7.18	259.5	5.87	-92.4	275.5	-19.6
139069069	-3.00	-9.19	241.1	5.85	-109.3	264.8	-24.4
141070070	-2.99	-11.24	222.2	5.87	-123.3	254.1	-29.0
143071071	-2.98	-13.29	203.0	5.89	-133.6	243.0	-33.3
145072072	-2.96	-15.40	183.7	5.92	-140.2	231.1	-37.4
147073073	-2.94	-17.59	164.9	5.96	-144.2	219.1	-41.2
149074074	-2.93	-19.83	147.2	5.99	-145.3	206.9	-44.6
151075075	-2.89	-22.05	131.4	6.07	-145.5	196.0	-47.9
153076076	-2.85	-24.38	116.3	6.16	-143.9	185.1	-51.1
155077077	-2.81	-26.72	103.1	6.25	-141.1	174.7	-53.8
157078078	-2.77	-29.07	91.5	6.33	-137.1	164.8	-56.3
159079079	-2.73	-31.44	81.3	6.41	-132.6	155.5	-58.5
161080080	-2.70	-33.83	72.4	6.48	-127.7	146.8	-60.4
163081081	-2.68	-36.26	64.8	6.54	-122.5	138.5	-62.1
165082082	-2.63	-38.61	58.0	6.67	-117.9	131.4	-63.8
167083083	-2.59	-40.97	52.2	6.76	-113.2	124.6	-65.2
169084084	-2.55	-43.23	47.2	6.87	-108.8	118.6	-66.5
171085085	-2.49	-45.62	42.5	7.03	-104.5	112.8	-67.9
173086086	-2.42	-48.06	38.1	7.22	-100.3	107.3	-69.2
175087087	-2.36	-50.73	34.1	7.40	-95.8	101.6	-70.4
177088088	-2.31	-53.40	30.6	7.58	-91.4	96.4	-71.5
179089089	-2.25	-56.17	27.5	7.75	-87.0	91.3	-72.5
181090090	-2.20	-59.10	24.7	7.94	-82.7	86.3	-73.4
183091091	-2.15	-62.05	22.2	8.12	-78.6	81.7	-74.2
185092092	-2.11	-65.23	20.1	8.28	-74.4	77.0	-74.9
187093093	-2.06	-68.68	18.0	8.46	-70.1	72.3	-75.6
189094094	-2.00	-72.35	16.1	8.73	-65.9	67.8	-76.3
191095095	-1.99	-76.63	14.5	8.77	-61.2	62.9	-76.6
193096096	-1.99	-81.18	13.3	8.75	-56.6	58.1	-76.8
195097097	-2.03	-86.07	12.3	8.58	-52.0	53.5	-76.7
197098098	-2.09	-91.31	11.6	8.33	-47.5	48.9	-76.3
199099099	-2.13	-97.35	10.7	8.18	-42.8	44.1	-76.0
201100100	-2.22	-104.15	10.1	7.87	-38.0	39.3	-75.1
203101101	-2.36	-111.92	9.7	7.41	-32.9	34.3	-73.5
205102102	-2.58	-120.80	9.7	6.79	-27.6	29.2	-70.7
