Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
1000000,-1.54,-9.57,300.4,11.34,-280.8,411.2,-43.1
3993013,-1.47,-21.62,100.5,11.82,-217.3,239.5,-65.2
6986026,-1.76,-34.10,53.0,9.90,-145.6,154.9,-70.0
9979039,-2.00,-47.49,33.0,8.74,-105.1,110.1,-72.5
12972052,-2.08,-60.44,22.6,8.39,-81.2,84.3,-74.5
15965065,-2.04,-73.18,16.0,8.56,-64.8,66.8,-76.1
18958078,-1.89,-84.47,11.8,9.24,-53.7,54.9,-77.6
21951091,-1.66,-94.72,8.7,10.51,-45.3,46.1,-79.1
24944104,-1.42,-103.69,6.6,12.25,-38.9,39.4,-80.4
27937117,-1.22,-111.63,5.1,14.24,-33.7,34.1,-81.4
30930130,-1.07,-118.76,4.1,16.30,-29.4,29.7,-82.0
33923143,-0.94,-125.01,3.4,18.55,-25.9,26.2,-82.5
36916156,-0.87,-130.90,3.0,20.00,-22.8,23.0,-82.4
39909169,-0.84,-136.32,2.8,20.64,-20.0,20.2,-82.0
42902182,-0.83,-141.36,2.7,20.99,-17.5,17.7,-81.3
45895195,-0.86,-146.27,2.7,20.33,-15.1,15.4,-79.9
48888208,-0.90,-150.89,2.8,19.39,-12.9,13.2,-78.0
51881221,-0.95,-155.50,2.9,18.36,-10.8,11.2,-75.2
54874234,-1.01,-160.18,3.0,17.16,-8.7,9.2,-71.0
57867247,-1.08,-164.68,3.2,16.12,-6.7,7.4,-64.8
60860260,-1.13,-169.25,3.3,15.38,-4.7,5.7,-55.0
63853273,-1.19,-173.85,3.4,14.60,-2.7,4.4,-37.9
66846286,-1.22,-178.38,3.5,14.24,-0.7,3.6,-11.3
69839299,-1.24,177.12,3.6,14.04,1.3,3.8,19.3
72832312,-1.24,172.73,3.6,13.98,3.2,4.8,41.3
75825325,-1.22,168.51,3.5,14.25,5.0,6.1,54.7
78818338,-1.19,164.33,3.5,14.62,6.8,7.7,63.0
81811351,-1.13,160.31,3.4,15.33,8.6,9.3,68.7
84804364,-1.08,156.42,3.2,16.18,10.4,10.9,72.8
87797377,-1.01,152.80,3.1,17.19,12.1,12.4,75.7
90790390,-0.95,149.29,2.9,18.39,13.7,14.0,77.9
93783403,-0.89,145.93,2.8,19.64,15.3,15.5,79.7
96776416,-0.84,142.66,2.7,20.61,16.8,17.1,80.9
99769429,-0.81,139.63,2.6,21.58,18.3,18.5,81.8
102762442,-0.78,136.70,2.6,22.38,19.8,20.0,82.6
105755455,-0.76,133.78,2.6,22.94,21.3,21.4,83.1
108748468,-0.77,130.79,2.7,22.65,22.8,23.0,83.3
111741481,-0.79,127.94,2.8,21.91,24.4,24.5,83.4
114734494,-0.85,125.06,3.1,20.53,25.9,26.1,83.2
117727507,-0.91,122.25,3.4,19.08,27.5,27.7,82.9
120720520,-1.00,119.28,3.8,17.47,29.2,29.4,82.5
123713533,-1.10,116.26,4.4,15.88,30.9,31.2,82.0
126706546,-1.20,113.13,5.0,14.47,32.8,33.2,81.4
129699559,-1.31,109.95,5.6,13.29,34.7,35.2,80.9
132692572,-1.43,106.55,6.4,12.18,36.9,37.5,80.2
135685585,-1.53,103.16,7.1,11.36,39.2,39.8,79.7
138678598,-1.66,99.61,8.1,10.53,41.6,42.4,79.0
141671611,-1.74,95.84,9.0,10.01,44.3,45.2,78.5
144664624,-1.82,92.11,10.0,9.58,47.2,48.2,78.1
147657637,-1.87,88.36,10.9,9.30,50.2,51.4,77.7
150650650,-1.90,84.63,11.9,9.17,53.5,54.8,77.5
153643663,-1.89,80.86,12.7,9.21,57.1,58.5,77.5
156636676,-1.87,77.10,13.6,9.31,60.9,62.4,77.4
159629689,-1.84,73.47,14.5,9.46,64.9,66.5,77.4
162622702,-1.78,69.90,15.3,9.77,69.3,71.0,77.6
165615715,-1.70,66.58,15.8,10.25,73.8,75.5,77.9
168608728,-1.64,63.24,16.7,10.64,78.7,80.4,78.0
171601741,-1.55,60.15,17.3,11.22,83.7,85.4,78.3
174594754,-1.46,57.18,17.9,11.89,89.0,90.8,78.6
177587767,-1.39,54.34,18.7,12.51,94.5,96.3,78.8
180580780,-1.32,51.65,19.4,13.23,100.3,102.1,79.0
183573793,-1.25,49.11,20.3,13.88,106.2,108.2,79.2
186566806,-1.20,46.58,21.4,14.54,112.7,114.8,79.2
189559819,-1.15,44.12,22.8,15.13,119.6,121.8,79.2
192552832,-1.12,41.69,24.7,15.54,127.1,129.5,79.0
195545845,-1.10,39.08,27.4,15.79,136.0,138.7,78.6
198538858,-1.10,36.81,30.6,15.80,144.4,147.6,78.0
201531871,-1.12,34.47,35.2,15.51,153.9,157.8,77.1
204524884,-1.15,31.95,41.5,15.10,165.0,170.2,75.9
207517897,-1.19,29.46,49.5,14.65,177.3,184.1,74.4
210510910,-1.23,26.97,60.0,14.09,190.8,200.0,72.5
213503923,-1.30,24.30,75.2,13.38,206.1,219.4,69.9
216496936,-1.35,21.58,95.2,12.85,223.5,242.9,66.9
219489949,-1.43,18.69,124.4,12.21,241.9,272.0,62.8
222482962,-1.50,15.71,165.9,11.61,258.9,307.5,57.3
225475975,-1.57,12.65,223.7,11.08,269.0,349.8,50.3
228468988,-1.64,9.53,300.0,10.65,262.0,398.2,41.1
231462001,-1.69,6.26,392.8,10.34,219.4,449.9,29.2
234455014,-1.73,2.96,472.7,10.09,121.8,488.1,14.4
237448027,-1.74,-0.46,498.9,9.99,-19.8,499.3,-2.3
240441040,-1.75,-3.97,444.9,9.94,-151.7,470.0,-18.8
243434053,-1.74,-7.37,354.8,9.99,-225.1,420.2,-32.4
246427066,-1.72,-10.77,267.2,10.12,-250.2,366.1,-43.1
249420079,-1.67,-14.17,197.5,10.45,-250.2,318.8,-51.7
252413092,-1.61,-17.51,146.8,10.80,-236.4,278.2,-58.2
255406105,-1.54,-20.68,111.1,11.32,-220.3,246.7,-63.2
258399118,-1.45,-23.99,83.7,11.98,-202.5,219.1,-67.5
261392131,-1.36,-27.04,64.5,12.83,-187.0,197.8,-71.0
264385144,-1.26,-30.00,50.4,13.79,-172.9,180.2,-73.7
267378157,-1.17,-32.92,39.8,14.89,-160.2,165.1,-76.1
270371170,-1.07,-35.70,31.6,16.26,-149.2,152.6,-78.1
273364183,-0.99,-38.33,25.8,17.52,-139.6,142.0,-79.5
276357196,-0.92,-40.92,21.3,18.87,-131.0,132.7,-80.8
