Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
1000000,-1.49,-9.92,290.1,11.67,-289.7,410.0,-45.0
3993013,-1.47,-21.90,98.2,11.86,-215.7,237.0,-65.5
6986026,-1.76,-34.27,52.4,9.92,-145.0,154.2,-70.1
9979039,-1.99,-47.60,32.8,8.78,-104.9,109.9,-72.6
12972052,-2.08,-60.52,22.5,8.41,-81.1,84.2,-74.5
15965065,-2.04,-73.26,16.0,8.56,-64.7,66.7,-76.1
18958078,-1.88,-84.54,11.7,9.28,-53.6,54.9,-77.6
21951091,-1.66,-94.80,8.7,10.52,-45.2,46.0,-79.1
24944104,-1.43,-103.75,6.6,12.20,-38.8,39.4,-80.4
27937117,-1.22,-111.79,5.1,14.27,-33.6,34.0,-81.4
30930130,-1.06,-118.86,4.1,16.45,-29.4,29.7,-82.1
33923143,-0.93,-125.13,3.4,18.66,-25.9,26.1,-82.5
36916156,-0.86,-131.03,3.0,20.22,-22.7,22.9,-82.5
39909169,-0.83,-136.46,2.8,20.87,-19.9,20.1,-82.1
42902182,-0.83,-141.45,2.7,20.99,-17.4,17.6,-81.3
45895195,-0.84,-146.33,2.7,20.58,-15.1,15.3,-80.0
48888208,-0.88,-151.02,2.7,19.65,-12.9,13.2,-78.1
51881221,-0.93,-155.62,2.8,18.66,-10.8,11.1,-75.4
54874234,-1.00,-160.28,3.0,17.31,-8.7,9.2,-71.0
57867247,-1.07,-164.78,3.1,16.24,-6.7,7.4,-64.8
60860260,-1.12,-169.34,3.2,15.53,-4.6,5.7,-55.0
63853273,-1.18,-173.94,3.4,14.74,-2.6,4.3,-37.8
66846286,-1.22,-178.46,3.5,14.27,-0.7,3.6,-10.8
69839299,-1.23,177.06,3.5,14.10,1.3,3.8,19.8
72832312,-1.23,172.65,3.6,14.10,3.2,4.8,41.9
75825325,-1.21,168.39,3.5,14.39,5.1,6.2,55.2
78818338,-1.18,164.21,3.5,14.71,6.9,7.7,63.3
81811351,-1.13,160.21,3.3,15.41,8.7,9.3,68.9
84804364,-1.07,156.30,3.2,16.31,10.5,10.9,73.0
87797377,-1.01,152.64,3.1,17.26,12.1,12.5,75.8
90790390,-0.94,149.12,2.9,18.56,13.8,14.1,78.1
93783403,-0.88,145.74,2.8,19.71,15.4,15.6,79.8
96776416,-0.83,142.54,2.7,20.82,16.9,17.1,81.0
99769429,-0.79,139.47,2.6,21.89,18.4,18.6,82.0
102762442,-0.77,136.53,2.6,22.55,19.9,20.1,82.6
105755455,-0.75,133.59,2.5,23.22,21.4,21.5,83.2
108748468,-0.76,130.65,2.6,22.89,22.9,23.1,83.4
111741481,-0.78,127.75,2.8,22.27,24.5,24.6,83.5
114734494,-0.83,124.90,3.0,20.87,26.0,26.2,83.3
117727507,-0.90,122.07,3.4,19.35,27.6,27.8,83.0
120720520,-0.97,119.12,3.8,17.86,29.3,29.5,82.7
123713533,-1.08,116.06,4.3,16.09,31.0,31.3,82.1
126706546,-1.18,113.00,4.9,14.73,32.9,33.2,81.6
129699559,-1.29,109.82,5.5,13.44,34.8,35.3,81.0
132692572,-1.41,106.46,6.3,12.34,37.0,37.5,80.3
135685585,-1.52,103.03,7.1,11.47,39.3,39.9,79.8
138678598,-1.64,99.48,8.1,10.60,41.7,42.5,79.1
141671611,-1.74,95.77,9.0,10.03,44.4,45.3,78.6
144664624,-1.81,91.98,9.9,9.66,47.3,48.3,78.2
147657637,-1.86,88.28,10.9,9.38,50.3,51.5,77.8
150650650,-1.89,84.55,11.8,9.24,53.6,54.9,77.6
153643663,-1.89,80.74,12.7,9.22,57.2,58.6,77.5
156636676,-1.87,76.94,13.6,9.31,61.1,62.6,77.4
159629689,-1.83,73.39,14.4,9.55,65.1,66.6,77.5
