Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
1000000,-0.80,-15.97,107.6,21.74,-321.2,338.7,-71.5
4373452,-1.34,-28.04,60.0,12.96,-181.7,191.4,-71.7
7746904,-1.80,-41.13,38.9,9.69,-122.6,128.6,-72.4
11120356,-2.02,-55.34,25.6,8.64,-89.7,93.3,-74.1
14493808,-2.03,-70.26,17.1,8.61,-68.2,70.4,-75.9
17867260,-1.87,-82.94,12.1,9.32,-55.1,56.4,-77.7
21240712,-1.65,-94.70,8.7,10.58,-45.3,46.1,-79.2
24614164,-1.39,-104.94,6.3,12.53,-38.0,38.5,-80.6
27987616,-1.16,-113.79,4.7,15.05,-32.4,32.7,-81.7
31361068,-0.98,-121.57,3.7,17.81,-27.8,28.1,-82.5
34734520,-0.84,-128.38,3.0,20.58,-24.1,24.3,-82.9
38107972,-0.78,-134.75,2.6,22.22,-20.8,21.0,-82.8
41481424,-0.77,-140.53,2.5,22.71,-17.9,18.1,-82.1
44854876,-0.78,-145.98,2.4,22.33,-15.3,15.5,-80.9
48228328,-0.82,-151.37,2.5,21.21,-12.7,13.0,-78.8
51601780,-0.88,-156.46,2.6,19.84,-10.4,10.7,-75.8
54975232,-0.96,-161.64,2.8,18.21,-8.1,8.5,-70.7
58348684,-1.03,-166.76,3.0,16.96,-5.8,6.5,-62.7
61722136,-1.10,-171.94,3.2,15.79,-3.5,4.7,-47.8
65095588,-1.16,-177.04,3.3,15.06,-1.3,3.6,-21.2
68469040,-1.18,177.86,3.4,14.69,0.9,3.5,15.2
71842492,-1.19,172.89,3.4,14.61,3.1,4.6,42.0
75215944,-1.18,168.02,3.4,14.70,5.2,6.3,56.6
78589396,-1.14,163.31,3.4,15.20,7.3,8.0,65.3
81962848,-1.09,158.76,3.2,15.99,9.3,9.9,70.9
85336300,-1.02,154.40,3.1,17.07,11.3,11.7,74.8
88709752,-0.95,150.38,2.9,18.31,13.2,13.5,77.5
92083204,-0.88,146.49,2.7,19.87,15.0,15.3,79.6
95456656,-0.81,142.78,2.6,21.36,16.8,17.0,81.2
98830108,-0.77,139.28,2.5,22.60,18.5,18.7,82.3
102203560,-0.74,135.98,2.5,23.47,20.2,20.3,83.0
105577012,-0.72,132.72,2.5,24.23,21.8,22.0,83.6
108950464,-0.73,129.38,2.6,23.84,23.6,23.7,83.8
112323916,-0.77,126.17,2.8,22.72,25.3,25.5,83.8
115697368,-0.83,122.97,3.1,20.96,27.1,27.3,83.5
119070820,-0.91,119.73,3.5,19.14,28.9,29.1,83.1
122444272,-1.01,116.30,4.0,17.16,30.9,31.2,82.6
125817724,-1.14,112.83,4.7,15.32,33.0,33.3,81.9
129191176,-1.26,109.29,5.4,13.84,35.2,35.6,81.2
132564628,-1.39,105.52,6.3,12.55,37.6,38.1,80.6
135938080,-1.51,101.66,7.2,11.55,40.2,40.9,79.9
139311532,-1.64,97.64,8.2,10.64,43.1,43.8,79.2
142684984,-1.73,93.38,9.3,10.09,46.3,47.2,78.7
146058436,-1.79,89.14,10.3,9.73,49.7,50.7,78.3
149431888,-1.84,84.87,11.4,9.48,53.4,54.6,77.9
152805340,-1.84,80.59,12.4,9.46,57.4,58.8,77.8
156178792,-1.83,76.34,13.5,9.54,61.8,63.3,77.7
159552244,-1.79,72.25,14.5,9.72,66.5,68.0,77.7
162925696,-1.73,68.22,15.5,10.07,71.6,73.2,77.8
166299148,-1.65,64.57,16.2,10.57,76.7,78.4,78.1
169672600,-1.57,60.87,17.2,11.07,82.5,84.2,78.2
173046052,-1.48,57.43,18.0,11.74,88.5,90.3,78.5
176419504,-1.38,54.18,18.6,12.64,94.9,96.7,78.9
179792956,-1.31,51.13,19.7,13.32,101.4,103.3,79.0
183166408,-1.23,48.19,20.6,14.19,108.5,110.5,79.2
186539860,-1.16,45.32,21.9,15.00,116.3,118.3,79.3
189913312,-1.12,42.60,23.8,15.48,124.3,126.6,79.1
193286764,-1.08,39.82,26.0,16.10,133.6,136.1,79.0
196660216,-1.07,36.95,29.6,16.28,144.2,147.2,78.4
200033668,-1.08,34.42,34.2,16.06,154.6,158.3,77.5
203407120,-1.10,31.63,40.6,15.77,167.4,172.3,76.4
206780572,-1.14,28.87,49.5,15.26,181.6,188.3,74.8
210154024,-1.20,26.01,62.4,14.52,197.8,207.5,72.5
213527476,-1.26,23.03,80.4,13.86,216.9,231.3,69.7
216900928,-1.34,19.93,108.0,12.97,237.2,260.6,65.5
220274380,-1.42,16.68,148.0,12.27,258.8,298.1,60.2
223647832,-1.49,13.26,208.1,11.68,276.8,346.3,53.1
227021284,-1.57,9.78,293.9,11.11,275.1,402.5,43.1
230394736,-1.64,6.20,400.2,10.63,227.9,460.5,29.7
233768188,-1.68,2.41,495.6,10.38,107.4,507.1,12.2
237141640,-1.70,-1.32,504.4,10.23,-58.9,507.8,-6.7
240515092,-1.71,-5.24,418.7,10.16,-192.4,460.8,-24.7
243888544,-1.70,-9.04,311.3,10.23,-247.5,397.7,-38.5
247261996,-1.68,-12.94,220.5,10.34,-253.0,335.6,-48.9
