Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
1000000,-0.81,-15.83,110.3,21.51,-322.8,341.1,-71.1
4373452,-1.35,-27.94,60.8,12.85,-182.0,191.9,-71.5
7746904,-1.81,-41.07,39.2,9.64,-122.7,128.8,-72.3
11120356,-2.02,-55.30,25.6,8.64,-89.8,93.4,-74.1
14493808,-2.04,-70.25,17.2,8.56,-68.2,70.4,-75.9
17867260,-1.87,-82.90,12.1,9.33,-55.2,56.5,-77.7
21240712,-1.64,-94.68,8.6,10.62,-45.3,46.1,-79.2
24614164,-1.39,-104.90,6.3,12.53,-38.0,38.6,-80.6
27987616,-1.15,-113.70,4.7,15.10,-32.5,32.8,-81.7
31361068,-0.98,-121.48,3.7,17.81,-27.9,28.1,-82.5
34734520,-0.84,-128.33,3.0,20.59,-24.1,24.3,-82.9
38107972,-0.78,-134.68,2.6,22.33,-20.8,21.0,-82.8
41481424,-0.77,-140.48,2.5,22.66,-17.9,18.1,-82.1
44854876,-0.78,-145.93,2.5,22.27,-15.3,15.5,-80.9
48228328,-0.82,-151.26,2.5,21.10,-12.8,13.0,-78.8
51601780,-0.88,-156.38,2.7,19.68,-10.4,10.8,-75.7
54975232,-0.96,-161.58,2.8,18.07,-8.1,8.6,-70.6
58348684,-1.04,-166.69,3.0,16.73,-5.8,6.6,-62.5
61722136,-1.10,-171.87,3.2,15.80,-3.5,4.8,-48.1
65095588,-1.16,-177.03,3.3,14.96,-1.3,3.6,-21.1
68469040,-1.19,177.91,3.4,14.60,0.9,3.5,14.9
71842492,-1.20,172.90,3.5,14.52,3.1,4.6,41.8
75215944,-1.19,168.02,3.4,14.66,5.2,6.3,56.6
78589396,-1.15,163.33,3.4,15.11,7.3,8.0,65.1
81962848,-1.09,158.86,3.3,15.89,9.3,9.8,70.7
85336300,-1.02,154.46,3.1,17.02,11.3,11.7,74.7
88709752,-0.95,150.48,2.9,18.28,13.1,13.5,77.4
92083204,-0.88,146.51,2.8,19.82,15.0,15.3,79.6
95456656,-0.81,142.85,2.6,21.38,16.8,17.0,81.2
98830108,-0.77,139.36,2.5,22.56,18.5,18.6,82.2
102203560,-0.74,136.07,2.5,23.52,20.1,20.3,83.0
105577012,-0.72,132.77,2.5,24.10,21.8,22.0,83.5
108950464,-0.73,129.47,2.6,23.77,23.5,23.7,83.8
112323916,-0.77,126.29,2.8,22.70,25.3,25.4,83.8
115697368,-0.83,123.02,3.1,20.97,27.1,27.2,83.5
119070820,-0.92,119.80,3.5,18.99,28.9,29.1,83.1
122444272,-1.01,116.42,4.0,17.14,30.8,31.1,82.6
125817724,-1.14,112.95,4.7,15.27,32.9,33.3,81.9
129191176,-1.26,109.36,5.4,13.77,35.2,35.6,81.2
132564628,-1.39,105.60,6.3,12.49,37.6,38.1,80.5
135938080,-1.51,101.74,7.2,11.50,40.2,40.8,79.9
139311532,-1.64,97.68,8.3,10.61,43.0,43.8,79.1
142684984,-1.73,93.45,9.3,10.06,46.2,47.1,78.6
146058436,-1.79,89.16,10.3,9.73,49.7,50.7,78.3
149431888,-1.84,84.96,11.4,9.46,53.3,54.5,77.9
152805340,-1.84,80.64,12.4,9.46,57.4,58.7,77.8
156178792,-1.83,76.37,13.5,9.51,61.8,63.2,77.7
159552244,-1.80,72.31,14.5,9.71,66.4,67.9,77.7
162925696,-1.74,68.30,15.5,10.02,71.4,73.1,77.8
166299148,-1.64,64.65,16.1,10.60,76.6,78.3,78.1
169672600,-1.57,60.93,17.1,11.09,82.4,84.1,78.3
173046052,-1.48,57.54,17.9,11.79,88.3,90.1,78.5
176419504,-1.38,54.28,18.7,12.57,94.6,96.5,78.8
179792956,-1.30,51.19,19.6,13.38,101.3,103.2,79.1
183166408,-1.23,48.28,20.6,14.15,108.3,110.3,79.2
186539860,-1.16,45.43,21.8,14.97,116.0,118.0,79.3
189913312,-1.12,42.68,23.7,15.52,124.1,126.3,79.2
193286764,-1.09,39.91,26.0,16.02,133.2,135.8,78.9
196660216,-1.07,37.07,29.6,16.19,143.7,146.7,78.4
200033668,-1.08,34.52,33.9,16.11,154.2,157.8,77.6
203407120,-1.11,31.78,40.4,15.72,166.6,171.5,76.4
206780572,-1.15,29.00,49.3,15.18,180.8,187.4,74.7
210154024,-1.20,26.16,62.0,14.47,196.7,206.3,72.5
213527476,-1.26,23.09,80.4,13.79,216.2,230.6,69.6
216900928,-1.34,20.08,106.7,12.96,235.9,258.9,65.7
220274380,-1.41,16.83,145.6,12.32,258.1,296.4,60.6
223647832,-1.49,13.46,204.2,11.70,275.9,343.2,53.5
227021284,-1.58,9.99,288.1,11.06,274.0,397.6,43.6
230394736,-1.64,6.32,396.9,10.64,230.2,458.8,30.1
233768188,-1.69,2.61,489.0,10.32,113.9,502.1,13.1
237141640,-1.70,-1.17,505.7,10.22,-52.4,508.4,-5.9
240515092,-1.72,-5.05,423.0,10.13,-186.6,462.3,-23.8
243888544,-1.70,-8.87,315.8,10.23,-246.5,400.6,-38.0
247261996,-1.67,-12.66,225.9,10.41,-255.1,340.8,-48.5
250635448,-1.62,-16.46,160.5,10.75,-242.4,290.8,-56.5
254008900,-1.55,-20.17,116.1,11.22,-222.9,251.3,-62.5
257382352,-1.47,-23.78,85.5,11.87,-203.2,220.5,-67.2
260755804,-1.37,-27.38,63.7,12.69,-184.7,195.3,-71.0
264129256,-1.27,-30.74,48.4,13.76,-169.1,175.9,-74.0
267502708,-1.16,-33.92,37.5,14.94,-155.7,160.2,-76.5
270876160,-1.07,-37.06,29.4,16.31,-143.8,146.8,-78.5
274249612,-1.00,-39.91,24.0,17.48,-133.9,136.1,-79.9
277623064,-0.91,-42.93,19.3,19.02,-124.6,126.1,-81.2
280996516,-0.85,-45.74,15.9,20.50,-116.7,117.8,-82.2
284369968,-0.81,-48.42,13.6,21.59,-109.8,110.6,-82.9
287743420,-0.77,-51.13,11.8,22.64,-103.4,104.1,-83.5
291116872,-0.76,-53.89,10.6,22.87,-97.5,98.0,-83.8
294490324,-0.79,-56.52,10.1,21.95,-92.2,92.7,-83.8
297863776,-0.82,-59.19,9.6,21.24,-87.2,87.8,-83.7
301237228,-0.87,-61.85,9.4,19.94,-82.7,83.2,-83.5
304610680,-0.94,-64.57,9.4,18.44,-78.3,78.9,-83.1
307984132,-1.01,-67.42,9.3,17.29,-74.1,74.7,-82.8
311357584,-1.11,-70.19,9.6,15.70,-70.3,70.9,-82.3
314731036,-1.22,-73.28,9.7,14.32,-66.3,67.0,-81.7
318104488,-1.33,-76.48,9.8,13.13,-62.5,63.3,-81.0
321477940,-1.45,-79.63,10.0,12.05,-59.0,59.8,-80.4
324851392,-1.57,-83.07,10.2,11.08,-55.4,56.3,-79.6
328224844,-1.69,-86.77,10.2,10.33,-51.9,52.8,-78.9
331598296,-1.79,-90.38,10.1,9.75,-48.6,49.7,-78.3
334971748,-1.88,-94.13,10.0,9.27,-45.5,46.6,-77.7
