Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
1000000,-0.73,-17.11,88.0,23.81,-307.8,320.1,-74.0
4373452,-1.27,-29.17,53.5,13.66,-177.1,185.0,-73.2
7746904,-1.73,-42.11,36.1,10.05,-120.5,125.8,-73.3
11120356,-1.97,-56.18,24.3,8.88,-88.6,91.8,-74.6
14493808,-1.99,-71.09,16.5,8.76,-67.3,69.3,-76.3
17867260,-1.85,-83.69,11.7,9.44,-54.4,55.7,-77.8
21240712,-1.63,-95.57,8.5,10.70,-44.6,45.4,-79.3
24614164,-1.37,-105.87,6.2,12.71,-37.4,37.9,-80.7
27987616,-1.14,-114.70,4.6,15.30,-31.8,32.2,-81.8
31361068,-0.95,-122.57,3.6,18.27,-27.3,27.5,-82.6
34734520,-0.82,-129.48,2.9,21.27,-23.5,23.7,-83.0
38107972,-0.75,-135.81,2.5,23.29,-20.3,20.4,-83.0
41481424,-0.71,-141.64,2.3,24.41,-17.4,17.5,-82.5
44854876,-0.73,-147.10,2.3,23.89,-14.7,14.9,-81.2
48228328,-0.76,-152.38,2.3,22.88,-12.3,12.5,-79.3
51601780,-0.82,-157.47,2.4,21.28,-9.9,10.2,-76.2
54975232,-0.89,-162.69,2.6,19.49,-7.6,8.0,-70.9
58348684,-0.97,-167.72,2.8,17.98,-5.4,6.1,-62.3
61722136,-1.03,-172.85,3.0,16.83,-3.1,4.3,-46.2
65095588,-1.09,-177.94,3.1,15.93,-0.9,3.3,-15.9
68469040,-1.13,176.99,3.3,15.39,1.3,3.5,21.9
71842492,-1.15,171.99,3.3,15.18,3.5,4.8,46.5
75215944,-1.13,167.11,3.3,15.38,5.6,6.5,59.6
78589396,-1.11,162.39,3.3,15.70,7.7,8.4,67.1
81962848,-1.05,157.85,3.1,16.63,9.7,10.2,72.2
85336300,-0.99,153.43,3.0,17.64,11.8,12.1,75.7
88709752,-0.91,149.38,2.8,19.02,13.6,13.9,78.3
