Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
1000000,-0.73,-17.14,87.5,23.87,-307.4,319.7,-74.1
4373452,-1.27,-29.14,53.6,13.65,-177.3,185.2,-73.2
7746904,-1.73,-42.07,36.2,10.06,-120.7,126.0,-73.3
11120356,-1.96,-56.14,24.3,8.89,-88.6,91.9,-74.7
14493808,-1.99,-70.97,16.5,8.75,-67.5,69.5,-76.2
17867260,-1.85,-83.60,11.8,9.43,-54.5,55.8,-77.8
21240712,-1.63,-95.45,8.5,10.69,-44.7,45.5,-79.3
24614164,-1.38,-105.76,6.2,12.64,-37.5,38.0,-80.6
27987616,-1.14,-114.66,4.6,15.21,-31.9,32.2,-81.7
31361068,-0.96,-122.51,3.6,18.16,-27.3,27.5,-82.5
34734520,-0.82,-129.45,2.9,21.15,-23.5,23.7,-83.0
38107972,-0.75,-135.79,2.5,23.29,-20.3,20.4,-83.0
41481424,-0.72,-141.59,2.3,24.17,-17.4,17.5,-82.4
44854876,-0.73,-147.06,2.3,23.77,-14.8,14.9,-81.2
48228328,-0.77,-152.35,2.3,22.60,-12.3,12.5,-79.2
51601780,-0.82,-157.45,2.5,21.13,-9.9,10.2,-76.1
54975232,-0.89,-162.67,2.6,19.51,-7.6,8.0,-71.0
58348684,-0.97,-167.67,2.8,17.90,-5.4,6.1,-62.3
61722136,-1.03,-172.86,3.0,16.84,-3.1,4.3,-46.2
65095588,-1.09,-177.94,3.1,15.97,-0.9,3.3,-15.9
68469040,-1.13,177.04,3.2,15.45,1.3,3.5,21.7
71842492,-1.14,172.05,3.3,15.20,3.5,4.8,46.3
75215944,-1.13,167.20,3.3,15.44,5.6,6.5,59.6
78589396,-1.10,162.44,3.2,15.80,7.7,8.3,67.2
81962848,-1.05,157.88,3.1,16.49,9.7,10.2,72.1
85336300,-0.99,153.56,3.0,17.55,11.7,12.1,75.6
88709752,-0.92,149.46,2.8,18.93,13.6,13.9,78.2
92083204,-0.84,145.49,2.7,20.60,15.5,15.7,80.3
95456656,-0.78,141.77,2.5,22.18,17.3,17.5,81.7
98830108,-0.74,138.25,2.4,23.65,19.0,19.2,82.7
102203560,-0.70,134.92,2.4,24.66,20.7,20.8,83.5
105577012,-0.68,131.63,2.3,25.60,22.4,22.5,84.0
108950464,-0.68,128.31,2.4,25.46,24.2,24.3,84.3
112323916,-0.71,125.07,2.6,24.51,25.9,26.1,84.3
