Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
1000000,-0.71,-17.31,84.2,24.46,-305.9,317.3,-74.6
4373452,-1.28,-29.26,53.4,13.61,-176.5,184.4,-73.2
7746904,-1.73,-42.15,36.0,10.06,-120.5,125.7,-73.3
11120356,-1.96,-56.17,24.3,8.89,-88.6,91.8,-74.7
14493808,-1.99,-71.07,16.5,8.76,-67.4,69.4,-76.3
17867260,-1.84,-83.70,11.7,9.46,-54.4,55.7,-77.9
21240712,-1.63,-95.59,8.4,10.71,-44.6,45.4,-79.3
24614164,-1.37,-105.86,6.2,12.70,-37.4,37.9,-80.6
27987616,-1.14,-114.76,4.6,15.32,-31.8,32.1,-81.8
31361068,-0.95,-122.59,3.5,18.35,-27.3,27.5,-82.6
34734520,-0.81,-129.51,2.8,21.47,-23.5,23.7,-83.1
38107972,-0.74,-135.87,2.5,23.44,-20.2,20.4,-83.0
41481424,-0.71,-141.66,2.3,24.31,-17.4,17.5,-82.4
44854876,-0.72,-147.12,2.2,24.19,-14.7,14.9,-81.3
48228328,-0.76,-152.42,2.3,22.81,-12.2,12.5,-79.3
51601780,-0.82,-157.52,2.4,21.32,-9.9,10.2,-76.2
54975232,-0.89,-162.70,2.6,19.50,-7.6,8.0,-70.9
58348684,-0.96,-167.72,2.8,18.07,-5.4,6.0,-62.4
61722136,-1.02,-172.88,3.0,17.00,-3.1,4.3,-46.4
65095588,-1.09,-177.97,3.1,15.94,-0.9,3.3,-15.7
68469040,-1.13,176.96,3.2,15.44,1.3,3.5,22.2
71842492,-1.15,172.00,3.3,15.19,3.5,4.8,46.5
75215944,-1.13,167.10,3.3,15.42,5.6,6.5,59.7
78589396,-1.10,162.33,3.2,15.76,7.7,8.4,67.2
81962848,-1.05,157.81,3.1,16.62,9.8,10.3,72.3
85336300,-0.98,153.40,3.0,17.67,11.8,12.2,75.8
88709752,-0.91,149.37,2.8,19.01,13.7,13.9,78.3
92083204,-0.84,145.44,2.6,20.75,15.5,15.7,80.3
95456656,-0.78,141.70,2.5,22.29,17.3,17.5,81.7
98830108,-0.73,138.17,2.4,23.87,19.1,19.2,82.8
102203560,-0.69,134.85,2.3,25.11,20.7,20.9,83.6
105577012,-0.67,131.54,2.3,26.12,22.5,22.6,84.2
108950464,-0.67,128.25,2.4,25.81,24.2,24.3,84.4
112323916,-0.70,124.99,2.6,24.66,26.0,26.1,84.3
115697368,-0.77,121.81,2.9,22.59,27.8,27.9,84.0
119070820,-0.85,118.60,3.3,20.55,29.6,29.8,83.7
122444272,-0.94,115.23,3.8,18.55,31.6,31.8,83.2
125817724,-1.07,111.80,4.5,16.32,33.7,34.0,82.5
129191176,-1.19,108.29,5.2,14.68,35.9,36.2,81.8
132564628,-1.31,104.59,6.0,13.25,38.3,38.8,81.1
135938080,-1.44,100.73,6.9,12.11,40.9,41.5,80.4
139311532,-1.58,96.77,8.1,11.03,43.8,44.5,79.6
142684984,-1.67,92.52,9.1,10.46,47.0,47.9,79.1
146058436,-1.74,88.27,10.2,10.02,50.5,51.5,78.6
149431888,-1.79,84.06,11.3,9.75,54.2,55.3,78.2
152805340,-1.80,79.75,12.4,9.70,58.3,59.6,78.0
156178792,-1.78,75.45,13.4,9.77,62.9,64.3,77.9
159552244,-1.76,71.36,14.6,9.90,67.6,69.1,77.8
162925696,-1.70,67.35,15.5,10.24,72.8,74.4,77.9
166299148,-1.60,63.60,16.2,10.87,78.2,79.9,78.3
169672600,-1.53,59.92,17.2,11.41,84.1,85.9,78.5
173046052,-1.43,56.46,18.0,12.16,90.4,92.2,78.8
176419504,-1.34,53.19,18.7,13.03,97.0,98.8,79.1
179792956,-1.25,50.14,19.6,13.89,103.9,105.7,79.3
183166408,-1.18,47.23,20.6,14.80,111.2,113.1,79.5
186539860,-1.10,44.32,21.7,15.78,119.4,121.3,79.7
189913312,-1.05,41.58,23.3,16.60,128.0,130.1,79.7
193286764,-1.01,38.84,25.5,17.27,137.6,140.0,79.5
196660216,-0.99,36.07,28.7,17.63,148.6,151.3,79.1
200033668,-1.00,33.49,33.3,17.46,159.9,163.3,78.2
203407120,-1.02,30.75,40.0,17.00,173.3,177.8,77.0
206780572,-1.05,27.95,49.0,16.52,189.0,195.2,75.5
