Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
1000000,0.00,-18.56,0.0,?,-305.9,305.9,-90.0
4306503,0.00,-27.01,0.0,?,-208.2,208.2,-90.0
7613006,-0.21,-37.11,5.9,83.13,-148.7,148.9,-87.7
10919509,-0.54,-48.53,9.2,31.94,-110.3,110.7,-85.2
14226012,-0.69,-60.89,7.7,25.11,-84.5,84.9,-84.8
17532515,-0.69,-71.36,5.8,25.19,-69.3,69.6,-85.2
20839018,-0.58,-81.64,3.9,29.96,-57.7,57.9,-86.1
24145521,-0.40,-90.28,2.3,43.77,-49.7,49.8,-87.4
27452024,-0.19,-97.53,1.0,91.51,-43.8,43.8,-88.7
30758527,0.00,-103.72,0.0,?,-39.3,39.3,-90.0
34065030,0.00,-108.98,0.0,?,-35.7,35.7,-90.0
37371533,0.00,-113.43,0.0,?,-32.8,32.8,-90.0
40678036,0.00,-117.13,0.0,?,-30.6,30.6,-90.0
43984539,0.00,-120.46,0.0,?,-28.6,28.6,-90.0
47291042,0.00,-123.46,0.0,?,-26.9,26.9,-90.0
50597545,0.00,-126.21,0.0,?,-25.4,25.4,-90.0
53904048,0.00,-128.78,0.0,?,-24.0,24.0,-90.0
57210551,0.00,-131.45,0.0,?,-22.5,22.5,-90.0
60517054,0.00,-134.02,0.0,?,-21.2,21.2,-90.0
63823557,0.00,-136.62,0.0,?,-19.9,19.9,-90.0
67130060,0.00,-139.32,0.0,?,-18.5,18.5,-90.0
70436563,-0.06,-141.87,0.2,275.89,-17.3,17.3,-89.3
73743066,-0.12,-144.44,0.4,144.36,-16.0,16.0,-88.6
77049569,-0.16,-147.07,0.5,110.05,-14.8,14.8,-88.1
80356072,-0.18,-149.47,0.5,98.64,-13.6,13.7,-87.7
83662575,-0.17,-151.72,0.5,102.67,-12.6,12.6,-87.6
86969078,-0.15,-153.85,0.5,113.94,-11.6,11.6,-87.7
90275581,-0.12,-155.83,0.4,142.27,-10.7,10.7,-88.0
93582084,-0.08,-157.56,0.2,224.91,-9.9,9.9,-88.7
96888587,-0.05,-159.11,0.1,365.63,-9.2,9.2,-89.1
100195090,0.00,-160.53,0.0,?,-8.6,8.6,-90.0
103501593,0.00,-161.80,0.0,?,-8.0,8.0,-90.0
106808096,0.00,-162.91,0.0,?,-7.5,7.5,-90.0
110114599,0.00,-163.96,0.0,?,-7.0,7.0,-90.0
113421102,0.00,-164.93,0.0,?,-6.6,6.6,-90.0
116727605,0.00,-165.88,0.0,?,-6.2,6.2,-90.0
120034108,0.00,-166.84,0.0,?,-5.8,5.8,-90.0
