Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
1000000,-0.75,-17.32,87.7,23.28,-303.5,315.9,-73.9
4373452,-1.31,-29.36,54.0,13.34,-175.4,183.5,-72.9
7746904,-1.75,-42.20,36.2,9.98,-120.2,125.5,-73.2
11120356,-1.97,-56.19,24.3,8.87,-88.5,91.8,-74.6
14493808,-2.00,-70.96,16.5,8.74,-67.5,69.5,-76.2
17867260,-1.85,-83.53,11.8,9.45,-54.6,55.8,-77.8
21240712,-1.63,-95.39,8.5,10.68,-44.8,45.6,-79.3
24614164,-1.38,-105.62,6.2,12.61,-37.6,38.1,-80.6
27987616,-1.15,-114.56,4.7,15.13,-31.9,32.3,-81.7
31361068,-0.96,-122.35,3.6,18.04,-27.4,27.6,-82.5
34734520,-0.82,-129.28,2.9,21.09,-23.6,23.8,-83.0
38107972,-0.76,-135.63,2.5,23.02,-20.3,20.5,-82.9
41481424,-0.72,-141.55,2.3,24.07,-17.4,17.6,-82.4
44854876,-0.74,-147.01,2.3,23.52,-14.8,15.0,-81.1
48228328,-0.78,-152.31,2.4,22.31,-12.3,12.5,-79.1
51601780,-0.83,-157.44,2.5,21.02,-9.9,10.3,-76.0
54975232,-0.90,-162.65,2.7,19.30,-7.6,8.1,-70.8
58348684,-0.98,-167.72,2.8,17.80,-5.4,6.1,-62.1
61722136,-1.03,-172.85,3.0,16.82,-3.1,4.3,-46.2
65095588,-1.10,-177.96,3.2,15.84,-0.9,3.3,-15.7
68469040,-1.13,176.97,3.2,15.45,1.3,3.5,22.1
71842492,-1.14,171.99,3.3,15.27,3.5,4.8,46.7
75215944,-1.13,167.12,3.3,15.46,5.6,6.5,59.8
78589396,-1.09,162.36,3.2,15.95,7.7,8.4,67.4
81962848,-1.04,157.88,3.1,16.67,9.7,10.2,72.3
85336300,-0.98,153.47,3.0,17.81,11.7,12.1,75.8
88709752,-0.91,149.43,2.8,19.11,13.6,13.9,78.3
92083204,-0.84,145.52,2.6,20.74,15.5,15.7,80.3
95456656,-0.78,141.82,2.5,22.33,17.3,17.4,81.7
98830108,-0.73,138.30,2.4,23.69,19.0,19.2,82.8
102203560,-0.70,134.96,2.4,24.72,20.7,20.8,83.5
105577012,-0.68,131.67,2.4,25.44,22.4,22.5,84.0
108950464,-0.69,128.36,2.5,25.17,24.1,24.3,84.2
112323916,-0.72,125.08,2.6,24.03,25.9,26.1,84.2
115697368,-0.79,121.90,3.0,22.00,27.7,27.9,83.9
119070820,-0.87,118.64,3.4,20.09,29.6,29.8,83.5
122444272,-0.96,115.24,3.9,18.05,31.6,31.8,83.0
125817724,-1.08,111.76,4.5,16.11,33.7,34.0,82.4
129191176,-1.21,108.21,5.3,14.40,35.9,36.3,81.6
132564628,-1.33,104.53,6.1,13.09,38.3,38.8,81.0
135938080,-1.45,100.68,7.0,12.01,41.0,41.6,80.3
139311532,-1.58,96.72,8.1,11.02,43.8,44.5,79.6
142684984,-1.67,92.50,9.1,10.43,47.0,47.9,79.0
146058436,-1.74,88.31,10.2,9.99,50.4,51.5,78.6
149431888,-1.80,84.10,11.3,9.71,54.1,55.3,78.2
152805340,-1.80,79.82,12.4,9.66,58.2,59.5,78.0
156178792,-1.80,75.59,13.5,9.68,62.7,64.1,77.8
159552244,-1.77,71.53,14.6,9.85,67.4,68.9,77.8
162925696,-1.72,67.52,15.6,10.13,72.5,74.2,77.8
166299148,-1.64,63.82,16.4,10.65,77.8,79.5,78.1
169672600,-1.57,60.14,17.5,11.11,83.6,85.4,78.2
173046052,-1.48,56.72,18.3,11.80,89.7,91.6,78.5
176419504,-1.39,53.43,19.2,12.54,96.3,98.2,78.7
179792956,-1.31,50.31,20.3,13.30,103.2,105.2,78.9
183166408,-1.24,47.36,21.5,14.03,110.5,112.6,79.0
186539860,-1.17,44.47,22.9,14.82,118.5,120.7,79.0
189913312,-1.12,41.74,24.6,15.56,127.0,129.4,79.0
193286764,-1.08,38.95,27.1,16.10,136.6,139.3,78.8
196660216,-1.06,36.09,30.6,16.46,147.8,150.9,78.3
200033668,-1.05,33.53,35.0,16.51,158.9,162.7,77.6
203407120,-1.09,30.80,42.3,15.92,171.9,177.0,76.2
206780572,-1.12,28.01,51.7,15.48,187.1,194.1,74.6
210154024,-1.18,25.22,65.0,14.77,203.8,213.9,72.3
213527476,-1.24,22.23,84.5,14.07,223.9,239.3,69.3
216900928,-1.31,19.20,113.1,13.25,245.1,269.9,65.2
220274380,-1.38,16.05,154.5,12.61,267.8,309.2,60.0
