Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
1000000,-0.75,-17.22,89.4,23.09,-304.7,317.6,-73.7
4373452,-1.30,-29.32,53.9,13.38,-175.7,183.8,-72.9
7746904,-1.74,-42.17,36.1,10.02,-120.3,125.6,-73.3
11120356,-1.96,-56.18,24.3,8.90,-88.6,91.8,-74.7
14493808,-1.99,-70.97,16.5,8.77,-67.5,69.5,-76.3
17867260,-1.84,-83.58,11.7,9.49,-54.6,55.8,-77.9
21240712,-1.62,-95.39,8.5,10.73,-44.8,45.6,-79.3
24614164,-1.37,-105.63,6.2,12.71,-37.6,38.1,-80.7
27987616,-1.14,-114.52,4.6,15.30,-32.0,32.3,-81.8
31361068,-0.96,-122.40,3.6,18.08,-27.4,27.6,-82.5
34734520,-0.82,-129.32,2.9,21.25,-23.6,23.8,-83.0
38107972,-0.75,-135.65,2.5,23.09,-20.3,20.5,-82.9
41481424,-0.73,-141.50,2.3,23.89,-17.4,17.6,-82.3
44854876,-0.74,-147.00,2.3,23.53,-14.8,15.0,-81.1
48228328,-0.78,-152.32,2.4,22.33,-12.3,12.5,-79.1
51601780,-0.83,-157.47,2.5,20.97,-9.9,10.2,-76.0
54975232,-0.90,-162.63,2.7,19.25,-7.6,8.1,-70.8
58348684,-0.98,-167.72,2.8,17.76,-5.4,6.1,-62.0
61722136,-1.04,-172.90,3.0,16.77,-3.1,4.3,-45.9
65095588,-1.10,-177.96,3.2,15.87,-0.9,3.3,-15.7
68469040,-1.13,176.90,3.2,15.40,1.3,3.5,22.5
71842492,-1.15,171.94,3.3,15.13,3.5,4.8,46.6
75215944,-1.12,167.08,3.3,15.48,5.6,6.5,59.9
78589396,-1.10,162.34,3.2,15.87,7.7,8.4,67.4
81962848,-1.04,157.87,3.1,16.67,9.7,10.2,72.3
85336300,-0.97,153.45,2.9,17.92,11.8,12.1,75.9
88709752,-0.91,149.42,2.8,19.15,13.6,13.9,78.4
92083204,-0.83,145.52,2.6,20.87,15.5,15.7,80.4
95456656,-0.78,141.82,2.5,22.30,17.3,17.4,81.7
98830108,-0.73,138.30,2.4,23.65,19.0,19.2,82.7
102203560,-0.71,134.95,2.4,24.55,20.7,20.8,83.4
105577012,-0.69,131.68,2.4,25.25,22.4,22.5,83.9
108950464,-0.69,128.34,2.5,25.13,24.2,24.3,84.2
112323916,-0.73,125.10,2.7,23.91,25.9,26.1,84.2
115697368,-0.80,121.89,3.0,21.80,27.7,27.9,83.8
119070820,-0.87,118.65,3.4,19.94,29.6,29.8,83.5
122444272,-0.98,115.22,3.9,17.81,31.6,31.8,82.9
125817724,-1.09,111.77,4.6,15.93,33.7,34.0,82.3
129191176,-1.22,108.24,5.3,14.30,35.9,36.3,81.6
132564628,-1.34,104.48,6.2,12.94,38.4,38.9,80.9
135938080,-1.47,100.70,7.1,11.88,40.9,41.5,80.2
139311532,-1.60,96.67,8.2,10.92,43.8,44.6,79.5
142684984,-1.69,92.45,9.2,10.32,47.0,47.9,78.9
146058436,-1.76,88.26,10.3,9.89,50.5,51.5,78.5
149431888,-1.80,84.06,11.4,9.66,54.2,55.4,78.1
152805340,-1.82,79.80,12.5,9.59,58.2,59.6,77.9
156178792,-1.81,75.55,13.6,9.62,62.7,64.2,77.8
159552244,-1.78,71.48,14.7,9.77,67.4,69.0,77.7
162925696,-1.73,67.49,15.7,10.07,72.5,74.2,77.7
166299148,-1.65,63.82,16.6,10.54,77.8,79.5,78.0
169672600,-1.58,60.09,17.7,10.99,83.7,85.5,78.1
173046052,-1.49,56.65,18.6,11.65,89.8,91.7,78.3
176419504,-1.40,53.37,19.5,12.42,96.4,98.3,78.6
179792956,-1.32,50.34,20.5,13.17,103.1,105.1,78.8
183166408,-1.25,47.33,21.7,13.92,110.5,112.6,78.9
186539860,-1.19,44.49,23.2,14.66,118.4,120.6,78.9
189913312,-1.15,41.73,25.2,15.17,126.8,129.3,78.7
193286764,-1.10,38.93,27.5,15.87,136.6,139.3,78.6
196660216,-1.09,36.14,31.4,15.98,147.2,150.5,78.0
200033668,-1.09,33.61,35.9,15.95,158.1,162.1,77.2
203407120,-1.13,30.82,43.4,15.46,171.2,176.6,75.8
206780572,-1.17,28.04,53.3,14.91,185.9,193.4,74.0
210154024,-1.22,25.29,66.6,14.27,202.1,212.8,71.8
213527476,-1.28,22.31,86.1,13.63,221.5,237.7,68.8
216900928,-1.35,19.25,115.0,12.85,242.0,268.0,64.6
220274380,-1.43,16.10,156.8,12.15,262.3,305.6,59.1
223647832,-1.52,12.75,219.9,11.46,275.9,352.8,51.4
227021284,-1.60,9.34,306.0,10.91,268.7,407.2,41.3
230394736,-1.67,5.77,409.9,10.44,213.1,462.0,27.5
233768188,-1.74,2.07,485.6,10.03,87.2,493.4,10.2
237141640,-1.77,-1.64,483.0,9.85,-67.2,487.7,-7.9
240515092,-1.79,-5.44,402.6,9.76,-184.3,442.7,-24.6
243888544,-1.78,-9.21,303.9,9.79,-235.5,384.5,-37.8
247261996,-1.76,-13.07,219.4,9.88,-242.6,327.1,-47.9
250635448,-1.73,-16.75,160.9,10.06,-231.0,281.5,-55.1
254008900,-1.68,-20.45,119.0,10.38,-213.6,244.5,-60.9
257382352,-1.61,-24.00,89.9,10.82,-196.2,215.8,-65.4
260755804,-1.52,-27.53,68.3,11.48,-179.8,192.3,-69.2
264129256,-1.43,-30.94,53.2,12.14,-164.8,173.2,-72.1
267502708,-1.35,-34.17,42.1,12.94,-152.1,157.8,-74.5
270876160,-1.27,-37.42,33.8,13.74,-140.4,144.4,-76.5
274249612,-1.20,-40.29,28.1,14.47,-131.0,134.0,-77.9
277623064,-1.14,-43.35,23.4,15.26,-121.9,124.2,-79.1
280996516,-1.06,-46.20,19.5,16.33,-114.4,116.1,-80.3
284369968,-1.04,-48.88,17.1,16.75,-107.8,109.1,-81.0
287743420,-1.00,-51.65,15.0,17.35,-101.5,102.6,-81.6
291116872,-1.00,-54.31,13.6,17.42,-95.9,96.9,-81.9
294490324,-1.02,-56.87,12.8,17.05,-91.0,91.9,-82.0
297863776,-1.06,-59.50,12.2,16.46,-86.2,87.1,-81.9
301237228,-1.10,-62.10,11.8,15.75,-81.8,82.7,-81.8
304610680,-1.18,-64.78,11.6,14.80,-77.6,78.4,-81.5
307984132,-1.25,-67.50,11.5,13.92,-73.6,74.5,-81.1
311357584,-1.35,-70.21,11.6,12.88,-69.8,70.8,-80.6
314731036,-1.48,-73.05,11.8,11.80,-66.2,67.2,-79.9
318104488,-1.58,-76.10,11.7,11.06,-62.5,63.6,-79.4
321477940,-1.70,-79.18,11.9,10.22,-59.1,60.2,-78.6
324851392,-1.84,-82.43,12.0,9.46,-55.6,56.9,-77.8
328224844,-1.96,-85.83,11.9,8.92,-52.3,53.7,-77.2
331598296,-2.09,-89.23,11.9,8.36,-49.2,50.7,-76.4
334971748,-2.19,-92.73,11.8,7.97,-46.3,47.7,-75.7
338345200,-2.27,-96.40,11.5,7.71,-43.4,44.9,-75.1
341718652,-2.35,-100.07,11.3,7.45,-40.6,42.2,-74.5
345092104,-2.40,-103.89,11.0,7.27,-38.0,39.5,-73.9
348465556,-2.43,-107.65,10.5,7.20,-35.5,37.0,-73.5
351839008,-2.43,-111.40,10.1,7.18,-33.1,34.7,-73.0
355212460,-2.40,-115.04,9.6,7.28,-31.0,32.4,-72.8
358585912,-2.38,-118.60,9.2,7.34,-28.9,30.4,-72.4
361959364,-2.33,-121.95,8.7,7.52,-27.1,28.5,-72.3
365332816,-2.25,-125.27,8.1,7.75,-25.3,26.6,-72.2
368706268,-2.20,-128.50,7.7,7.95,-23.6,24.9,-71.9
372079720,-2.15,-131.55,7.4,8.13,-22.1,23.3,-71.6
375453172,-2.06,-134.47,6.9,8.48,-20.6,21.8,-71.5
378826624,-2.01,-137.24,6.6,8.68,-19.3,20.4,-71.0
382200076,-1.95,-139.94,6.3,8.93,-18.0,19.1,-70.6
385573528,-1.90,-142.55,6.1,9.16,-16.7,17.8,-70.0
388946980,-1.87,-145.00,5.9,9.33,-15.6,16.6,-69.3
392320432,-1.84,-147.50,5.7,9.47,-14.4,15.5,-68.3
395693884,-1.83,-149.84,5.6,9.53,-13.3,14.5,-67.1
399067336,-1.82,-152.26,5.5,9.58,-12.2,13.4,-65.6
402440788,-1.81,-154.66,5.5,9.63,-11.1,12.4,-63.9
405814240,-1.83,-157.01,5.5,9.54,-10.1,11.4,-61.5
409187692,-1.84,-159.37,5.5,9.47,-9.0,10.5,-58.8
412561144,-1.86,-161.75,5.5,9.36,-7.9,9.6,-55.4
415934596,-1.89,-164.11,5.5,9.23,-6.9,8.8,-51.3
419308048,-1.93,-166.58,5.6,9.02,-5.8,8.1,-46.0
422681500,-1.96,-169.10,5.7,8.88,-4.7,7.4,-39.7
426054952,-2.00,-171.60,5.8,8.71,-3.6,6.8,-32.1
429428404,-2.03,-174.24,5.8,8.60,-2.5,6.3,-23.1
432801856,-2.05,-176.94,5.9,8.51,-1.3,6.0,-12.6
436175308,-2.08,-179.69,6.0,8.39,-0.1,6.0,-1.3
439548760,-2.09,177.57,6.0,8.35,1.0,6.1,9.9
442922212,-2.08,174.71,6.0,8.38,2.3,6.4,20.8
446295664,-2.07,171.95,6.0,8.43,3.5,6.9,30.2
449669116,-2.03,169.14,5.9,8.58,4.7,7.5,38.6
453042568,-1.99,166.35,5.8,8.77,5.9,8.3,45.6
456416020,-1.94,163.60,5.7,9.00,7.1,9.1,51.4
459789472,-1.87,160.92,5.5,9.34,8.3,10.0,56.5
463162924,-1.80,158.38,5.3,9.69,9.4,10.8,60.5
466536376,-1.72,155.92,5.2,10.13,10.6,11.7,64.0
469909828,-1.64,153.45,5.0,10.63,11.7,12.7,67.0
473283280,-1.56,151.26,4.8,11.16,12.7,13.6,69.4
476656732,-1.49,149.07,4.6,11.69,13.7,14.5,71.5
480030184,-1.42,146.99,4.4,12.22,14.7,15.4,73.2
483403636,-1.37,145.01,4.3,12.71,15.7,16.2,74.6
486777088,-1.33,143.03,4.2,13.08,16.6,17.1,75.7
490150540,-1.31,141.14,4.2,13.24,17.5,18.0,76.4
493523992,-1.31,139.27,4.3,13.26,18.4,18.9,76.9
496897444,-1.31,137.31,4.3,13.24,19.4,19.9,77.4
500270896,-1.37,135.49,4.6,12.69,20.3,20.8,77.2
503644348,-1.41,133.44,4.8,12.38,21.3,21.9,77.4
507017800,-1.48,131.42,5.1,11.75,22.4,22.9,77.1
510391252,-1.56,129.45,5.5,11.16,23.4,24.0,76.8
513764704,-1.65,127.32,5.9,10.54,24.5,25.2,76.5
517138156,-1.75,124.96,6.4,9.94,25.7,26.5,76.1
520511608,-1.86,122.51,6.9,9.40,27.0,27.9,75.7
523885060,-1.96,119.93,7.5,8.88,28.4,29.4,75.3
527258512,-2.05,117.26,8.0,8.50,29.9,31.0,75.0
530631964,-2.17,114.41,8.8,8.03,31.5,32.7,74.5
534005416,-2.27,111.49,9.5,7.68,33.2,34.5,74.1
537378868,-2.34,108.40,10.1,7.46,35.1,36.5,73.9
540752320,-2.42,105.29,10.8,7.24,37.0,38.6,73.7
544125772,-2.45,101.96,11.4,7.15,39.2,40.9,73.7
547499224,-2.48,98.58,12.2,7.04,41.5,43.3,73.7
550872676,-2.49,95.33,12.8,7.02,43.9,45.7,73.7
554246128,-2.49,91.80,13.5,7.03,46.6,48.5,73.8
557619580,-2.44,88.48,14.0,7.17,49.3,51.3,74.1
560993032,-2.38,85.24,14.5,7.34,52.2,54.2,74.4
564366484,-2.31,81.90,15.0,7.58,55.3,57.3,74.8
567739936,-2.22,78.80,15.4,7.87,58.5,60.5,75.3
571113388,-2.12,75.71,15.8,8.22,61.9,63.8,75.7
574486840,-2.04,72.73,16.2,8.57,65.3,67.3,76.1
577860292,-1.91,69.84,16.3,9.14,69.1,71.0,76.7
581233744,-1.80,66.85,16.6,9.70,73.2,75.0,77.2
584607196,-1.69,64.32,16.8,10.29,76.9,78.7,77.7
587980648,-1.58,61.63,16.9,11.00,81.2,83.0,78.2
591354100,-1.48,59.05,17.1,11.74,85.7,87.4,78.7
594727552,-1.40,56.59,17.5,12.43,90.3,91.9,79.0
598101004,-1.34,54.15,18.2,12.96,95.1,96.8,79.2
601474456,-1.27,51.76,18.7,13.70,100.3,102.0,79.4
604847908,-1.22,49.28,19.6,14.32,106.0,107.8,79.5
608221360,-1.14,46.78,20.4,15.22,112.5,114.3,79.7
611594812,-1.13,44.33,22.3,15.38,119.2,121.3,79.4
614968264,-1.10,41.77,24.2,15.82,127.0,129.3,79.2
618341716,-1.08,39.29,26.6,16.17,135.5,138.0,78.9
621715168,-1.06,36.62,29.7,16.47,145.6,148.6,78.5
625088620,-1.02,33.83,33.5,16.97,157.9,161.4,78.0
628462072,-1.01,30.98,39.2,17.14,172.2,176.5,77.2
631835524,-1.00,27.98,46.5,17.46,190.0,195.6,76.2
635208976,-0.99,24.97,57.3,17.50,211.0,218.7,74.8
638582428,-0.95,21.68,71.4,18.31,240.8,251.1,73.5
641955880,-0.91,18.30,93.3,19.19,280.2,295.3,71.6
645329332,-0.87,14.98,128.4,20.03,331.5,355.5,68.8
648702784,-0.81,11.47,192.2,21.43,408.6,451.5,64.8
652076236,-0.75,7.91,326.5,23.19,519.7,613.7,57.9
655449688,-0.68,4.24,674.5,25.53,636.3,927.3,43.3
658823140,-0.59,0.64,1428.8,29.33,232.5,1447.6,9.2
662196592,-0.46,-2.95,969.9,37.43,-934.6,1346.9,-43.9
665570044,-0.35,-6.64,270.7,48.99,-766.5,812.9,-70.6
668943496,-0.25,-9.86,94.9,69.38,-563.6,571.5,-80.4
672316948,-0.12,-13.70,24.8,141.55,-414.9,415.6,-86.6
675690400,0.00,-17.53,0.0,?,-324.3,324.3,-90.0
679063852,0.00,-20.82,0.0,?,-272.2,272.2,-90.0
682437304,0.00,-24.38,0.0,?,-231.5,231.5,-90.0
685810756,0.00,-27.60,0.0,?,-203.6,203.6,-90.0
689184208,0.00,-31.20,0.0,?,-179.1,179.1,-90.0
692557660,0.00,-34.18,0.0,?,-162.7,162.7,-90.0
695931112,0.00,-37.19,0.0,?,-148.6,148.6,-90.0
699304564,0.00,-40.58,0.0,?,-135.3,135.3,-90.0
702678016,0.00,-43.58,0.0,?,-125.1,125.1,-90.0
706051468,0.00,-46.60,0.0,?,-116.1,116.1,-90.0
709424920,0.00,-49.65,0.0,?,-108.1,108.1,-90.0
712798372,0.00,-52.73,0.0,?,-100.9,100.9,-90.0
716171824,0.00,-56.05,0.0,?,-93.9,93.9,-90.0
719545276,0.00,-59.06,0.0,?,-88.3,88.3,-90.0
722918728,0.00,-62.26,0.0,?,-82.8,82.8,-90.0
726292180,0.00,-65.61,0.0,?,-77.6,77.6,-90.0
729665632,0.00,-68.98,0.0,?,-72.8,72.8,-90.0
733039084,0.00,-72.31,0.0,?,-68.4,68.4,-90.0
736412536,-0.02,-75.90,0.2,846.59,-64.1,64.1,-89.9
739785988,-0.15,-79.65,1.1,114.53,-60.0,60.0,-89.0
743159440,-0.33,-83.46,2.1,53.26,-56.0,56.1,-87.8
746532892,-0.48,-87.36,2.9,36.26,-52.3,52.4,-86.8
749906344,-0.59,-91.35,3.3,29.63,-48.7,48.8,-86.1
753279796,-0.72,-95.41,3.8,24.02,-45.3,45.5,-85.2
756653248,-0.82,-99.52,4.0,21.16,-42.1,42.3,-84.5
760026700,-0.90,-103.75,4.2,19.36,-39.1,39.3,-83.9
763400152,-0.98,-107.96,4.3,17.80,-36.2,36.4,-83.2
