Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
1000000,-1.55,-10.96,262.1,11.27,-278.6,382.5,-46.8
3993013,-1.65,-24.97,85.5,10.59,-189.4,207.8,-65.7
6986026,-1.87,-36.68,49.0,9.34,-135.0,143.6,-70.1
9979039,-2.08,-48.90,32.6,8.38,-101.4,106.5,-72.2
12972052,-2.19,-61.10,23.2,7.98,-79.8,83.1,-73.8
15965065,-2.22,-73.28,17.3,7.88,-64.3,66.6,-74.9
18958078,-2.14,-84.65,13.3,8.16,-53.1,54.8,-76.0
21951091,-1.98,-95.09,10.3,8.81,-44.7,45.9,-77.0
24944104,-1.77,-104.40,8.1,9.86,-38.1,39.0,-78.1
27937117,-1.55,-112.67,6.4,11.24,-32.9,33.5,-79.0
30930130,-1.36,-120.06,5.2,12.84,-28.6,29.1,-79.7
33923143,-1.18,-126.62,4.2,14.79,-25.0,25.3,-80.4
36916156,-1.05,-132.57,3.6,16.51,-21.9,22.2,-80.6
39909169,-0.96,-138.14,3.2,18.11,-19.1,19.3,-80.6
42902182,-0.90,-143.08,2.9,19.41,-16.6,16.9,-80.2
45895195,-0.86,-147.89,2.7,20.17,-14.4,14.6,-79.4
48888208,-0.85,-152.53,2.6,20.34,-12.2,12.5,-77.9
51881221,-0.87,-156.91,2.6,20.05,-10.2,10.5,-75.7
54874234,-0.90,-161.41,2.7,19.27,-8.2,8.6,-71.9
57867247,-0.96,-165.78,2.8,18.19,-6.2,6.8,-65.8
60860260,-1.01,-170.21,2.9,17.25,-4.3,5.2,-55.6
63853273,-1.07,-174.65,3.1,16.31,-2.3,3.9,-37.1
66846286,-1.11,-179.10,3.2,15.61,-0.4,3.2,-7.0
69839299,-1.15,176.43,3.3,15.12,1.6,3.7,25.1
72832312,-1.18,172.02,3.4,14.70,3.5,4.9,45.4
75825325,-1.18,167.64,3.4,14.70,5.4,6.4,57.4
78818338,-1.18,163.29,3.5,14.77,7.3,8.1,64.7
81811351,-1.14,159.07,3.4,15.23,9.2,9.8,69.7
84804364,-1.10,154.99,3.3,15.76,11.0,11.5,73.2
87797377,-1.05,151.12,3.2,16.58,12.8,13.2,75.9
90790390,-0.98,147.32,3.1,17.68,14.6,14.9,78.1
93783403,-0.92,143.73,2.9,18.88,16.3,16.6,79.8
96776416,-0.87,140.25,2.8,19.97,18.0,18.2,81.1
99769429,-0.82,137.01,2.7,21.18,19.6,19.8,82.1
102762442,-0.79,133.92,2.7,22.07,21.2,21.4,82.8
105755455,-0.75,130.87,2.6,23.18,22.8,23.0,83.5
108748468,-0.74,127.86,2.6,23.55,24.4,24.5,83.9
111741481,-0.73,124.89,2.7,23.71,26.0,26.2,84.1
114734494,-0.77,122.02,2.9,22.56,27.6,27.8,84.0
117727507,-0.81,119.22,3.1,21.43,29.2,29.4,83.9
120720520,-0.87,116.30,3.5,19.90,31.0,31.1,83.6
123713533,-0.96,113.41,3.9,18.17,32.7,32.9,83.1
126706546,-1.04,110.44,4.4,16.70,34.5,34.8,82.7
129699559,-1.14,107.47,5.0,15.23,36.4,36.8,82.1
132692572,-1.25,104.33,5.7,13.97,38.5,38.9,81.6
135685585,-1.36,101.19,6.5,12.81,40.7,41.2,80.9
138678598,-1.49,97.91,7.5,11.71,43.0,43.6,80.1
141671611,-1.59,94.47,8.4,10.98,45.5,46.3,79.6
144664624,-1.68,90.98,9.4,10.35,48.3,49.2,79.0
147657637,-1.77,87.52,10.5,9.86,51.1,52.2,78.4
150650650,-1.84,83.93,11.6,9.50,54.2,55.5,77.9
153643663,-1.88,80.27,12.8,9.26,57.7,59.1,77.5
156636676,-1.92,76.62,14.1,9.07,61.3,62.9,77.1
159629689,-1.94,73.13,15.3,9.01,65.1,66.9,76.8
162622702,-1.93,69.61,16.6,9.05,69.3,71.2,76.6
165615715,-1.90,66.24,17.8,9.16,73.7,75.8,76.4
168608728,-1.87,62.84,19.1,9.32,78.5,80.8,76.3
171601741,-1.83,59.68,20.5,9.53,83.4,85.9,76.2
174594754,-1.77,56.61,21.8,9.85,88.7,91.4,76.2
177587767,-1.70,53.66,23.1,10.24,94.4,97.2,76.2
180580780,-1.64,50.76,24.7,10.61,100.5,103.5,76.2
183573793,-1.58,48.09,26.2,11.05,106.8,109.9,76.2
186566806,-1.51,45.34,28.0,11.53,113.9,117.3,76.2
189559819,-1.46,42.85,30.1,11.90,121.0,124.7,76.0
192552832,-1.40,40.27,32.5,12.40,129.2,133.3,75.9
195545845,-1.37,37.65,35.8,12.72,138.4,143.0,75.5
198538858,-1.34,35.41,39.5,12.95,147.1,152.3,75.0
201531871,-1.34,33.02,44.7,12.98,157.1,163.3,74.1
204524884,-1.34,30.55,51.4,12.98,168.6,176.2,73.0
207517897,-1.35,28.12,60.0,12.89,181.1,190.7,71.7
210510910,-1.38,25.71,71.4,12.63,194.4,207.0,69.8
213503923,-1.40,23.26,86.0,12.41,209.3,226.3,67.7
216496936,-1.44,20.64,106.8,12.09,226.1,250.0,64.7
219489949,-1.48,17.98,135.3,11.73,243.1,278.3,60.9
222482962,-1.55,15.29,174.6,11.24,256.7,310.5,55.8
225475975,-1.62,12.48,228.2,10.77,263.5,348.6,49.1
228468988,-1.66,9.60,297.5,10.48,257.4,393.4,40.9
231462001,-1.71,6.60,379.6,10.16,219.5,438.5,30.0
234455014,-1.78,3.63,447.6,9.81,137.6,468.2,17.1
237448027,-1.80,0.46,482.6,9.67,18.4,483.0,2.2
240441040,-1.84,-2.76,450.4,9.47,-101.5,461.7,-12.7
243434053,-1.85,-5.84,383.7,9.42,-182.0,424.7,-25.4
246427066,-1.85,-9.11,303.1,9.41,-223.2,376.4,-36.4
249420079,-1.84,-12.36,233.4,9.48,-234.2,330.7,-45.1
252413092,-1.83,-15.57,179.9,9.53,-227.7,290.2,-51.7
255406105,-1.80,-18.71,140.2,9.70,-215.8,257.3,-57.0
258399118,-1.74,-22.08,107.9,10.01,-201.0,228.1,-61.8
261392131,-1.70,-25.15,86.4,10.25,-186.3,205.4,-65.1
264385144,-1.64,-28.29,69.0,10.64,-172.6,185.9,-68.2
267378157,-1.56,-31.40,55.7,11.13,-160.1,169.5,-70.8
270371170,-1.50,-34.32,46.0,11.59,-149.1,156.0,-72.9
273364183,-1.44,-37.28,38.2,12.09,-138.8,144.0,-74.6
276357196,-1.38,-40.19,32.1,12.62,-129.7,133.6,-76.1
279350209,-1.34,-42.96,27.6,13.03,-121.7,124.8,-77.2
282343222,-1.27,-45.67,23.5,13.71,-114.7,117.1,-78.4
285336235,-1.22,-48.39,20.4,14.22,-108.1,110.0,-79.3
288329248,-1.16,-51.11,17.6,14.94,-102.1,103.6,-80.2
291322261,-1.14,-53.68,15.9,15.20,-96.7,98.0,-80.7
