Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
1000000,-1.47,-11.36,250.4,11.87,-290.7,383.7,-49.3
3993013,-1.59,-24.77,84.4,10.99,-192.7,210.4,-66.3
6986026,-1.83,-36.32,49.1,9.51,-136.7,145.3,-70.2
9979039,-2.07,-48.46,32.9,8.44,-102.4,107.6,-72.2
12972052,-2.21,-60.71,23.6,7.92,-80.3,83.7,-73.6
15965065,-2.26,-72.97,17.7,7.73,-64.5,66.9,-74.6
18958078,-2.18,-84.46,13.6,8.00,-53.2,54.9,-75.7
21951091,-2.02,-95.07,10.5,8.63,-44.6,45.9,-76.7
24944104,-1.81,-104.56,8.2,9.65,-38.0,38.9,-77.8
27937117,-1.58,-112.84,6.5,11.03,-32.8,33.4,-78.8
30930130,-1.37,-120.36,5.2,12.69,-28.4,28.9,-79.6
33923143,-1.18,-126.88,4.2,14.70,-24.8,25.2,-80.3
36916156,-1.05,-132.89,3.6,16.55,-21.7,22.0,-80.6
39909169,-0.95,-138.35,3.1,18.32,-19.0,19.2,-80.6
42902182,-0.88,-143.25,2.8,19.81,-16.6,16.8,-80.4
45895195,-0.83,-148.09,2.6,20.88,-14.3,14.5,-79.7
48888208,-0.83,-152.56,2.5,20.98,-12.2,12.4,-78.3
51881221,-0.83,-156.90,2.5,20.96,-10.2,10.5,-76.3
54874234,-0.88,-161.28,2.6,19.84,-8.2,8.6,-72.5
57867247,-0.92,-165.66,2.7,18.83,-6.3,6.8,-66.7
60860260,-0.98,-170.00,2.8,17.71,-4.4,5.2,-56.9
63853273,-1.04,-174.43,3.0,16.67,-2.4,3.9,-38.9
66846286,-1.10,-178.76,3.2,15.77,-0.5,3.2,-9.6
69839299,-1.15,176.78,3.3,15.14,1.4,3.6,23.0
72832312,-1.19,172.41,3.4,14.63,3.3,4.8,43.9
75825325,-1.21,167.99,3.5,14.44,5.2,6.3,56.2
78818338,-1.20,163.63,3.5,14.49,7.2,8.0,63.8
81811351,-1.18,159.40,3.5,14.72,9.0,9.7,68.8
84804364,-1.14,155.23,3.4,15.24,10.9,11.5,72.5
87797377,-1.10,151.28,3.4,15.87,12.7,13.2,75.2
90790390,-1.03,147.45,3.2,16.83,14.5,14.9,77.5
93783403,-0.97,143.74,3.1,17.95,16.3,16.6,79.3
96776416,-0.91,140.22,3.0,19.05,18.0,18.3,80.7
99769429,-0.85,136.93,2.8,20.38,19.7,19.9,81.8
102762442,-0.80,133.79,2.7,21.62,21.3,21.5,82.7
105755455,-0.76,130.72,2.6,22.90,22.9,23.0,83.4
108748468,-0.74,127.64,2.6,23.46,24.5,24.7,83.8
111741481,-0.73,124.73,2.7,23.86,26.1,26.3,84.2
114734494,-0.75,121.88,2.8,23.14,27.7,27.9,84.2
117727507,-0.79,119.17,3.1,21.95,29.3,29.4,84.0
120720520,-0.84,116.31,3.4,20.66,31.0,31.1,83.8
123713533,-0.93,113.47,3.8,18.79,32.7,32.9,83.4
126706546,-1.01,110.60,4.3,17.18,34.5,34.7,82.9
129699559,-1.12,107.65,4.9,15.57,36.3,36.7,82.3
132692572,-1.23,104.58,5.6,14.13,38.4,38.8,81.6
135685585,-1.35,101.46,6.4,12.93,40.5,41.0,81.0
138678598,-1.48,98.29,7.4,11.80,42.7,43.3,80.2
141671611,-1.59,94.84,8.4,10.93,45.2,46.0,79.5
144664624,-1.70,91.35,9.4,10.25,47.9,48.9,78.9
147657637,-1.80,87.84,10.6,9.69,50.8,51.9,78.2
150650650,-1.88,84.21,11.8,9.29,53.9,55.2,77.7
153643663,-1.92,80.53,13.0,9.06,57.3,58.8,77.2
156636676,-1.97,76.80,14.3,8.85,61.0,62.7,76.8
159629689,-1.99,73.20,15.6,8.78,64.9,66.8,76.5
162622702,-1.98,69.62,17.0,8.79,69.1,71.2,76.2
165615715,-1.94,66.25,18.1,9.00,73.6,75.7,76.2
168608728,-1.91,62.81,19.5,9.15,78.4,80.8,76.0
171601741,-1.86,59.57,20.8,9.40,83.5,86.0,76.0
174594754,-1.78,56.49,22.0,9.79,88.9,91.6,76.1
177587767,-1.71,53.52,23.3,10.18,94.6,97.5,76.1
180580780,-1.65,50.66,24.9,10.57,100.7,103.7,76.1
183573793,-1.57,47.95,26.3,11.06,107.1,110.3,76.2
186566806,-1.51,45.30,28.0,11.56,114.0,117.4,76.2
189559819,-1.45,42.73,30.0,11.99,121.4,125.1,76.1
192552832,-1.39,40.19,32.3,12.53,129.6,133.6,76.0
195545845,-1.35,37.61,35.4,12.92,138.8,143.2,75.7
198538858,-1.32,35.35,39.0,13.15,147.6,152.7,75.2
201531871,-1.32,33.04,44.0,13.18,157.3,163.4,74.4
204524884,-1.32,30.63,50.5,13.18,168.6,176.0,73.3
