Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
1000000,-1.45,-11.45,247.7,11.98,-292.5,383.3,-49.7
3993013,-1.57,-24.83,83.6,11.08,-192.8,210.2,-66.6
6986026,-1.83,-36.37,48.8,9.54,-136.6,145.1,-70.3
9979039,-2.07,-48.50,32.8,8.45,-102.4,107.5,-72.2
12972052,-2.20,-60.75,23.6,7.93,-80.2,83.6,-73.6
15965065,-2.26,-73.05,17.7,7.74,-64.4,66.8,-74.6
18958078,-2.18,-84.56,13.6,8.00,-53.1,54.8,-75.7
21951091,-2.02,-95.20,10.5,8.63,-44.5,45.8,-76.7
24944104,-1.81,-104.62,8.2,9.63,-38.0,38.9,-77.8
27937117,-1.58,-112.91,6.5,11.01,-32.8,33.4,-78.8
30930130,-1.38,-120.45,5.2,12.65,-28.4,28.8,-79.5
33923143,-1.18,-127.02,4.2,14.70,-24.8,25.1,-80.3
36916156,-1.04,-133.02,3.5,16.74,-21.6,21.9,-80.7
39909169,-0.95,-138.49,3.1,18.37,-18.9,19.1,-80.6
42902182,-0.87,-143.40,2.8,20.06,-16.5,16.7,-80.5
45895195,-0.83,-148.13,2.6,21.05,-14.2,14.5,-79.8
48888208,-0.82,-152.63,2.5,21.27,-12.1,12.4,-78.4
51881221,-0.82,-156.98,2.4,21.27,-10.2,10.4,-76.5
54874234,-0.86,-161.41,2.5,20.20,-8.2,8.5,-72.7
57867247,-0.92,-165.69,2.7,18.97,-6.3,6.8,-66.8
60860260,-0.97,-170.05,2.8,17.87,-4.3,5.2,-57.0
63853273,-1.04,-174.40,3.0,16.73,-2.4,3.9,-39.2
66846286,-1.10,-178.82,3.2,15.87,-0.5,3.2,-9.3
69839299,-1.15,176.73,3.3,15.19,1.4,3.6,23.3
72832312,-1.19,172.34,3.4,14.67,3.3,4.8,44.2
75825325,-1.19,167.96,3.5,14.57,5.2,6.3,56.5
78818338,-1.20,163.60,3.5,14.48,7.2,8.0,63.8
81811351,-1.18,159.28,3.5,14.74,9.1,9.7,68.9
84804364,-1.13,155.19,3.4,15.36,10.9,11.5,72.7
87797377,-1.10,151.17,3.4,15.87,12.8,13.2,75.3
90790390,-1.03,147.34,3.2,16.83,14.6,14.9,77.5
93783403,-0.97,143.62,3.1,17.90,16.4,16.7,79.3
96776416,-0.91,140.10,3.0,19.11,18.1,18.3,80.7
99769429,-0.85,136.80,2.8,20.40,19.7,19.9,81.8
102762442,-0.80,133.65,2.7,21.63,21.3,21.5,82.7
105755455,-0.75,130.59,2.6,23.07,23.0,23.1,83.5
108748468,-0.73,127.57,2.6,23.80,24.6,24.7,83.9
111741481,-0.72,124.64,2.6,24.26,26.2,26.3,84.3
114734494,-0.74,121.80,2.8,23.34,27.8,27.9,84.2
117727507,-0.78,119.07,3.0,22.30,29.3,29.5,84.1
120720520,-0.83,116.21,3.3,20.94,31.0,31.2,83.9
123713533,-0.91,113.37,3.7,19.07,32.7,32.9,83.5
126706546,-1.00,110.48,4.3,17.36,34.5,34.8,83.0
129699559,-1.11,107.61,4.9,15.72,36.4,36.7,82.4
132692572,-1.22,104.52,5.6,14.22,38.4,38.8,81.7
135685585,-1.34,101.43,6.4,13.01,40.5,41.0,81.0
138678598,-1.48,98.20,7.4,11.79,42.8,43.4,80.2
141671611,-1.59,94.76,8.4,10.98,45.3,46.1,79.6
144664624,-1.69,91.26,9.4,10.30,48.0,48.9,78.9
147657637,-1.80,87.76,10.6,9.69,50.9,52.0,78.2
150650650,-1.87,84.13,11.8,9.35,54.0,55.3,77.7
153643663,-1.92,80.46,12.9,9.11,57.4,58.9,77.3
156636676,-1.97,76.69,14.4,8.86,61.2,62.8,76.8
159629689,-1.98,73.12,15.6,8.80,65.0,66.9,76.5
162622702,-1.97,69.54,16.9,8.84,69.3,71.3,76.3
165615715,-1.93,66.08,18.1,9.02,73.8,76.0,76.2
168608728,-1.90,62.71,19.5,9.16,78.6,81.0,76.0
171601741,-1.85,59.46,20.9,9.42,83.7,86.2,76.0
174594754,-1.78,56.34,22.2,9.77,89.1,91.8,76.0
177587767,-1.71,53.39,23.4,10.21,94.9,97.7,76.2
180580780,-1.63,50.51,24.8,10.66,101.1,104.1,76.2
183573793,-1.57,47.84,26.3,11.13,107.4,110.6,76.3
186566806,-1.50,45.16,28.0,11.62,114.4,117.8,76.3
189559819,-1.43,42.67,29.8,12.15,121.7,125.3,76.3
192552832,-1.38,40.11,32.1,12.64,130.0,133.9,76.1
195545845,-1.34,37.48,35.4,13.03,139.4,143.8,75.8
198538858,-1.31,35.23,39.0,13.24,148.2,153.3,75.2
201531871,-1.30,32.96,43.6,13.39,158.0,163.9,74.6
204524884,-1.31,30.48,50.6,13.30,169.6,177.0,73.4
207517897,-1.32,28.14,58.7,13.21,181.8,191.0,72.1
210510910,-1.35,25.79,69.9,12.90,194.8,206.9,70.3
213503923,-1.38,23.30,84.7,12.62,210.0,226.4,68.0
216496936,-1.42,20.77,105.0,12.22,225.9,249.1,65.1
219489949,-1.47,18.17,132.7,11.81,242.4,276.4,61.3
222482962,-1.54,15.53,170.7,11.29,255.9,307.6,56.3
225475975,-1.60,12.69,223.5,10.92,265.7,347.2,49.9
228468988,-1.66,9.85,290.7,10.47,258.0,388.7,41.6
231462001,-1.73,6.86,370.2,10.06,220.1,430.7,30.7
234455014,-1.78,3.85,441.5,9.77,143.2,464.2,18.0
237448027,-1.82,0.67,477.0,9.57,26.3,477.7,3.2
240441040,-1.86,-2.53,450.8,9.40,-92.5,460.2,-11.6
243434053,-1.88,-5.67,383.8,9.27,-173.5,421.2,-24.3
246427066,-1.89,-9.06,302.8,9.24,-217.7,372.9,-35.7
249420079,-1.89,-12.29,234.9,9.25,-228.5,327.7,-44.2
252413092,-1.88,-15.60,180.8,9.28,-222.9,287.0,-51.0
255406105,-1.83,-18.88,139.6,9.51,-212.4,254.1,-56.7
258399118,-1.80,-22.15,109.4,9.68,-197.7,226.0,-61.0
261392131,-1.75,-25.38,86.7,9.97,-183.5,202.9,-64.7
264385144,-1.66,-28.56,68.6,10.52,-170.9,184.1,-68.1
267378157,-1.60,-31.66,55.8,10.89,-158.2,167.8,-70.6
270371170,-1.53,-34.66,45.8,11.40,-147.4,154.3,-72.7
273364183,-1.45,-37.46,38.1,11.99,-138.1,143.2,-74.6
276357196,-1.39,-40.45,31.9,12.51,-128.8,132.7,-76.1
279350209,-1.33,-43.25,27.0,13.14,-120.9,123.9,-77.4
282343222,-1.26,-45.87,23.1,13.84,-114.2,116.5,-78.6
285336235,-1.19,-48.50,19.9,14.58,-108.0,109.8,-79.6
288329248,-1.14,-51.13,17.3,15.20,-102.1,103.6,-80.4
291322261,-1.12,-53.68,15.6,15.52,-96.8,98.1,-80.9
294315274,-1.11,-56.17,14.2,15.68,-92.0,93.1,-81.2
297308287,-1.10,-58.66,13.0,15.82,-87.5,88.5,-81.5
300301300,-1.10,-61.17,12.1,15.82,-83.3,84.2,-81.8
