Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
1000000,-0.88,-14.52,137.3,19.68,-337.7,364.6,-67.9
4373452,-1.38,-26.56,67.4,12.63,-189.2,200.8,-70.4
7746904,-1.84,-40.35,41.0,9.46,-124.3,130.9,-71.7
11120356,-2.04,-55.07,26.1,8.55,-90.1,93.8,-73.9
14493808,-1.98,-70.23,16.8,8.79,-68.4,70.4,-76.2
17867260,-1.80,-82.67,11.7,9.66,-55.5,56.7,-78.1
21240712,-1.56,-94.30,8.3,11.17,-45.7,46.4,-79.7
24614164,-1.30,-104.30,6.0,13.38,-38.5,39.0,-81.2
27987616,-1.09,-112.91,4.5,15.98,-33.0,33.3,-82.2
31361068,-0.94,-120.62,3.6,18.50,-28.4,28.6,-82.8
34734520,-0.84,-127.39,3.0,20.76,-24.6,24.8,-83.1
38107972,-0.80,-133.76,2.7,21.62,-21.3,21.5,-82.7
41481424,-0.81,-139.58,2.7,21.41,-18.4,18.6,-81.8
44854876,-0.86,-145.15,2.7,20.29,-15.7,15.9,-80.2
48228328,-0.92,-150.49,2.8,18.98,-13.1,13.4,-77.9
51601780,-0.99,-155.78,3.0,17.49,-10.7,11.1,-74.4
54975232,-1.07,-161.07,3.2,16.19,-8.3,8.9,-69.1
58348684,-1.14,-166.30,3.3,15.25,-6.0,6.8,-60.9
61722136,-1.21,-171.48,3.5,14.44,-3.7,5.1,-46.8
65095588,-1.25,-176.66,3.6,13.94,-1.4,3.9,-22.0
68469040,-1.26,178.24,3.6,13.79,0.8,3.7,11.9
71842492,-1.25,173.31,3.6,13.87,2.9,4.6,38.8
75215944,-1.22,168.52,3.5,14.24,5.0,6.1,54.7
78589396,-1.18,163.91,3.5,14.73,7.0,7.8,63.8
81962848,-1.11,159.52,3.3,15.66,9.0,9.6,69.9
85336300,-1.04,155.35,3.1,16.67,10.9,11.3,73.9
88709752,-0.97,151.40,3.0,17.93,12.7,13.0,76.8
92083204,-0.90,147.67,2.8,19.32,14.4,14.7,79.0
95456656,-0.86,144.05,2.7,20.32,16.2,16.4,80.5
98830108,-0.82,140.66,2.7,21.19,17.8,18.0,81.5
102203560,-0.80,137.45,2.7,21.69,19.4,19.6,82.2
105577012,-0.79,134.18,2.7,21.94,21.1,21.2,82.7
108950464,-0.82,130.83,2.9,21.14,22.8,23.0,82.9
112323916,-0.87,127.59,3.1,20.00,24.5,24.7,82.8
115697368,-0.95,124.34,3.5,18.32,26.3,26.5,82.4
119070820,-1.04,121.00,3.9,16.74,28.2,28.4,82.0
122444272,-1.15,117.50,4.5,15.07,30.2,30.5,81.5
125817724,-1.28,113.92,5.2,13.58,32.3,32.7,80.8
129191176,-1.40,110.20,5.9,12.46,34.5,35.1,80.2
132564628,-1.52,106.31,6.8,11.43,37.0,37.6,79.6
135938080,-1.64,102.26,7.7,10.64,39.7,40.5,79.0
139311532,-1.75,98.10,8.7,9.96,42.6,43.5,78.4
142684984,-1.82,93.71,9.7,9.58,45.9,46.9,78.1
146058436,-1.86,89.41,10.7,9.36,49.4,50.5,77.8
149431888,-1.88,85.09,11.7,9.26,53.1,54.4,77.6
152805340,-1.87,80.73,12.6,9.32,57.2,58.6,77.6
156178792,-1.84,76.50,13.5,9.48,61.6,63.1,77.6
159552244,-1.79,72.46,14.4,9.76,66.2,67.8,77.7
162925696,-1.72,68.53,15.2,10.14,71.2,72.8,77.9
166299148,-1.62,64.85,15.8,10.78,76.4,78.0,78.3
169672600,-1.54,61.25,16.6,11.35,82.0,83.6,78.5
173046052,-1.44,57.86,17.3,12.06,87.9,89.6,78.8
176419504,-1.36,54.64,18.1,12.84,94.1,95.8,79.1
179792956,-1.28,51.63,19.0,13.58,100.5,102.3,79.3
183166408,-1.21,48.79,19.9,14.37,107.2,109.0,79.5
186539860,-1.16,45.87,21.3,15.05,114.8,116.8,79.5
189913312,-1.12,43.11,23.3,15.50,122.8,125.0,79.3
193286764,-1.11,40.37,25.9,15.71,131.5,134.1,78.8
196660216,-1.11,37.45,30.0,15.61,141.8,145.0,78.1
200033668,-1.13,34.82,34.7,15.43,152.3,156.2,77.2
203407120,-1.17,31.98,42.0,14.87,164.6,169.9,75.7
206780572,-1.22,29.09,51.8,14.28,178.7,186.1,73.9
210154024,-1.29,26.21,65.3,13.52,194.0,204.7,71.4
213527476,-1.35,23.01,85.3,12.86,213.1,229.5,68.2
216900928,-1.45,19.87,114.0,12.03,231.4,258.0,63.8
220274380,-1.52,16.43,156.5,11.45,251.5,296.3,58.1
223647832,-1.61,12.90,219.4,10.85,263.5,342.9,50.2
227021284,-1.68,9.28,305.6,10.39,253.7,397.2,39.7
230394736,-1.73,5.61,405.7,10.07,197.7,451.3,26.0
233768188,-1.78,1.79,478.7,9.79,72.4,484.1,8.6
237141640,-1.79,-2.09,473.4,9.77,-83.5,480.7,-10.0
240515092,-1.78,-6.01,388.3,9.79,-197.0,435.4,-26.9
243888544,-1.75,-9.83,289.3,9.93,-242.8,377.7,-40.0
247261996,-1.71,-13.69,207.1,10.17,-246.8,322.2,-50.0
250635448,-1.65,-17.34,150.2,10.58,-234.7,278.7,-57.4
254008900,-1.57,-21.08,109.2,11.08,-215.8,241.8,-63.2
257382352,-1.49,-24.57,81.7,11.73,-197.6,213.8,-67.5
260755804,-1.38,-27.98,61.6,12.62,-181.1,191.3,-71.2
264129256,-1.29,-31.27,47.5,13.54,-166.1,172.8,-74.0
267502708,-1.19,-34.43,37.4,14.56,-153.1,157.6,-76.3
270876160,-1.12,-37.46,30.1,15.57,-141.8,144.9,-78.0
274249612,-1.04,-40.33,24.6,16.70,-132.2,134.4,-79.5
277623064,-0.99,-43.19,20.7,17.51,-123.3,125.1,-80.5
280996516,-0.94,-45.88,17.5,18.51,-115.9,117.2,-81.4
284369968,-0.91,-48.56,15.2,19.21,-109.1,110.2,-82.1
287743420,-0.90,-51.23,13.6,19.38,-102.8,103.7,-82.4
291116872,-0.91,-53.88,12.6,19.12,-97.1,97.9,-82.6
294490324,-0.96,-56.43,12.3,18.03,-91.9,92.7,-82.4
297863776,-1.01,-59.02,11.9,17.14,-87.1,87.9,-82.2
301237228,-1.09,-61.71,11.8,15.90,-82.4,83.3,-81.8
304610680,-1.19,-64.38,11.9,14.68,-78.2,79.0,-81.4
307984132,-1.28,-67.23,11.9,13.56,-73.9,74.8,-80.9
311357584,-1.41,-70.02,12.2,12.32,-70.0,71.0,-80.1
314731036,-1.55,-73.08,12.3,11.26,-66.0,67.1,-79.4
318104488,-1.67,-76.27,12.4,10.41,-62.2,63.4,-78.7
321477940,-1.82,-79.44,12.6,9.57,-58.6,59.9,-77.9
324851392,-1.97,-82.85,12.7,8.87,-55.0,56.5,-77.0
328224844,-2.09,-86.53,12.6,8.34,-51.5,53.0,-76.3
331598296,-2.22,-90.06,12.5,7.88,-48.4,50.0,-75.5
334971748,-2.32,-93.80,12.3,7.54,-45.3,46.9,-74.9
338345200,-2.40,-97.57,12.0,7.28,-42.4,44.0,-74.2
341718652,-2.47,-101.34,11.7,7.08,-39.6,41.3,-73.6
345092104,-2.51,-105.14,11.3,6.96,-37.0,38.7,-73.1
348465556,-2.54,-108.96,10.8,6.89,-34.6,36.2,-72.6
351839008,-2.53,-112.72,10.3,6.92,-32.3,33.9,-72.3
355212460,-2.51,-116.21,9.9,6.97,-30.2,31.8,-71.9
358585912,-2.48,-119.62,9.4,7.05,-28.3,29.8,-71.6
361959364,-2.43,-122.82,9.0,7.20,-26.6,28.0,-71.4
365332816,-2.37,-126.00,8.5,7.36,-24.9,26.3,-71.1
368706268,-2.34,-128.92,8.2,7.46,-23.4,24.8,-70.7
372079720,-2.30,-131.75,7.9,7.59,-21.9,23.3,-70.2
375453172,-2.25,-134.35,7.6,7.77,-20.6,22.0,-69.9
378826624,-2.23,-136.92,7.4,7.83,-19.4,20.7,-69.2
382200076,-2.21,-139.34,7.2,7.92,-18.2,19.6,-68.5
385573528,-2.20,-141.72,7.0,7.95,-17.0,18.4,-67.6
388946980,-2.20,-143.94,6.9,7.95,-16.0,17.4,-66.5
392320432,-2.21,-146.21,6.9,7.92,-14.9,16.4,-65.2
395693884,-2.22,-148.39,6.9,7.87,-13.9,15.5,-63.8
399067336,-2.25,-150.60,6.9,7.77,-12.9,14.6,-61.9
402440788,-2.27,-152.81,6.9,7.70,-11.9,13.7,-60.0
405814240,-2.30,-154.98,6.9,7.59,-10.9,12.9,-57.6
409187692,-2.34,-157.22,7.0,7.47,-9.9,12.1,-54.9
412561144,-2.37,-159.42,7.0,7.37,-8.9,11.3,-51.8
415934596,-2.41,-161.72,7.1,7.26,-7.9,10.6,-48.2
419308048,-2.44,-164.13,7.1,7.18,-6.8,9.9,-43.9
422681500,-2.46,-166.59,7.1,7.10,-5.8,9.2,-38.9
426054952,-2.48,-169.04,7.2,7.04,-4.7,8.6,-33.3
429428404,-2.50,-171.64,7.2,6.99,-3.6,8.0,-26.5
432801856,-2.50,-174.25,7.2,6.99,-2.5,7.6,-18.9
436175308,-2.50,-176.98,7.2,6.99,-1.3,7.3,-10.2
439548760,-2.48,-179.72,7.1,7.05,-0.1,7.1,-1.0
