Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
1000000,-1.60,-9.53,300.5,10.91,-269.2,403.5,-41.9
3993013,-1.65,-23.11,97.0,10.58,-199.7,222.0,-64.1
6986026,-1.89,-35.10,53.5,9.20,-139.8,149.6,-69.1
9979039,-2.11,-47.71,34.4,8.27,-103.7,109.2,-71.6
12972052,-2.22,-60.25,24.0,7.88,-80.9,84.4,-73.4
15965065,-2.22,-72.67,17.6,7.85,-64.9,67.3,-74.8
18958078,-2.11,-84.05,13.2,8.28,-53.7,55.3,-76.2
21951091,-1.92,-94.41,10.1,9.11,-45.3,46.4,-77.4
24944104,-1.69,-103.69,7.8,10.28,-38.7,39.5,-78.6
27937117,-1.47,-111.80,6.2,11.81,-33.5,34.1,-79.6
30930130,-1.29,-119.09,5.0,13.53,-29.2,29.6,-80.3
33923143,-1.12,-125.47,4.1,15.51,-25.6,26.0,-81.0
36916156,-1.00,-131.40,3.5,17.41,-22.5,22.7,-81.3
39909169,-0.94,-136.83,3.1,18.56,-19.7,20.0,-81.0
42902182,-0.89,-141.83,2.9,19.56,-17.3,17.5,-80.6
45895195,-0.88,-146.64,2.8,19.70,-14.9,15.2,-79.5
48888208,-0.89,-151.18,2.7,19.48,-12.8,13.1,-77.9
51881221,-0.91,-155.68,2.8,19.01,-10.7,11.1,-75.6
54874234,-0.97,-160.24,2.9,17.96,-8.7,9.1,-71.7
57867247,-1.03,-164.66,3.0,16.93,-6.7,7.4,-65.9
60860260,-1.09,-169.13,3.2,16.02,-4.7,5.7,-56.4
63853273,-1.15,-173.67,3.3,15.16,-2.8,4.3,-39.8
66846286,-1.19,-178.16,3.4,14.57,-0.8,3.5,-13.1
69839299,-1.23,177.34,3.5,14.19,1.2,3.7,18.1
72832312,-1.26,172.88,3.6,13.86,3.1,4.8,40.5
75825325,-1.24,168.50,3.6,14.01,5.0,6.2,54.2
78818338,-1.22,164.20,3.6,14.22,6.9,7.8,62.6
81811351,-1.19,160.03,3.5,14.68,8.8,9.4,68.2
84804364,-1.13,155.97,3.4,15.35,10.6,11.1,72.2
87797377,-1.07,152.16,3.3,16.32,12.3,12.8,75.2
90790390,-1.01,148.47,3.1,17.20,14.1,14.4,77.4
93783403,-0.95,144.97,3.0,18.39,15.7,16.0,79.2
96776416,-0.89,141.54,2.9,19.58,17.4,17.6,80.6
99769429,-0.84,138.38,2.8,20.66,19.0,19.2,81.7
102762442,-0.80,135.34,2.7,21.63,20.5,20.7,82.5
105755455,-0.78,132.36,2.7,22.42,22.0,22.2,83.1
108748468,-0.77,129.38,2.7,22.44,23.6,23.7,83.4
111741481,-0.78,126.40,2.8,22.23,25.2,25.3,83.6
114734494,-0.82,123.60,3.0,21.11,26.7,26.9,83.5
117727507,-0.88,120.76,3.3,19.83,28.3,28.5,83.3
120720520,-0.94,117.85,3.7,18.45,30.0,30.2,83.0
123713533,-1.04,114.91,4.2,16.78,31.8,32.0,82.5
126706546,-1.13,111.89,4.7,15.39,33.6,33.9,82.0
129699559,-1.23,108.85,5.3,14.10,35.5,35.9,81.4
132692572,-1.35,105.61,6.1,12.92,37.6,38.1,80.8
135685585,-1.46,102.41,6.9,11.93,39.7,40.3,80.2
138678598,-1.58,99.03,7.8,11.00,42.1,42.8,79.5
141671611,-1.68,95.49,8.7,10.37,44.7,45.5,78.9
144664624,-1.77,91.87,9.7,9.85,47.4,48.4,78.4
147657637,-1.85,88.32,10.8,9.42,50.3,51.5,77.9
150650650,-1.91,84.70,11.9,9.14,53.4,54.7,77.5
153643663,-1.94,80.97,13.0,8.99,56.9,58.3,77.1
156636676,-1.96,77.28,14.2,8.88,60.6,62.2,76.8
159629689,-1.96,73.75,15.3,8.88,64.4,66.2,76.6
162622702,-1.95,70.19,16.5,8.95,68.5,70.5,76.5
165615715,-1.90,66.89,17.5,9.18,72.8,74.9,76.5
168608728,-1.87,63.55,18.8,9.33,77.5,79.7,76.4
171601741,-1.81,60.35,19.9,9.64,82.5,84.8,76.4
174594754,-1.74,57.33,21.0,10.00,87.6,90.1,76.5
177587767,-1.67,54.37,22.2,10.41,93.2,95.8,76.6
180580780,-1.61,51.57,23.6,10.81,99.0,101.8,76.6
183573793,-1.56,48.89,25.1,11.19,105.0,108.0,76.6
186566806,-1.49,46.30,26.6,11.71,111.6,114.7,76.6
189559819,-1.43,43.74,28.5,12.14,118.7,122.1,76.5
192552832,-1.38,41.17,30.7,12.61,126.6,130.3,76.4
195545845,-1.36,38.59,34.1,12.81,135.2,139.5,75.9
198538858,-1.34,36.29,37.7,12.97,143.7,148.6,75.3
201531871,-1.34,34.01,42.4,12.96,152.8,158.6,74.5
204524884,-1.35,31.43,49.1,12.90,164.2,171.3,73.4
207517897,-1.37,29.01,57.5,12.69,175.8,184.9,71.9
210510910,-1.39,26.55,67.8,12.55,189.0,200.8,70.3
213503923,-1.43,23.99,82.8,12.16,203.2,219.5,67.8
216496936,-1.48,21.37,102.8,11.76,218.6,241.6,64.8
219489949,-1.53,18.76,128.9,11.38,234.0,267.2,61.2
222482962,-1.59,15.96,166.3,10.96,248.5,299.0,56.2
225475975,-1.66,13.04,217.9,10.50,255.9,336.1,49.6
228468988,-1.71,10.13,282.8,10.18,250.6,377.8,41.5
231462001,-1.77,7.03,362.0,9.85,215.9,421.5,30.8
234455014,-1.81,3.89,435.3,9.63,140.7,457.5,17.9
237448027,-1.85,0.71,469.8,9.43,27.0,470.6,3.3
240441040,-1.87,-2.48,448.6,9.33,-89.4,457.4,-11.3
243434053,-1.88,-5.72,382.3,9.26,-174.3,420.1,-24.5
