Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
1000000,-1.60,-9.57,299.4,10.91,-269.5,402.8,-42.0
3993013,-1.65,-23.10,97.3,10.54,-199.5,222.0,-64.0
6986026,-1.89,-35.04,53.6,9.21,-140.0,149.9,-69.1
9979039,-2.12,-47.70,34.5,8.25,-103.6,109.2,-71.6
12972052,-2.22,-60.17,24.1,7.86,-81.0,84.5,-73.4
15965065,-2.23,-72.57,17.7,7.83,-65.0,67.4,-74.8
18958078,-2.12,-83.97,13.3,8.25,-53.8,55.4,-76.1
21951091,-1.93,-94.36,10.2,9.03,-45.3,46.4,-77.3
24944104,-1.71,-103.61,7.9,10.21,-38.7,39.5,-78.5
27937117,-1.48,-111.75,6.2,11.73,-33.5,34.1,-79.5
30930130,-1.29,-119.01,5.0,13.44,-29.2,29.7,-80.3
33923143,-1.13,-125.51,4.1,15.43,-25.6,25.9,-80.9
36916156,-1.02,-131.34,3.5,17.12,-22.5,22.8,-81.1
39909169,-0.94,-136.79,3.1,18.42,-19.7,20.0,-81.0
42902182,-0.90,-141.76,2.9,19.40,-17.3,17.5,-80.5
45895195,-0.89,-146.58,2.8,19.64,-15.0,15.2,-79.5
48888208,-0.89,-151.22,2.7,19.43,-12.8,13.1,-77.9
51881221,-0.92,-155.63,2.8,18.90,-10.8,11.1,-75.6
54874234,-0.97,-160.22,2.9,17.85,-8.7,9.2,-71.6
57867247,-1.02,-164.58,3.0,16.97,-6.7,7.4,-66.0
60860260,-1.09,-169.10,3.2,15.97,-4.8,5.7,-56.4
63853273,-1.15,-173.56,3.3,15.17,-2.8,4.3,-40.3
66846286,-1.20,-178.09,3.4,14.51,-0.8,3.5,-13.5
69839299,-1.23,177.40,3.5,14.09,1.1,3.7,17.7
72832312,-1.26,172.96,3.6,13.84,3.1,4.7,40.1
75825325,-1.24,168.58,3.6,14.03,5.0,6.1,54.1
78818338,-1.23,164.31,3.6,14.14,6.9,7.7,62.3
81811351,-1.19,160.09,3.5,14.66,8.7,9.4,68.1
84804364,-1.13,156.06,3.4,15.35,10.6,11.1,72.1
87797377,-1.08,152.25,3.3,16.17,12.3,12.7,75.1
90790390,-1.01,148.50,3.1,17.17,14.0,14.4,77.4
93783403,-0.94,145.01,3.0,18.42,15.7,16.0,79.2
96776416,-0.89,141.61,2.9,19.45,17.4,17.6,80.6
99769429,-0.85,138.42,2.8,20.42,18.9,19.1,81.6
102762442,-0.81,135.38,2.7,21.39,20.5,20.6,82.4
105755455,-0.78,132.39,2.7,22.23,22.0,22.2,83.0
108748468,-0.77,129.38,2.7,22.45,23.6,23.7,83.4
111741481,-0.79,126.45,2.8,22.07,25.2,25.3,83.6
114734494,-0.82,123.62,3.0,21.10,26.7,26.9,83.5
117727507,-0.88,120.80,3.3,19.81,28.3,28.5,83.3
120720520,-0.94,117.89,3.7,18.54,30.0,30.2,83.0
123713533,-1.04,114.93,4.2,16.75,31.7,32.0,82.5
126706546,-1.13,111.92,4.7,15.41,33.6,33.9,82.0
129699559,-1.23,108.90,5.3,14.10,35.5,35.9,81.4
132692572,-1.35,105.72,6.1,12.88,37.5,38.0,80.8
135685585,-1.46,102.49,6.9,11.89,39.7,40.3,80.2
138678598,-1.58,99.10,7.8,11.01,42.0,42.7,79.5
141671611,-1.69,95.57,8.7,10.34,44.6,45.4,78.9
144664624,-1.77,91.98,9.7,9.82,47.3,48.3,78.4
147657637,-1.85,88.44,10.8,9.42,50.2,51.4,77.9
150650650,-1.91,84.78,11.9,9.14,53.4,54.7,77.5
153643663,-1.95,81.05,13.0,8.97,56.8,58.3,77.1
156636676,-1.97,77.37,14.2,8.86,60.4,62.1,76.8
159629689,-1.97,73.85,15.3,8.85,64.2,66.0,76.6
162622702,-1.96,70.29,16.5,8.90,68.4,70.4,76.4
165615715,-1.91,66.96,17.5,9.13,72.7,74.8,76.5
168608728,-1.87,63.59,18.8,9.30,77.4,79.7,76.3
171601741,-1.82,60.39,20.0,9.58,82.3,84.7,76.4
