Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
1000000,-1.48,-11.86,238.6,11.75,-285.9,372.4,-50.1
3993013,-1.63,-25.51,82.1,10.67,-186.9,204.1,-66.3
6986026,-1.85,-36.91,48.1,9.41,-134.5,142.8,-70.3
9979039,-2.07,-48.92,32.4,8.44,-101.5,106.5,-72.3
12972052,-2.19,-61.04,23.3,7.96,-79.8,83.2,-73.7
15965065,-2.24,-73.20,17.5,7.79,-64.3,66.6,-74.8
18958078,-2.19,-84.61,13.6,7.97,-53.1,54.8,-75.6
21951091,-2.02,-95.13,10.5,8.62,-44.6,45.8,-76.7
24944104,-1.83,-104.61,8.3,9.53,-38.0,38.9,-77.6
27937117,-1.60,-112.90,6.6,10.86,-32.8,33.4,-78.6
30930130,-1.40,-120.44,5.3,12.42,-28.4,28.9,-79.3
33923143,-1.22,-126.99,4.4,14.24,-24.8,25.2,-80.0
36916156,-1.08,-133.01,3.7,16.14,-21.6,21.9,-80.3
39909169,-0.98,-138.52,3.2,17.81,-18.9,19.1,-80.3
42902182,-0.89,-143.52,2.8,19.49,-16.4,16.7,-80.2
45895195,-0.85,-148.32,2.7,20.38,-14.2,14.4,-79.4
48888208,-0.83,-152.85,2.5,20.85,-12.0,12.3,-78.1
51881221,-0.84,-157.25,2.5,20.75,-10.0,10.3,-76.0
54874234,-0.88,-161.71,2.6,19.78,-8.0,8.4,-72.1
57867247,-0.92,-165.97,2.7,18.92,-6.1,6.7,-66.4
60860260,-0.97,-170.38,2.8,17.88,-4.2,5.1,-56.1
63853273,-1.03,-174.75,3.0,16.88,-2.3,3.7,-37.6
66846286,-1.08,-179.11,3.1,16.05,-0.4,3.1,-7.1
69839299,-1.13,176.42,3.2,15.43,1.6,3.6,25.7
72832312,-1.16,172.05,3.3,15.02,3.5,4.8,46.0
75825325,-1.17,167.67,3.4,14.87,5.4,6.4,57.7
78818338,-1.18,163.32,3.5,14.70,7.3,8.1,64.5
81811351,-1.16,159.03,3.4,15.03,9.2,9.8,69.5
84804364,-1.12,154.99,3.4,15.58,11.0,11.5,73.0
87797377,-1.07,151.00,3.3,16.28,12.9,13.3,75.7
90790390,-1.01,147.15,3.2,17.14,14.7,15.0,77.8
93783403,-0.95,143.49,3.0,18.23,16.4,16.7,79.5
96776416,-0.89,139.91,2.9,19.56,18.2,18.4,81.0
99769429,-0.84,136.61,2.8,20.66,19.8,20.0,82.0
102762442,-0.80,133.51,2.7,21.84,21.4,21.6,82.8
105755455,-0.75,130.37,2.6,23.04,23.1,23.2,83.5
108748468,-0.73,127.32,2.6,23.79,24.7,24.8,84.0
111741481,-0.73,124.39,2.7,23.83,26.3,26.4,84.2
114734494,-0.75,121.55,2.8,23.12,27.9,28.1,84.2
117727507,-0.78,118.72,3.0,22.21,29.5,29.7,84.1
120720520,-0.83,115.85,3.3,20.83,31.2,31.4,83.9
123713533,-0.91,113.00,3.8,19.04,33.0,33.2,83.5
