Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
1000000,-1.57,-9.55,300.6,11.07,-273.7,406.5,-42.3
3993013,-1.57,-22.43,98.5,11.12,-207.4,229.7,-64.6
6986026,-1.82,-34.42,53.6,9.57,-143.3,153.0,-69.5
9979039,-2.07,-47.14,34.5,8.43,-105.2,110.7,-71.8
12972052,-2.19,-59.72,24.2,7.96,-81.8,85.3,-73.5
15965065,-2.21,-72.29,17.7,7.91,-65.4,67.7,-74.9
18958078,-2.09,-83.72,13.2,8.34,-54.0,55.6,-76.2
21951091,-1.90,-94.21,10.1,9.16,-45.4,46.5,-77.5
24944104,-1.67,-103.45,7.7,10.42,-38.9,39.6,-78.7
27937117,-1.46,-111.61,6.1,11.95,-33.6,34.2,-79.7
30930130,-1.26,-118.89,4.9,13.78,-29.3,29.7,-80.5
33923143,-1.10,-125.34,4.0,15.81,-25.7,26.0,-81.2
36916156,-0.99,-131.35,3.4,17.61,-22.5,22.8,-81.4
39909169,-0.92,-136.76,3.1,18.88,-19.8,20.0,-81.2
42902182,-0.88,-141.65,2.8,19.82,-17.3,17.6,-80.7
45895195,-0.87,-146.50,2.7,20.06,-15.0,15.3,-79.7
48888208,-0.88,-151.04,2.7,19.74,-12.9,13.2,-78.2
51881221,-0.90,-155.52,2.7,19.32,-10.8,11.2,-75.9
54874234,-0.95,-160.08,2.8,18.34,-8.8,9.2,-72.2
57867247,-1.02,-164.44,3.0,17.12,-6.8,7.4,-66.4
60860260,-1.07,-168.89,3.1,16.21,-4.8,5.8,-57.3
63853273,-1.13,-173.36,3.3,15.34,-2.9,4.4,-41.4
66846286,-1.18,-177.82,3.4,14.69,-0.9,3.5,-15.5
69839299,-1.22,177.77,3.5,14.30,1.0,3.6,15.5
72832312,-1.24,173.32,3.6,14.04,2.9,4.6,39.1
75825325,-1.24,168.96,3.6,13.99,4.8,6.0,53.1
78818338,-1.22,164.66,3.6,14.21,6.7,7.6,61.9
81811351,-1.20,160.53,3.5,14.54,8.5,9.2,67.5
84804364,-1.14,156.51,3.4,15.23,10.3,10.9,71.7
87797377,-1.10,152.64,3.3,15.84,12.1,12.6,74.6
90790390,-1.03,148.96,3.2,16.86,13.8,14.2,77.0
