Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
500000000,-1.31,137.75,4.3,13.29,19.2,19.7,77.3
500998003,-1.31,137.21,4.3,13.30,19.5,19.9,77.4
501996006,-1.31,136.56,4.4,13.24,19.8,20.3,77.5
502994009,-1.31,135.98,4.4,13.30,20.1,20.6,77.7
503992012,-1.32,135.37,4.4,13.15,20.4,20.9,77.7
504990015,-1.33,134.82,4.5,13.06,20.7,21.1,77.7
505988018,-1.35,134.22,4.6,12.93,21.0,21.5,77.7
506986021,-1.36,133.63,4.6,12.79,21.3,21.8,77.7
507984024,-1.38,133.02,4.7,12.64,21.6,22.1,77.7
508982027,-1.38,132.47,4.7,12.63,21.9,22.4,77.8
509980030,-1.40,131.85,4.8,12.46,22.2,22.7,77.8
510978033,-1.41,131.19,4.9,12.32,22.5,23.0,77.7
511976036,-1.43,130.53,5.0,12.17,22.8,23.4,77.7
512974039,-1.45,129.94,5.1,12.02,23.1,23.7,77.7
513972042,-1.46,129.34,5.1,11.90,23.5,24.0,77.7
514970045,-1.49,128.61,5.3,11.71,23.8,24.4,77.6
515968048,-1.52,127.98,5.4,11.49,24.2,24.8,77.5
516966051,-1.54,127.33,5.5,11.29,24.5,25.1,77.3
517964054,-1.57,126.60,5.6,11.12,24.9,25.5,77.3
518962057,-1.59,125.95,5.8,10.93,25.2,25.9,77.2
519960060,-1.61,125.15,5.9,10.81,25.7,26.3,77.1
520958063,-1.64,124.44,6.0,10.61,26.0,26.7,77.0
521956066,-1.67,123.74,6.1,10.46,26.4,27.1,76.9
522954069,-1.70,123.02,6.3,10.24,26.8,27.5,76.8
523952072,-1.74,122.26,6.5,10.04,27.2,28.0,76.6
524950075,-1.76,121.46,6.6,9.91,27.6,28.4,76.6
525948078,-1.79,120.71,6.8,9.76,28.1,28.9,76.5
526946081,-1.82,119.91,6.9,9.60,28.5,29.3,76.3
527944084,-1.84,119.06,7.1,9.49,29.0,29.8,76.3
528942087,-1.88,118.32,7.3,9.26,29.4,30.3,76.1
529940090,-1.92,117.49,7.5,9.09,29.8,30.8,75.9
530938093,-1.95,116.69,7.7,8.95,30.3,31.3,75.8
531936096,-1.98,115.80,7.9,8.82,30.8,31.8,75.7
532934099,-2.00,114.93,8.0,8.72,31.3,32.3,75.6
533932102,-2.03,114.06,8.2,8.59,31.8,32.9,75.5
534930105,-2.05,113.16,8.4,8.51,32.3,33.4,75.5
535928108,-2.08,112.24,8.6,8.38,32.9,34.0,75.3
536926111,-2.11,111.33,8.8,8.28,33.4,34.6,75.3
537924114,-2.14,110.49,9.0,8.18,33.9,35.1,75.2
538922117,-2.17,109.53,9.2,8.05,34.5,35.7,75.0
539920120,-2.18,108.64,9.4,8.02,35.1,36.3,75.0
540918123,-2.20,107.60,9.6,7.95,35.7,37.0,75.0
541916126,-2.21,106.65,9.8,7.89,36.3,37.6,74.9
542914129,-2.23,105.69,10.0,7.82,36.9,38.2,74.9
543912132,-2.24,104.75,10.1,7.79,37.5,38.9,74.9
544910135,-2.26,103.77,10.4,7.72,38.2,39.6,74.8
545908138,-2.27,102.71,10.5,7.71,38.9,40.3,74.9
546906141,-2.30,101.77,10.8,7.60,39.5,41.0,74.7
547904144,-2.30,100.78,11.0,7.59,40.2,41.6,74.7
548902147,-2.31,99.84,11.1,7.58,40.8,42.3,74.7
549900150,-2.32,98.82,11.4,7.52,41.5,43.1,74.7
550898153,-2.33,97.75,11.6,7.49,42.3,43.9,74.7
551896156,-2.34,96.75,11.8,7.47,43.0,44.6,74.6
552894159,-2.34,95.66,12.0,7.46,43.8,45.5,74.7
553892162,-2.34,94.61,12.2,7.48,44.6,46.3,74.7
554890165,-2.34,93.63,12.4,7.47,45.4,47.0,74.7
555888168,-2.33,92.65,12.5,7.51,46.1,47.8,74.8
556886171,-2.31,91.60,12.6,7.58,47.0,48.7,75.0
557884174,-2.31,90.62,12.8,7.57,47.8,49.5,75.0
558882177,-2.30,89.70,13.0,7.59,48.5,50.3,75.0
559880180,-2.29,88.58,13.2,7.64,49.5,51.2,75.1
560878183,-2.27,87.63,13.3,7.70,50.3,52.0,75.2
561876186,-2.26,86.61,13.5,7.73,51.2,52.9,75.2
562874189,-2.24,85.59,13.6,7.81,52.1,53.9,75.4
563872192,-2.23,84.60,13.8,7.84,53.0,54.8,75.4
564870195,-2.22,83.54,14.0,7.88,54.0,55.8,75.4
565868198,-2.19,82.52,14.1,7.97,55.0,56.8,75.6
566866201,-2.16,81.63,14.2,8.09,55.9,57.6,75.8
567864204,-2.12,80.74,14.2,8.22,56.8,58.5,76.0
568862207,-2.11,79.78,14.4,8.29,57.7,59.5,76.0
569860210,-2.08,78.75,14.5,8.39,58.8,60.6,76.1
570858213,-2.06,77.79,14.7,8.46,59.8,61.6,76.2
571856216,-2.04,76.82,14.8,8.54,60.9,62.7,76.3
572854219,-2.01,75.95,14.9,8.70,61.9,63.6,76.5
573852222,-1.99,75.05,15.0,8.77,62.9,64.6,76.6
574850225,-1.96,74.08,15.1,8.91,64.0,65.8,76.7
575848228,-1.92,73.20,15.2,9.07,65.1,66.8,76.9
576846231,-1.88,72.30,15.2,9.28,66.2,67.9,77.1
577844234,-1.85,71.38,15.2,9.44,67.4,69.1,77.3
578842237,-1.82,70.41,15.4,9.59,68.6,70.3,77.4
579840240,-1.79,69.51,15.4,9.77,69.8,71.5,77.5
580838243,-1.74,68.69,15.4,9.99,70.9,72.6,77.8
581836246,-1.72,67.84,15.6,10.10,72.1,73.7,77.8
582834249,-1.69,67.08,15.5,10.31,73.2,74.8,78.0
583832252,-1.66,66.31,15.6,10.52,74.3,75.9,78.2
584830255,-1.62,65.39,15.6,10.75,75.6,77.2,78.3
585828258,-1.59,64.55,15.7,10.96,76.9,78.5,78.5
586826261,-1.55,63.65,15.7,11.23,78.3,79.9,78.7
587824264,-1.51,62.91,15.6,11.53,79.5,81.0,78.9
588822267,-1.49,62.20,15.7,11.71,80.7,82.2,79.0
589820270,-1.45,61.34,15.7,12.03,82.1,83.6,79.2
590818273,-1.41,60.57,15.6,12.33,83.4,84.9,79.4
591816276,-1.40,59.74,15.9,12.47,84.8,86.3,79.4
592814279,-1.36,59.01,15.9,12.76,86.2,87.6,79.6
