Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
1000000,-1.62,-8.55,328.8,10.79,-261.3,419.9,-38.5
3993013,-1.51,-20.34,112.6,11.55,-224.4,251.0,-63.4
6986026,-1.80,-33.37,55.9,9.70,-147.6,157.8,-69.2
9979039,-2.02,-47.20,33.8,8.64,-105.5,110.8,-72.3
12972052,-2.09,-60.42,22.7,8.36,-81.2,84.3,-74.4
15965065,-2.01,-73.23,15.8,8.70,-64.8,66.7,-76.3
18958078,-1.81,-84.42,11.4,9.62,-53.8,55.0,-78.1
21951091,-1.58,-94.54,8.3,11.05,-45.5,46.2,-79.6
24944104,-1.35,-103.43,6.3,12.89,-39.1,39.6,-80.9
27937117,-1.15,-111.12,4.9,15.07,-34.1,34.4,-81.9
30930130,-1.01,-118.15,4.0,17.16,-29.8,30.1,-82.4
33923143,-0.91,-124.36,3.3,19.20,-26.3,26.5,-82.8
36916156,-0.86,-130.17,3.0,20.33,-23.2,23.3,-82.6
39909169,-0.84,-135.60,2.8,20.59,-20.3,20.5,-82.1
42902182,-0.86,-140.67,2.8,20.23,-17.8,18.0,-81.1
45895195,-0.90,-145.59,2.8,19.31,-15.4,15.7,-79.6
48888208,-0.95,-150.35,2.9,18.24,-13.2,13.5,-77.5
51881221,-1.02,-154.98,3.1,17.12,-11.1,11.5,-74.5
54874234,-1.07,-159.76,3.2,16.27,-8.9,9.4,-70.4
57867247,-1.15,-164.34,3.4,15.12,-6.8,7.6,-63.8
60860260,-1.20,-168.97,3.5,14.47,-4.8,5.9,-54.0
63853273,-1.25,-173.58,3.6,13.92,-2.8,4.6,-37.8
66846286,-1.28,-178.10,3.7,13.64,-0.8,3.8,-12.7
69839299,-1.28,177.46,3.7,13.64,1.1,3.8,16.7
72832312,-1.26,173.07,3.6,13.81,3.0,4.7,39.6
75825325,-1.23,168.86,3.6,14.14,4.9,6.0,53.7
78818338,-1.20,164.78,3.5,14.55,6.6,7.5,62.3
81811351,-1.14,160.89,3.4,15.28,8.4,9.0,68.1
84804364,-1.07,157.10,3.2,16.28,10.1,10.6,72.4
87797377,-1.01,153.60,3.1,17.22,11.7,12.1,75.3
90790390,-0.94,150.14,2.9,18.40,13.3,13.6,77.7
93783403,-0.89,146.92,2.8,19.48,14.8,15.1,79.3
96776416,-0.86,143.72,2.7,20.27,16.3,16.6,80.5
99769429,-0.83,140.76,2.7,21.06,17.8,18.0,81.4
102762442,-0.82,137.85,2.7,21.30,19.2,19.4,82.0
105755455,-0.81,134.94,2.7,21.54,20.7,20.9,82.5
108748468,-0.83,131.99,2.9,21.01,22.2,22.4,82.7
111741481,-0.86,129.07,3.0,20.29,23.7,23.9,82.7
114734494,-0.92,126.23,3.3,18.88,25.3,25.5,82.5
117727507,-0.99,123.31,3.7,17.50,26.9,27.1,82.2
120720520,-1.08,120.25,4.1,16.13,28.6,28.9,81.8
123713533,-1.19,117.18,4.7,14.62,30.3,30.7,81.2
126706546,-1.29,113.96,5.3,13.48,32.2,32.7,80.7
129699559,-1.40,110.65,5.9,12.43,34.3,34.8,80.2
132692572,-1.51,107.19,6.6,11.56,36.4,37.0,79.7
135685585,-1.61,103.66,7.4,10.83,38.8,39.5,79.2
138678598,-1.71,100.00,8.3,10.21,41.3,42.1,78.6
141671611,-1.78,96.15,9.2,9.78,44.1,45.0,78.3
144664624,-1.83,92.30,10.0,9.51,47.0,48.1,78.0
147657637,-1.86,88.51,10.8,9.38,50.1,51.3,77.8
150650650,-1.88,84.68,11.7,9.28,53.5,54.8,77.6
153643663,-1.86,80.80,12.5,9.36,57.2,58.5,77.6
156636676,-1.82,77.05,13.3,9.55,61.1,62.5,77.7
159629689,-1.78,73.47,14.0,9.77,65.1,66.6,77.8
162622702,-1.72,69.92,14.7,10.13,69.4,71.0,78.0
165615715,-1.62,66.61,15.2,10.73,73.9,75.5,78.4
168608728,-1.56,63.36,15.9,11.15,78.7,80.3,78.6
171601741,-1.48,60.28,16.5,11.78,83.7,85.3,78.9
174594754,-1.39,57.39,17.0,12.53,88.9,90.5,79.2
177587767,-1.32,54.58,17.7,13.19,94.3,96.0,79.4
180580780,-1.25,51.89,18.3,13.94,100.1,101.7,79.6
183573793,-1.19,49.37,19.2,14.57,105.9,107.6,79.7
186566806,-1.14,46.87,20.2,15.29,112.3,114.1,79.8
189559819,-1.10,44.42,21.6,15.84,119.1,121.1,79.7
192552832,-1.08,42.00,23.5,16.18,126.5,128.6,79.5
195545845,-1.07,39.36,26.4,16.25,135.3,137.8,79.0
198538858,-1.07,37.03,29.5,16.24,143.9,146.9,78.4
201531871,-1.10,34.66,34.2,15.80,153.3,157.1,77.4
204524884,-1.13,32.08,40.6,15.33,164.7,169.7,76.1
207517897,-1.18,29.59,48.9,14.70,176.7,183.3,74.5
210510910,-1.24,27.04,59.8,14.07,190.3,199.5,72.6
213503923,-1.30,24.25,75.4,13.43,206.6,219.9,70.0
216496936,-1.37,21.41,97.0,12.74,224.3,244.4,66.6
219489949,-1.42,18.49,126.4,12.24,243.7,274.5,62.6
222482962,-1.50,15.46,169.8,11.60,260.5,311.0,56.9
225475975,-1.57,12.32,230.5,11.12,271.2,355.9,49.6
228468988,-1.62,9.06,313.6,10.77,263.6,409.7,40.1
231462001,-1.67,5.82,407.7,10.42,213.4,460.2,27.6
234455014,-1.70,2.40,489.0,10.22,103.7,499.9,12.0
237448027,-1.72,-1.11,502.1,10.14,-48.9,504.5,-5.6
240441040,-1.71,-4.51,440.5,10.22,-175.3,474.1,-21.7
243434053,-1.69,-7.95,342.2,10.30,-241.6,418.9,-35.2
246427066,-1.65,-11.34,253.9,10.59,-262.1,364.9,-45.9
249420079,-1.59,-14.69,186.1,10.92,-255.7,316.2,-54.0
252413092,-1.54,-18.09,136.6,11.33,-238.3,274.7,-60.2
255406105,-1.45,-21.25,102.5,11.97,-220.8,243.5,-65.1
258399118,-1.35,-24.35,77.3,12.88,-203.9,218.1,-69.2
261392131,-1.26,-27.39,59.5,13.77,-187.4,196.6,-72.4
264385144,-1.16,-30.21,46.4,14.94,-173.7,179.8,-75.0
267378157,-1.07,-33.13,36.3,16.25,-160.6,164.6,-77.3
270371170,-0.99,-35.77,29.2,17.60,-149.8,152.6,-79.0
273364183,-0.91,-38.36,23.8,19.01,-140.1,142.1,-80.4
276357196,-0.85,-40.96,19.7,20.43,-131.3,132.8,-81.5
279350209,-0.79,-43.36,16.5,21.92,-123.9,125.0,-82.4
282343222,-0.75,-45.76,14.0,23.33,-117.1,117.9,-83.2
285336235,-0.70,-48.12,12.1,24.67,-110.9,111.5,-83.8
288329248,-0.69,-50.50,10.8,25.22,-105.1,105.7,-84.1
291322261,-0.69,-52.78,10.0,25.11,-100.0,100.5,-84.3
294315274,-0.71,-55.15,9.5,24.53,-95.0,95.5,-84.3
297308287,-0.76,-57.44,9.4,22.90,-90.5,91.0,-84.1
300301300,-0.79,-59.78,9.1,21.98,-86.3,86.8,-84.0
303294313,-0.86,-62.13,9.2,20.28,-82.2,82.8,-83.6
306287326,-0.92,-64.62,9.2,18.89,-78.3,78.8,-83.3
309280339,-1.00,-67.13,9.3,17.40,-74.5,75.1,-82.9
312273352,-1.10,-69.64,9.7,15.76,-71.0,71.7,-82.3
315266365,-1.19,-72.45,9.7,14.59,-67.3,68.0,-81.8
318259378,-1.28,-75.24,9.8,13.55,-63.9,64.7,-81.3
321252391,-1.41,-78.12,10.1,12.38,-60.6,61.4,-80.6
324245404,-1.52,-81.20,10.2,11.50,-57.3,58.2,-79.9
327238417,-1.61,-84.37,10.1,10.83,-54.1,55.1,-79.4
330231430,-1.70,-87.68,10.1,10.26,-51.0,52.0,-78.9
333224443,-1.79,-90.94,10.0,9.75,-48.2,49.2,-78.3
336217456,-1.84,-94.38,9.7,9.45,-45.4,46.4,-77.9
339210469,-1.89,-97.77,9.4,9.25,-42.8,43.8,-77.6
342203482,-1.92,-101.29,9.1,9.08,-40.2,41.2,-77.2
345196495,-1.94,-104.81,8.8,9.00,-37.7,38.8,-76.9
348189508,-1.93,-108.31,8.4,9.03,-35.5,36.4,-76.7
351182521,-1.90,-111.81,7.9,9.17,-33.3,34.2,-76.6
354175534,-1.85,-115.26,7.4,9.44,-31.2,32.1,-76.7
357168547,-1.80,-118.46,7.0,9.69,-29.3,30.2,-76.6
360161560,-1.72,-121.62,6.5,10.11,-27.6,28.3,-76.8
363154573,-1.64,-124.78,6.0,10.60,-25.9,26.5,-77.0
366147586,-1.58,-127.75,5.6,11.03,-24.3,24.9,-77.0
