Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
1000000,-1.55,-10.96,262.3,11.27,-278.8,382.8,-46.7
3993013,-1.66,-24.95,85.9,10.52,-189.1,207.7,-65.6
6986026,-1.88,-36.66,49.2,9.30,-134.9,143.6,-70.0
9979039,-2.08,-48.83,32.6,8.39,-101.6,106.7,-72.2
12972052,-2.19,-61.08,23.3,7.96,-79.8,83.1,-73.7
15965065,-2.22,-73.23,17.4,7.85,-64.3,66.6,-74.9
18958078,-2.15,-84.52,13.4,8.13,-53.2,54.9,-75.9
21951091,-1.98,-95.00,10.4,8.79,-44.7,45.9,-77.0
24944104,-1.78,-104.33,8.1,9.81,-38.2,39.0,-78.0
27937117,-1.56,-112.54,6.5,11.16,-33.0,33.6,-78.9
30930130,-1.37,-120.02,5.2,12.75,-28.6,29.1,-79.7
33923143,-1.20,-126.48,4.3,14.55,-25.1,25.4,-80.3
36916156,-1.06,-132.50,3.6,16.45,-21.9,22.2,-80.6
39909169,-0.97,-138.06,3.2,17.84,-19.1,19.4,-80.4
42902182,-0.90,-143.01,2.9,19.28,-16.7,16.9,-80.2
45895195,-0.87,-147.82,2.7,19.89,-14.4,14.6,-79.3
48888208,-0.87,-152.38,2.6,20.05,-12.3,12.5,-77.8
51881221,-0.87,-156.80,2.6,19.91,-10.2,10.6,-75.7
54874234,-0.91,-161.37,2.7,19.06,-8.2,8.6,-71.8
57867247,-0.97,-165.74,2.8,18.00,-6.2,6.8,-65.7
60860260,-1.02,-170.13,2.9,17.13,-4.3,5.2,-55.6
63853273,-1.07,-174.62,3.1,16.22,-2.3,3.9,-37.1
66846286,-1.12,-179.04,3.2,15.54,-0.4,3.2,-7.4
69839299,-1.16,176.52,3.3,15.01,1.5,3.7,24.4
72832312,-1.19,172.06,3.4,14.68,3.5,4.9,45.3
75825325,-1.19,167.68,3.5,14.66,5.4,6.4,57.3
78818338,-1.18,163.38,3.5,14.74,7.3,8.0,64.5
81811351,-1.15,159.13,3.4,15.14,9.2,9.8,69.6
84804364,-1.11,155.07,3.3,15.74,11.0,11.5,73.2
87797377,-1.05,151.16,3.2,16.53,12.8,13.2,75.9
90790390,-0.99,147.42,3.1,17.62,14.6,14.9,78.1
93783403,-0.92,143.83,2.9,18.82,16.3,16.5,79.8
96776416,-0.88,140.38,2.9,19.77,18.0,18.2,81.0
99769429,-0.82,137.10,2.7,21.11,19.6,19.8,82.1
102762442,-0.79,134.03,2.7,21.99,21.2,21.3,82.8
105755455,-0.75,130.98,2.6,23.07,22.7,22.9,83.4
108748468,-0.74,127.93,2.6,23.43,24.4,24.5,83.8
111741481,-0.74,124.99,2.7,23.41,26.0,26.1,84.0
114734494,-0.78,122.11,2.9,22.37,27.6,27.7,84.0
117727507,-0.82,119.30,3.2,21.15,29.2,29.4,83.8
