Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
1000000,-1.54,-10.93,262.9,11.31,-279.6,383.8,-46.8
3993013,-1.65,-24.99,85.5,10.55,-189.0,207.5,-65.7
6986026,-1.88,-36.69,49.2,9.29,-134.8,143.5,-70.0
9979039,-2.08,-48.90,32.5,8.39,-101.4,106.5,-72.2
12972052,-2.19,-61.07,23.3,7.97,-79.8,83.1,-73.8
15965065,-2.22,-73.22,17.3,7.87,-64.3,66.6,-74.9
18958078,-2.14,-84.59,13.3,8.16,-53.2,54.8,-76.0
21951091,-1.98,-95.05,10.3,8.80,-44.7,45.9,-77.0
24944104,-1.78,-104.34,8.1,9.81,-38.2,39.0,-78.0
27937117,-1.56,-112.59,6.4,11.16,-33.0,33.6,-78.9
30930130,-1.36,-120.04,5.2,12.78,-28.6,29.1,-79.7
33923143,-1.19,-126.53,4.3,14.66,-25.0,25.4,-80.3
36916156,-1.06,-132.59,3.6,16.47,-21.9,22.2,-80.6
39909169,-0.97,-138.04,3.2,17.91,-19.1,19.4,-80.5
42902182,-0.90,-143.04,2.9,19.25,-16.7,16.9,-80.2
45895195,-0.87,-147.88,2.7,19.98,-14.4,14.6,-79.3
48888208,-0.86,-152.43,2.6,20.22,-12.2,12.5,-77.9
51881221,-0.87,-156.88,2.6,20.01,-10.2,10.5,-75.7
54874234,-0.91,-161.41,2.7,19.08,-8.2,8.6,-71.8
57867247,-0.96,-165.72,2.8,18.12,-6.2,6.8,-65.8
60860260,-1.01,-170.16,2.9,17.15,-4.3,5.2,-55.6
63853273,-1.08,-174.65,3.1,16.15,-2.3,3.9,-36.9
66846286,-1.12,-179.08,3.2,15.53,-0.4,3.2,-7.1
69839299,-1.15,176.45,3.3,15.11,1.5,3.7,25.0
72832312,-1.18,172.03,3.4,14.68,3.5,4.9,45.4
75825325,-1.18,167.64,3.4,14.70,5.4,6.4,57.4
78818338,-1.18,163.30,3.5,14.71,7.3,8.1,64.6
81811351,-1.15,159.10,3.4,15.19,9.2,9.8,69.7
84804364,-1.11,155.02,3.3,15.74,11.0,11.5,73.2
87797377,-1.05,151.08,3.2,16.60,12.8,13.2,76.0
90790390,-0.99,147.39,3.1,17.56,14.6,14.9,78.0
93783403,-0.92,143.78,2.9,18.84,16.3,16.6,79.8
96776416,-0.88,140.31,2.9,19.80,18.0,18.2,81.0
99769429,-0.83,137.10,2.7,21.00,19.6,19.8,82.0
102762442,-0.79,134.02,2.7,22.11,21.2,21.3,82.8
105755455,-0.75,130.94,2.6,23.20,22.8,22.9,83.5
108748468,-0.74,127.92,2.6,23.52,24.4,24.5,83.8
111741481,-0.74,124.92,2.7,23.56,26.0,26.2,84.1
114734494,-0.77,122.05,2.9,22.47,27.6,27.8,84.0
117727507,-0.82,119.26,3.2,21.10,29.2,29.4,83.8
120720520,-0.87,116.36,3.5,19.95,30.9,31.1,83.6
123713533,-0.96,113.43,3.9,18.13,32.7,32.9,83.1
126706546,-1.05,110.48,4.5,16.61,34.5,34.8,82.7
129699559,-1.15,107.49,5.1,15.15,36.4,36.8,82.1
132692572,-1.25,104.38,5.7,13.94,38.5,38.9,81.5
135685585,-1.37,101.22,6.5,12.75,40.6,41.2,80.9
138678598,-1.48,97.92,7.4,11.74,43.0,43.6,80.2
141671611,-1.59,94.49,8.4,10.97,45.5,46.3,79.6
144664624,-1.68,91.01,9.4,10.35,48.2,49.1,79.0
147657637,-1.78,87.49,10.5,9.80,51.1,52.2,78.3
150650650,-1.84,83.94,11.7,9.46,54.2,55.5,77.9
153643663,-1.89,80.33,12.8,9.24,57.6,59.0,77.5
156636676,-1.93,76.71,14.1,9.06,61.2,62.8,77.1
159629689,-1.93,73.20,15.2,9.03,65.1,66.8,76.8
162622702,-1.94,69.62,16.6,9.00,69.3,71.2,76.5
165615715,-1.90,66.33,17.7,9.18,73.6,75.7,76.5
168608728,-1.87,62.90,19.2,9.30,78.4,80.7,76.3
171601741,-1.83,59.76,20.5,9.52,83.3,85.8,76.2
174594754,-1.77,56.67,21.8,9.83,88.6,91.3,76.2
177587767,-1.71,53.68,23.1,10.22,94.3,97.1,76.2
180580780,-1.64,50.86,24.6,10.61,100.3,103.2,76.2
183573793,-1.58,48.17,26.2,11.02,106.5,109.7,76.2
186566806,-1.52,45.46,28.1,11.42,113.5,116.9,76.1
189559819,-1.46,42.89,30.1,11.90,120.9,124.5,76.0
192552832,-1.42,40.31,32.7,12.30,129.0,133.1,75.8
195545845,-1.38,37.70,36.0,12.64,138.1,142.7,75.4
198538858,-1.36,35.42,39.8,12.82,146.9,152.2,74.9
201531871,-1.35,33.07,44.7,12.92,156.7,163.0,74.1
204524884,-1.35,30.62,51.6,12.86,168.0,175.7,72.9
207517897,-1.36,28.18,60.1,12.80,180.5,190.3,71.6
210510910,-1.39,25.73,71.6,12.56,193.9,206.7,69.7
213503923,-1.41,23.20,86.9,12.30,209.2,226.5,67.4
216496936,-1.45,20.68,107.1,11.98,225.0,249.2,64.5
219489949,-1.50,18.05,135.4,11.57,241.1,276.5,60.7
222482962,-1.56,15.33,174.4,11.17,255.5,309.3,55.7
225475975,-1.60,12.45,228.6,10.88,265.7,350.5,49.3
228468988,-1.67,9.68,295.1,10.43,256.4,391.0,41.0
231462001,-1.73,6.64,376.8,10.09,217.8,435.2,30.0
234455014,-1.76,3.63,450.2,9.88,139.3,471.3,17.2
237448027,-1.82,0.48,477.1,9.56,18.9,477.5,2.3
240441040,-1.82,-2.61,456.8,9.57,-98.4,467.3,-12.2
243434053,-1.85,-5.81,385.0,9.45,-182.2,426.0,-25.3
246427066,-1.85,-9.02,305.2,9.40,-222.5,377.7,-36.1
249420079,-1.84,-12.27,235.2,9.48,-234.2,331.9,-44.9
252413092,-1.83,-15.50,181.0,9.50,-227.4,290.7,-51.5
255406105,-1.80,-18.71,140.4,9.67,-215.4,257.1,-56.9
258399118,-1.73,-21.93,108.6,10.09,-202.5,229.8,-61.8
261392131,-1.70,-25.11,86.7,10.23,-186.5,205.7,-65.1
264385144,-1.64,-28.15,69.6,10.65,-173.4,186.8,-68.1
267378157,-1.57,-31.21,56.4,11.10,-160.8,170.4,-70.7
270371170,-1.51,-34.21,46.5,11.52,-149.3,156.4,-72.7
273364183,-1.46,-37.12,39.0,11.93,-139.2,144.6,-74.4
276357196,-1.39,-40.00,32.6,12.52,-130.2,134.2,-76.0
279350209,-1.34,-42.82,27.7,13.03,-122.1,125.2,-77.2
282343222,-1.28,-45.57,23.8,13.57,-114.8,117.3,-78.3
285336235,-1.24,-48.29,20.7,14.07,-108.2,110.2,-79.2
288329248,-1.19,-51.07,18.1,14.56,-102.1,103.6,-79.9
291322261,-1.16,-53.59,16.2,14.95,-96.9,98.2,-80.5
294315274,-1.16,-56.19,14.8,15.01,-91.8,93.0,-80.9
297308287,-1.15,-58.81,13.5,15.18,-87.1,88.2,-81.2
300301300,-1.16,-61.35,12.6,15.05,-82.9,83.8,-81.4
303294313,-1.16,-63.95,11.8,14.96,-78.8,79.7,-81.5
306287326,-1.20,-66.64,11.3,14.56,-74.9,75.7,-81.4
309280339,-1.22,-69.21,10.8,14.25,-71.4,72.2,-81.4
312273352,-1.28,-71.83,10.6,13.63,-68.0,68.8,-81.2
315266365,-1.32,-74.59,10.2,13.16,-64.6,65.4,-81.0
318259378,-1.39,-77.43,10.1,12.54,-61.4,62.2,-80.7
321252391,-1.47,-80.30,10.0,11.87,-58.3,59.1,-80.2
324245404,-1.55,-83.32,10.0,11.26,-55.2,56.1,-79.8
