Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
1000000,-1.51,-11.40,250.4,11.55,-283.8,378.4,-48.6
3993013,-1.62,-25.32,82.6,10.76,-188.4,205.7,-66.3
6986026,-1.85,-36.96,48.0,9.42,-134.4,142.7,-70.4
9979039,-2.06,-49.02,32.1,8.48,-101.4,106.3,-72.4
12972052,-2.18,-61.21,23.0,8.01,-79.7,82.9,-73.9
15965065,-2.22,-73.32,17.4,7.85,-64.2,66.5,-74.9
18958078,-2.15,-84.67,13.3,8.14,-53.1,54.7,-75.9
21951091,-1.99,-95.21,10.3,8.78,-44.6,45.8,-77.0
24944104,-1.78,-104.60,8.1,9.81,-38.0,38.9,-78.0
27937117,-1.57,-112.83,6.5,11.10,-32.8,33.4,-78.9
30930130,-1.36,-120.36,5.2,12.76,-28.4,28.9,-79.6
33923143,-1.18,-126.90,4.2,14.72,-24.8,25.2,-80.3
36916156,-1.05,-132.88,3.6,16.58,-21.7,22.0,-80.6
39909169,-0.96,-138.41,3.2,18.06,-18.9,19.2,-80.5
42902182,-0.89,-143.37,2.8,19.59,-16.5,16.7,-80.3
45895195,-0.86,-148.23,2.7,20.32,-14.2,14.4,-79.4
48888208,-0.83,-152.77,2.5,20.89,-12.1,12.3,-78.2
51881221,-0.85,-157.14,2.5,20.56,-10.1,10.4,-75.9
54874234,-0.88,-161.62,2.6,19.69,-8.1,8.5,-72.1
57867247,-0.93,-165.96,2.7,18.60,-6.1,6.7,-66.0
60860260,-0.98,-170.41,2.8,17.74,-4.2,5.1,-55.8
63853273,-1.05,-174.81,3.0,16.59,-2.3,3.8,-36.8
66846286,-1.10,-179.22,3.2,15.80,-0.3,3.2,-6.1
69839299,-1.13,176.30,3.3,15.37,1.6,3.6,26.3
72832312,-1.17,171.88,3.4,14.89,3.5,4.9,46.3
75825325,-1.17,167.49,3.4,14.88,5.5,6.4,58.1
78818338,-1.17,163.23,3.4,14.83,7.3,8.1,64.8
81811351,-1.14,158.91,3.4,15.20,9.3,9.9,69.8
84804364,-1.10,154.84,3.3,15.85,11.1,11.6,73.4
87797377,-1.05,150.90,3.2,16.54,12.9,13.3,76.0
90790390,-0.99,147.14,3.1,17.57,14.7,15.0,78.1
93783403,-0.93,143.44,2.9,18.79,16.5,16.7,79.8
96776416,-0.87,140.00,2.8,20.02,18.1,18.4,81.1
99769429,-0.82,136.74,2.7,21.19,19.8,20.0,82.1
102762442,-0.78,133.59,2.7,22.23,21.4,21.5,82.9
105755455,-0.74,130.55,2.6,23.59,23.0,23.1,83.6
108748468,-0.72,127.53,2.6,24.06,24.6,24.7,84.0
111741481,-0.71,124.57,2.6,24.34,26.2,26.3,84.3
114734494,-0.75,121.74,2.8,23.19,27.8,27.9,84.2
117727507,-0.80,118.93,3.1,21.85,29.4,29.6,84.0
120720520,-0.85,116.03,3.4,20.56,31.1,31.3,83.8
123713533,-0.93,113.19,3.8,18.66,32.8,33.1,83.3
126706546,-1.02,110.20,4.3,17.09,34.7,35.0,82.9
129699559,-1.12,107.26,5.0,15.51,36.6,36.9,82.3
132692572,-1.23,104.16,5.7,14.16,38.6,39.1,81.7
135685585,-1.34,101.05,6.5,12.94,40.8,41.3,81.0
138678598,-1.47,97.74,7.4,11.84,43.1,43.8,80.3
141671611,-1.58,94.34,8.4,11.03,45.6,46.4,79.6
144664624,-1.68,90.85,9.4,10.36,48.4,49.3,79.0
147657637,-1.77,87.33,10.5,9.85,51.3,52.3,78.4
150650650,-1.84,83.81,11.7,9.49,54.3,55.6,77.9
153643663,-1.89,80.13,12.8,9.25,57.8,59.2,77.5
156636676,-1.93,76.43,14.2,9.04,61.5,63.1,77.0
159629689,-1.95,72.93,15.5,8.96,65.3,67.1,76.7
162622702,-1.94,69.35,16.7,8.99,69.6,71.6,76.5
165615715,-1.90,66.00,17.9,9.16,74.0,76.1,76.4
168608728,-1.88,62.64,19.3,9.29,78.7,81.1,76.2
