Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
1000000,-1.50,-11.53,246.9,11.64,-285.0,377.1,-49.1
3993013,-1.61,-25.41,81.8,10.82,-188.2,205.2,-66.5
6986026,-1.84,-37.03,47.7,9.46,-134.3,142.5,-70.5
9979039,-2.05,-49.14,31.8,8.53,-101.2,106.1,-72.5
12972052,-2.17,-61.33,22.9,8.05,-79.5,82.8,-74.0
15965065,-2.20,-73.43,17.1,7.94,-64.2,66.4,-75.0
18958078,-2.14,-84.78,13.2,8.17,-53.0,54.6,-76.0
21951091,-1.97,-95.30,10.2,8.85,-44.5,45.7,-77.1
24944104,-1.77,-104.67,8.0,9.85,-38.0,38.8,-78.0
27937117,-1.55,-112.95,6.4,11.20,-32.7,33.4,-78.9
30930130,-1.37,-120.46,5.2,12.75,-28.4,28.8,-79.6
33923143,-1.18,-126.98,4.2,14.77,-24.8,25.2,-80.3
36916156,-1.04,-132.98,3.6,16.71,-21.7,21.9,-80.7
39909169,-0.95,-138.51,3.1,18.25,-18.9,19.1,-80.6
42902182,-0.88,-143.48,2.8,19.79,-16.5,16.7,-80.3
45895195,-0.84,-148.34,2.6,20.62,-14.1,14.4,-79.5
48888208,-0.83,-152.86,2.5,20.89,-12.0,12.3,-78.1
51881221,-0.84,-157.25,2.5,20.68,-10.0,10.3,-75.9
54874234,-0.88,-161.76,2.6,19.66,-8.0,8.4,-71.9
57867247,-0.92,-166.09,2.7,18.84,-6.1,6.7,-66.1
60860260,-0.98,-170.54,2.8,17.73,-4.1,5.0,-55.5
63853273,-1.04,-174.95,3.0,16.71,-2.2,3.7,-36.3
66846286,-1.09,-179.37,3.1,15.99,-0.3,3.1,-5.0
69839299,-1.13,176.18,3.2,15.45,1.7,3.6,27.1
72832312,-1.16,171.79,3.4,14.95,3.6,4.9,46.7
75825325,-1.17,167.41,3.4,14.88,5.5,6.5,58.2
78818338,-1.16,163.11,3.4,14.97,7.4,8.1,65.2
81811351,-1.13,158.85,3.4,15.35,9.3,9.9,70.1
84804364,-1.09,154.73,3.3,15.98,11.2,11.6,73.6
87797377,-1.04,150.83,3.2,16.67,13.0,13.4,76.1
90790390,-0.98,147.06,3.1,17.75,14.7,15.0,78.3
93783403,-0.92,143.38,2.9,18.91,16.5,16.8,79.9
96776416,-0.87,139.88,2.8,20.03,18.2,18.4,81.2
99769429,-0.81,136.62,2.7,21.42,19.8,20.0,82.2
102762442,-0.77,133.54,2.6,22.52,21.4,21.6,83.0
105755455,-0.73,130.51,2.5,23.78,23.0,23.1,83.7
108748468,-0.72,127.43,2.6,24.23,24.6,24.8,84.1
111741481,-0.71,124.48,2.6,24.42,26.3,26.4,84.3
114734494,-0.74,121.66,2.8,23.45,27.8,28.0,84.3
117727507,-0.78,118.84,3.0,22.21,29.5,29.6,84.1
120720520,-0.84,115.99,3.3,20.79,31.2,31.3,83.9
123713533,-0.93,113.08,3.8,18.69,32.9,33.1,83.3
126706546,-1.01,110.11,4.3,17.17,34.8,35.0,82.9
129699559,-1.11,107.15,4.9,15.65,36.7,37.0,82.4
132692572,-1.22,104.09,5.6,14.22,38.7,39.1,81.7
135685585,-1.33,100.95,6.4,13.05,40.9,41.4,81.1
138678598,-1.46,97.68,7.4,11.92,43.2,43.8,80.3
141671611,-1.57,94.23,8.3,11.11,45.7,46.5,79.7
144664624,-1.67,90.76,9.3,10.46,48.5,49.4,79.1
147657637,-1.76,87.25,10.5,9.92,51.4,52.4,78.5
150650650,-1.83,83.72,11.6,9.55,54.4,55.7,78.0
153643663,-1.88,80.03,12.8,9.28,57.9,59.3,77.5
156636676,-1.91,76.41,14.1,9.13,61.6,63.2,77.1
159629689,-1.93,72.84,15.3,9.05,65.5,67.2,76.8
162622702,-1.93,69.30,16.7,9.03,69.7,71.6,76.5
165615715,-1.89,65.96,17.8,9.24,74.1,76.2,76.5
168608728,-1.87,62.56,19.3,9.33,78.9,81.2,76.3
171601741,-1.82,59.40,20.5,9.60,83.9,86.4,76.3
174594754,-1.75,56.29,21.8,9.96,89.4,92.0,76.3
177587767,-1.68,53.30,23.1,10.36,95.2,98.0,76.3
180580780,-1.63,50.44,24.7,10.71,101.3,104.2,76.3
183573793,-1.56,47.78,26.3,11.15,107.6,110.7,76.3
186566806,-1.49,45.12,27.9,11.68,114.6,118.0,76.3
189559819,-1.44,42.51,30.0,12.12,122.2,125.8,76.2
192552832,-1.38,40.03,32.3,12.64,130.3,134.2,76.1
195545845,-1.34,37.40,35.6,12.98,139.6,144.1,75.7
198538858,-1.32,35.15,39.3,13.18,148.4,153.6,75.2
201531871,-1.33,32.78,44.8,13.13,158.4,164.6,74.2
204524884,-1.32,30.26,51.6,13.19,170.5,178.1,73.2
207517897,-1.33,27.86,60.1,13.11,183.1,192.7,71.8
210510910,-1.35,25.48,71.4,12.88,196.7,209.2,70.0
213503923,-1.38,22.96,86.9,12.61,212.3,229.4,67.8
216496936,-1.42,20.49,107.1,12.26,228.3,252.2,64.9
219489949,-1.46,17.85,135.8,11.89,245.7,280.7,61.1
222482962,-1.53,15.14,176.1,11.38,259.8,313.9,55.9
225475975,-1.59,12.35,230.5,10.96,267.8,353.3,49.3
228468988,-1.64,9.48,301.2,10.62,261.1,398.6,40.9
231462001,-1.71,6.57,380.6,10.17,219.3,439.3,29.9
234455014,-1.76,3.56,453.7,9.93,138.2,474.3,16.9
237448027,-1.79,0.35,485.8,9.73,14.3,486.1,1.7
240441040,-1.82,-2.78,455.1,9.59,-104.7,467.0,-13.0
243434053,-1.83,-5.96,383.1,9.52,-187.3,426.4,-26.1
246427066,-1.85,-9.26,299.6,9.40,-224.1,374.1,-36.8
249420079,-1.84,-12.51,230.6,9.49,-234.4,328.8,-45.5
252413092,-1.83,-15.69,178.2,9.54,-227.4,288.9,-51.9
255406105,-1.80,-18.96,137.8,9.66,-214.0,254.5,-57.2
258399118,-1.75,-22.28,106.8,9.94,-199.3,226.1,-61.8
261392131,-1.70,-25.39,84.9,10.28,-185.3,203.8,-65.4
264385144,-1.64,-28.52,68.2,10.63,-171.5,184.6,-68.3
267378157,-1.57,-31.62,55.1,11.09,-159.0,168.3,-70.9
270371170,-1.50,-34.65,45.2,11.60,-147.8,154.5,-73.0
273364183,-1.44,-37.54,37.8,12.07,-137.9,143.0,-74.7
276357196,-1.38,-40.40,31.7,12.66,-129.1,132.9,-76.2
279350209,-1.31,-43.21,26.8,13.26,-121.2,124.1,-77.5
282343222,-1.25,-45.91,22.9,13.93,-114.2,116.5,-78.6
285336235,-1.19,-48.60,19.8,14.57,-107.7,109.5,-79.6
288329248,-1.15,-51.28,17.4,15.10,-101.8,103.2,-80.3
291322261,-1.13,-53.97,15.6,15.36,-96.2,97.5,-80.8
294315274,-1.13,-56.45,14.3,15.43,-91.4,92.5,-81.1
297308287,-1.12,-59.02,13.1,15.49,-86.8,87.8,-81.4
300301300,-1.13,-61.61,12.2,15.41,-82.5,83.4,-81.6
303294313,-1.15,-64.09,11.6,15.14,-78.7,79.5,-81.6
306287326,-1.17,-66.74,11.0,14.84,-74.8,75.6,-81.6
309280339,-1.21,-69.30,10.7,14.34,-71.3,72.1,-81.5
312273352,-1.26,-71.89,10.4,13.79,-67.9,68.7,-81.3
315266365,-1.32,-74.70,10.2,13.19,-64.5,65.3,-81.0
318259378,-1.38,-77.53,10.0,12.64,-61.3,62.1,-80.7
321252391,-1.46,-80.46,10.0,11.89,-58.1,59.0,-80.3
324245404,-1.56,-83.40,10.0,11.17,-55.1,56.0,-79.7
327238417,-1.64,-86.42,9.9,10.65,-52.2,53.2,-79.3
330231430,-1.72,-89.65,9.8,10.13,-49.3,50.3,-78.7
333224443,-1.80,-92.88,9.7,9.68,-46.6,47.6,-78.2
336217456,-1.87,-96.18,9.6,9.32,-44.0,45.0,-77.7
339210469,-1.94,-99.61,9.5,8.99,-41.4,42.4,-77.1
342203482,-2.01,-103.06,9.3,8.69,-38.9,40.0,-76.5
345196495,-2.06,-106.66,9.1,8.47,-36.4,37.5,-76.0
348189508,-2.09,-110.31,8.8,8.34,-34.1,35.2,-75.4
351182521,-2.11,-113.89,8.6,8.27,-31.9,33.0,-75.0
354175534,-2.11,-117.50,8.2,8.27,-29.7,30.9,-74.5
357168547,-2.10,-121.07,7.9,8.30,-27.7,28.8,-74.1
360161560,-2.09,-124.59,7.6,8.36,-25.8,26.9,-73.6
363154573,-2.06,-128.04,7.3,8.47,-23.9,25.0,-73.1
366147586,-2.03,-131.47,7.0,8.61,-22.2,23.2,-72.5
369140599,-2.00,-134.84,6.7,8.72,-20.5,21.5,-71.8
372133612,-1.98,-138.12,6.5,8.83,-18.9,19.9,-71.0
375126625,-1.94,-141.24,6.2,9.00,-17.3,18.4,-70.2
378119638,-1.92,-144.34,6.1,9.10,-15.9,17.0,-69.1
381112651,-1.90,-147.27,5.9,9.17,-14.5,15.7,-67.8
384105664,-1.91,-150.20,5.8,9.15,-13.1,14.4,-66.0
387098677,-1.92,-153.09,5.8,9.08,-11.8,13.2,-63.8
390091690,-1.96,-155.83,5.9,8.90,-10.6,12.1,-60.9
393084703,-2.01,-158.61,6.0,8.67,-9.3,11.1,-57.3
396077716,-2.09,-161.31,6.2,8.34,-8.1,10.2,-52.8
399070729,-2.19,-163.92,6.4,7.96,-7.0,9.5,-47.3
402063742,-2.32,-166.49,6.7,7.52,-5.8,8.9,-40.8
405056755,-2.47,-168.99,7.1,7.07,-4.7,8.6,-33.5
408049768,-2.66,-171.40,7.6,6.59,-3.7,8.5,-25.7
411042781,-2.87,-173.60,8.2,6.11,-2.7,8.6,-18.3
414035794,-3.10,-175.84,8.8,5.66,-1.8,9.0,-11.3
417028807,-3.34,-177.77,9.5,5.26,-0.9,9.5,-5.6
420021820,-3.59,-179.59,10.2,4.91,-0.2,10.2,-1.0
423014833,-3.84,179.08,10.9,4.60,0.4,10.9,2.0
426007846,-4.04,177.95,11.4,4.38,0.8,11.5,4.3
429000859,-4.21,177.14,11.9,4.21,1.2,11.9,5.7
431993872,-4.32,176.44,12.2,4.10,1.5,12.3,6.8
434986885,-4.37,175.83,12.3,4.06,1.7,12.5,7.9
437979898,-4.37,175.26,12.3,4.06,1.9,12.5,9.0
440972911,-4.31,174.43,12.2,4.11,2.3,12.4,10.6
443965924,-4.21,173.46,11.9,4.21,2.7,12.2,12.7
446958937,-4.09,172.24,11.6,4.33,3.2,12.0,15.5
449951950,-3.96,170.65,11.3,4.46,3.9,11.9,19.0
452944963,-3.83,168.83,11.0,4.61,4.7,11.9,23.0
455937976,-3.69,166.78,10.6,4.78,5.5,12.0,27.6
458930989,-3.56,164.58,10.3,4.94,6.5,12.2,32.2
461924002,-3.43,162.34,10.0,5.13,7.5,12.5,36.8
464917015,-3.32,160.02,9.7,5.29,8.5,12.9,41.1
467910028,-3.21,157.61,9.5,5.47,9.6,13.5,45.2
470903041,-3.11,155.28,9.3,5.65,10.6,14.1,48.8
473896054,-3.02,152.96,9.1,5.82,11.6,14.8,52.1
476889067,-2.94,150.84,8.9,5.96,12.6,15.5,54.7
479882080,-2.87,148.72,8.8,6.11,13.6,16.2,57.0
482875093,-2.79,146.71,8.6,6.29,14.5,16.9,59.3
485868106,-2.74,144.77,8.6,6.39,15.4,17.7,60.9
488861119,-2.71,143.02,8.6,6.47,16.3,18.4,62.2
491854132,-2.67,141.33,8.6,6.55,17.1,19.1,63.4
494847145,-2.65,139.62,8.6,6.60,17.9,19.9,64.4
497840158,-2.65,138.02,8.6,6.62,18.7,20.6,65.2
500833171,-2.66,136.64,8.8,6.59,19.3,21.2,65.7
503826184,-2.66,135.10,8.9,6.58,20.1,22.0,66.2
506819197,-2.68,133.69,9.0,6.52,20.8,22.7,66.5
509812210,-2.69,132.34,9.1,6.51,21.5,23.3,66.9
512805223,-2.70,130.84,9.3,6.48,22.2,24.1,67.3
515798236,-2.72,129.43,9.5,6.43,22.9,24.8,67.6
518791249,-2.72,127.80,9.6,6.43,23.8,25.6,68.0
521784262,-2.75,126.04,9.8,6.37,24.7,26.6,68.3
524777275,-2.78,124.34,10.1,6.31,25.6,27.5,68.5
527770288,-2.80,122.48,10.3,6.25,26.5,28.5,68.7
530763301,-2.83,120.42,10.6,6.20,27.6,29.6,69.0
533756314,-2.85,118.26,10.9,6.14,28.8,30.8,69.2
536749327,-2.87,115.98,11.3,6.10,30.1,32.1,69.5
539742340,-2.91,113.58,11.7,6.02,31.5,33.6,69.5
542735353,-2.91,110.98,12.1,6.02,33.0,35.1,69.9
545728366,-2.94,108.30,12.6,5.97,34.6,36.8,70.1
548721379,-2.95,105.43,13.1,5.94,36.4,38.7,70.2
551714392,-2.95,102.56,13.6,5.95,38.3,40.6,70.5
554707405,-2.94,99.53,14.1,5.96,40.3,42.7,70.7
557700418,-2.91,96.55,14.6,6.02,42.4,44.9,71.0
560693431,-2.88,93.47,15.1,6.08,44.7,47.2,71.3
563686444,-2.82,90.49,15.6,6.21,47.1,49.6,71.7
566679457,-2.76,87.40,16.1,6.34,49.7,52.2,72.1
569672470,-2.68,84.35,16.5,6.54,52.4,54.9,72.5
572665483,-2.60,81.33,17.0,6.73,55.3,57.8,72.9
575658496,-2.51,78.48,17.4,6.98,58.2,60.7,73.4
578651509,-2.38,75.46,17.6,7.34,61.5,64.0,74.0
581644522,-2.26,72.59,17.9,7.73,64.9,67.4,74.6
584637535,-2.15,70.02,18.2,8.11,68.2,70.6,75.1
587630548,-2.02,67.26,18.3,8.63,72.0,74.3,75.7
590623561,-1.90,64.77,18.4,9.20,75.7,77.9,76.3
593616574,-1.77,62.31,18.5,9.85,79.6,81.7,77.0
596609587,-1.68,59.85,18.8,10.40,83.7,85.8,77.3
599602600,-1.57,57.67,18.9,11.08,87.7,89.7,77.8
602595613,-1.47,55.32,19.1,11.81,92.3,94.3,78.3
605588626,-1.37,53.09,19.3,12.66,97.0,98.9,78.8
608581639,-1.27,50.78,19.3,13.74,102.4,104.2,79.3
611574652,-1.20,48.63,19.9,14.46,107.6,109.5,79.5
614567665,-1.12,46.45,20.3,15.52,113.5,115.3,79.9
617560678,-1.07,44.36,21.1,16.27,119.5,121.3,80.0
620553691,-1.01,42.05,22.1,17.15,126.7,128.6,80.1
623546704,-0.96,39.89,23.2,18.12,134.2,136.2,80.2
626539717,-0.91,37.57,24.7,19.07,143.2,145.3,80.2
629532730,-0.89,35.24,27.3,19.50,153.0,155.4,79.9
632525743,-0.86,32.80,30.3,20.13,164.7,167.5,79.6
635518756,-0.85,30.26,34.6,20.52,178.7,182.0,79.0
638511769,-0.82,27.54,39.9,21.31,196.3,200.4,78.5
641504782,-0.79,24.84,47.3,21.89,217.2,222.3,77.7
644497795,-0.78,22.23,57.4,22.29,241.4,248.1,76.6
647490808,-0.77,19.41,73.0,22.58,273.5,283.1,75.0
650483821,-0.74,16.53,95.2,23.40,316.3,330.3,73.3
653476834,-0.72,13.42,134.6,24.23,377.8,401.1,70.4
656469847,-0.69,10.22,208.1,25.36,467.4,511.7,66.0
659462860,-0.63,7.03,358.5,27.40,600.7,699.5,59.2
662455873,-0.58,3.97,720.9,29.89,745.9,1037.3,46.0
665448886,-0.54,0.67,1559.2,32.29,293.7,1586.7,10.7
668441899,-0.48,-2.14,1244.1,36.46,-848.2,1505.7,-34.3
671434912,-0.39,-5.53,397.9,44.34,-849.5,938.1,-64.9
674427925,-0.33,-9.35,135.2,52.90,-580.5,596.0,-76.9
677420938,-0.23,-12.64,54.1,75.18,-445.0,448.2,-83.1
680413951,-0.16,-16.01,23.4,109.55,-354.0,354.8,-86.2
683406964,-0.05,-19.32,5.2,341.04,-293.6,293.6,-89.0
686399977,0.00,-22.55,0.0,?,-250.8,250.8,-90.0
689392990,0.00,-25.81,0.0,?,-218.2,218.2,-90.0
692386003,0.00,-28.89,0.0,?,-194.1,194.1,-90.0
695379016,0.00,-31.86,0.0,?,-175.2,175.2,-90.0
698372029,0.00,-34.89,0.0,?,-159.1,159.1,-90.0
701365042,0.00,-37.90,0.0,?,-145.6,145.6,-90.0
704358055,0.00,-40.97,0.0,?,-133.8,133.8,-90.0
707351068,0.00,-43.82,0.0,?,-124.3,124.3,-90.0
710344081,0.00,-46.69,0.0,?,-115.8,115.8,-90.0
713337094,0.00,-49.51,0.0,?,-108.4,108.4,-90.0
716330107,0.00,-52.45,0.0,?,-101.5,101.5,-90.0
719323120,0.00,-55.25,0.0,?,-95.5,95.5,-90.0
722316133,0.00,-58.05,0.0,?,-90.1,90.1,-90.0
725309146,0.00,-61.10,0.0,?,-84.7,84.7,-90.0
728302159,0.00,-64.13,0.0,?,-79.8,79.8,-90.0
731295172,0.00,-66.98,0.0,?,-75.6,75.6,-90.0
734288185,0.00,-69.78,0.0,?,-71.7,71.7,-90.0
737281198,0.00,-73.08,0.0,?,-67.5,67.5,-90.0
740274211,0.00,-76.29,0.0,?,-63.7,63.7,-90.0
743267224,-0.09,-79.41,0.6,198.34,-60.2,60.2,-89.4
746260237,-0.21,-82.89,1.4,82.50,-56.6,56.6,-88.6
749253250,-0.31,-86.19,1.9,55.64,-53.4,53.4,-87.9
752246263,-0.44,-89.72,2.5,39.67,-50.2,50.2,-87.1
755239276,-0.57,-93.29,3.1,30.45,-47.1,47.2,-86.2
758232289,-0.68,-96.86,3.5,25.65,-44.2,44.4,-85.5
761225302,-0.75,-100.69,3.6,23.08,-41.3,41.5,-85.0
764218315,-0.86,-104.35,3.9,20.33,-38.7,38.9,-84.2
767211328,-0.95,-108.27,4.1,18.36,-36.0,36.2,-83.4
770204341,-1.02,-112.02,4.3,16.99,-33.5,33.8,-82.7
773197354,-1.06,-115.78,4.2,16.44,-31.2,31.5,-82.3
776190367,-1.10,-119.55,4.2,15.75,-29.0,29.3,-81.7
779183380,-1.13,-123.15,4.2,15.45,-26.9,27.2,-81.2
782176393,-1.12,-126.79,4.0,15.50,-24.9,25.2,-80.8
785169406,-1.09,-130.37,3.8,15.95,-23.0,23.3,-80.6
788162419,-1.08,-133.80,3.7,16.14,-21.2,21.5,-80.2
791155432,-1.05,-137.04,3.5,16.49,-19.6,19.9,-79.9
794148445,-1.01,-140.28,3.3,17.18,-18.0,18.3,-79.6
797141458,-0.99,-143.32,3.1,17.64,-16.5,16.8,-79.2
800134471,-0.94,-146.46,3.0,18.48,-15.0,15.3,-78.9
803127484,-0.90,-149.30,2.8,19.32,-13.7,14.0,-78.5
806120497,-0.87,-151.92,2.6,20.09,-12.5,12.7,-78.0
809113510,-0.85,-154.76,2.6,20.50,-11.2,11.5,-77.1
812106523,-0.83,-157.28,2.5,21.00,-10.0,10.3,-76.1
