Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
1000000,-0.77,-17.22,90.8,22.65,-303.7,317.0,-73.4
4373452,-1.30,-29.40,53.8,13.35,-175.2,183.3,-72.9
7746904,-1.74,-42.26,36.1,10.00,-120.0,125.3,-73.3
11120356,-1.96,-56.18,24.2,8.91,-88.6,91.8,-74.7
14493808,-1.98,-70.95,16.4,8.81,-67.5,69.5,-76.3
17867260,-1.84,-83.51,11.7,9.49,-54.6,55.9,-77.9
21240712,-1.63,-95.30,8.5,10.69,-44.9,45.6,-79.3
24614164,-1.38,-105.61,6.2,12.62,-37.6,38.1,-80.6
27987616,-1.15,-114.47,4.7,15.13,-32.0,32.3,-81.7
31361068,-0.98,-122.30,3.7,17.84,-27.4,27.7,-82.4
34734520,-0.84,-129.28,2.9,20.78,-23.6,23.8,-82.9
38107972,-0.77,-135.64,2.6,22.46,-20.3,20.5,-82.7
41481424,-0.74,-141.51,2.4,23.44,-17.4,17.6,-82.2
44854876,-0.75,-147.04,2.4,23.07,-14.8,14.9,-80.9
48228328,-0.79,-152.33,2.4,21.97,-12.3,12.5,-78.9
51601780,-0.84,-157.47,2.5,20.71,-9.9,10.2,-75.8
54975232,-0.91,-162.66,2.7,19.10,-7.6,8.1,-70.6
58348684,-0.98,-167.77,2.9,17.73,-5.3,6.1,-61.9
61722136,-1.04,-172.90,3.0,16.70,-3.1,4.3,-45.8
65095588,-1.09,-177.95,3.1,15.93,-0.9,3.3,-15.8
68469040,-1.12,176.97,3.2,15.53,1.3,3.5,22.2
71842492,-1.14,171.99,3.3,15.32,3.5,4.8,46.8
75215944,-1.13,167.14,3.3,15.45,5.6,6.5,59.7
78589396,-1.09,162.47,3.2,15.94,7.7,8.3,67.3
81962848,-1.04,157.90,3.1,16.67,9.7,10.2,72.3
85336300,-0.97,153.58,3.0,17.87,11.7,12.1,75.8
88709752,-0.91,149.49,2.8,19.09,13.6,13.9,78.3
92083204,-0.84,145.59,2.6,20.79,15.4,15.7,80.3
95456656,-0.78,141.87,2.5,22.19,17.2,17.4,81.7
98830108,-0.74,138.32,2.4,23.42,19.0,19.1,82.7
102203560,-0.71,135.01,2.4,24.39,20.7,20.8,83.4
105577012,-0.69,131.70,2.4,25.16,22.4,22.5,83.9
108950464,-0.70,128.31,2.5,24.99,24.2,24.3,84.2
112323916,-0.73,125.06,2.6,23.96,25.9,26.1,84.2
115697368,-0.79,121.86,3.0,21.99,27.7,27.9,83.9
119070820,-0.87,118.62,3.4,19.99,29.6,29.8,83.5
122444272,-0.96,115.22,3.9,18.05,31.6,31.8,83.0
125817724,-1.09,111.82,4.5,16.03,33.6,34.0,82.3
129191176,-1.20,108.23,5.2,14.51,35.9,36.3,81.7
132564628,-1.32,104.54,6.1,13.15,38.3,38.8,81.0
135938080,-1.45,100.76,7.0,12.00,40.9,41.5,80.3
139311532,-1.58,96.80,8.1,11.03,43.7,44.5,79.6
142684984,-1.67,92.60,9.1,10.41,46.9,47.8,79.0
146058436,-1.75,88.42,10.2,9.97,50.3,51.4,78.5
149431888,-1.79,84.22,11.3,9.72,54.0,55.2,78.2
152805340,-1.81,79.96,12.4,9.62,58.1,59.4,78.0
156178792,-1.81,75.71,13.5,9.63,62.5,64.0,77.8
159552244,-1.78,71.65,14.6,9.78,67.2,68.8,77.7
162925696,-1.72,67.65,15.6,10.13,72.3,74.0,77.8
166299148,-1.63,63.91,16.3,10.70,77.7,79.4,78.1
169672600,-1.56,60.19,17.3,11.20,83.6,85.4,78.3
173046052,-1.47,56.74,18.2,11.87,89.7,91.6,78.5
176419504,-1.37,53.47,18.9,12.73,96.3,98.1,78.9
179792956,-1.29,50.35,19.9,13.52,103.2,105.1,79.1
183166408,-1.21,47.47,20.9,14.43,110.4,112.4,79.3
186539860,-1.13,44.54,22.1,15.35,118.6,120.6,79.4
189913312,-1.08,41.80,23.8,16.12,127.1,129.3,79.4
193286764,-1.04,38.98,26.1,16.73,136.9,139.3,79.2
196660216,-1.02,36.19,29.3,17.12,147.8,150.7,78.8
200033668,-1.02,33.66,33.7,17.04,158.8,162.3,78.0
203407120,-1.04,30.95,40.1,16.74,172.0,176.6,76.9
206780572,-1.07,28.09,49.1,16.30,187.8,194.1,75.3
210154024,-1.11,25.41,61.3,15.60,204.3,213.3,73.3
213527476,-1.18,22.43,80.3,14.74,224.7,238.6,70.3
216900928,-1.26,19.37,108.1,13.86,247.3,269.9,66.4
220274380,-1.33,16.18,149.4,13.13,271.7,310.1,61.2
