Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
1899999468,-1.20,92.22,6.6,14.50,47.7,48.1,82.1
1900550736,-1.19,91.44,6.6,14.62,48.3,48.8,82.2
1901102004,-1.29,91.84,7.1,13.52,47.9,48.4,81.5
1901653272,-1.32,91.12,7.4,13.22,48.5,49.0,81.3
1902204540,-1.28,90.78,7.2,13.63,48.8,49.3,81.6
1902755808,-1.30,90.97,7.3,13.38,48.6,49.2,81.5
1903307076,-1.30,90.70,7.3,13.39,48.9,49.4,81.5
1903858344,-1.35,90.10,7.7,12.92,49.3,49.9,81.2
1904409612,-1.35,90.36,7.6,12.92,49.1,49.7,81.1
1904960880,-1.50,90.01,8.5,11.64,49.3,50.0,80.2
1905512148,-1.36,89.60,7.8,12.78,49.7,50.3,81.1
1906063416,-1.44,89.22,8.3,12.08,50.0,50.7,80.5
1906614684,-1.50,89.13,8.7,11.59,50.0,50.8,80.1
1907165952,-1.45,88.79,8.4,12.00,50.4,51.1,80.5
1907717220,-1.45,88.84,8.4,12.01,50.3,51.0,80.5
1908268488,-1.62,88.49,9.4,10.78,50.4,51.3,79.4
1908819756,-1.53,87.90,9.0,11.40,51.0,51.8,80.0
1909371024,-1.53,87.97,9.1,11.35,51.0,51.8,79.9
1909922292,-1.61,87.35,9.6,10.82,51.4,52.3,79.4
1910473560,-1.59,87.15,9.5,10.94,51.6,52.5,79.5
1911024828,-1.64,86.46,10.0,10.60,52.2,53.1,79.2
1911576096,-1.65,85.93,10.1,10.53,52.7,53.6,79.1
1912127364,-1.68,86.09,10.2,10.37,52.5,53.5,79.0
1912678632,-1.71,85.63,10.5,10.17,52.9,53.9,78.7
1913229900,-1.70,84.90,10.6,10.24,53.5,54.6,78.8
1913781168,-1.68,84.72,10.5,10.37,53.7,54.7,78.9
1914332436,-1.79,84.42,11.2,9.75,53.9,55.0,78.2
1914883704,-1.77,84.01,11.2,9.84,54.3,55.4,78.3
1915434972,-1.77,83.68,11.2,9.87,54.6,55.7,78.4
1915986240,-1.80,83.10,11.6,9.68,55.1,56.3,78.1
1916537508,-1.87,83.01,12.0,9.35,55.0,56.3,77.7
1917088776,-1.83,82.70,11.8,9.54,55.4,56.7,77.9
1917640044,-1.79,82.16,11.7,9.76,56.0,57.2,78.2
1918191312,-1.79,82.64,11.6,9.73,55.5,56.7,78.2
1918742580,-1.86,81.67,12.3,9.39,56.3,57.7,77.7
1919293848,-1.85,81.68,12.2,9.45,56.4,57.7,77.8
1919845116,-1.85,81.14,12.4,9.42,56.9,58.2,77.7
1920396384,-1.83,80.64,12.3,9.53,57.4,58.7,77.9
1920947652,-1.88,79.80,12.9,9.26,58.1,59.5,77.5
1921498920,-1.88,79.88,12.9,9.26,58.1,59.5,77.5
1922050188,-1.89,79.18,13.1,9.24,58.7,60.2,77.4
1922601456,-1.90,79.03,13.2,9.17,58.9,60.3,77.3
1923152724,-1.85,78.54,13.0,9.41,59.5,60.9,77.6
1923703992,-1.95,78.57,13.7,8.93,59.2,60.8,77.0
1924255260,-1.95,78.44,13.7,8.94,59.4,60.9,77.0
1924806528,-1.93,77.90,13.7,9.04,60.0,61.5,77.1
1925357796,-1.95,78.12,13.8,8.97,59.7,61.3,77.0
1925909064,-1.98,77.31,14.2,8.83,60.5,62.1,76.8
1926460332,-1.85,76.78,13.5,9.41,61.3,62.8,77.5
1927011600,-1.87,76.52,13.7,9.34,61.5,63.0,77.4
1927562868,-1.80,76.31,13.3,9.66,61.9,63.3,77.8
1928114136,-1.83,75.35,13.8,9.51,62.9,64.4,77.6
1928665404,-1.87,75.11,14.2,9.32,63.1,64.6,77.3
1929216672,-1.79,75.02,13.6,9.74,63.3,64.8,77.9
1929767940,-1.81,74.65,13.9,9.62,63.7,65.2,77.7
1930319208,-1.88,74.30,14.5,9.29,63.9,65.6,77.2
1930870476,-1.88,74.07,14.5,9.29,64.2,65.8,77.2
1931421744,-1.89,73.65,14.8,9.21,64.6,66.3,77.1
1931973012,-1.85,72.94,14.7,9.43,65.5,67.2,77.3
1932524280,-1.77,73.08,14.1,9.85,65.5,67.0,77.9
1933075548,-1.74,72.61,14.0,10.01,66.1,67.6,78.1
1933626816,-1.79,72.11,14.5,9.77,66.6,68.2,77.7
1934178084,-1.76,71.83,14.4,9.90,67.0,68.6,77.9
1934729352,-1.76,71.63,14.5,9.91,67.3,68.8,77.9
1935280620,-1.79,71.09,14.9,9.76,67.9,69.5,77.6
1935831888,-1.66,70.95,13.9,10.48,68.3,69.7,78.5
1936383156,-1.63,70.64,13.8,10.67,68.7,70.1,78.7
1936934424,-1.64,70.93,13.7,10.65,68.4,69.7,78.7
1937485692,-1.65,70.17,14.1,10.58,69.3,70.7,78.5
1938036960,-1.64,69.87,14.1,10.59,69.7,71.1,78.5
1938588228,-1.58,69.63,13.7,11.02,70.1,71.4,79.0
1939139496,-1.53,69.06,13.4,11.40,71.0,72.2,79.3
1939690764,-1.48,68.53,13.2,11.76,71.7,73.0,79.6
1940242032,-1.49,67.95,13.5,11.71,72.5,73.7,79.5
1940793300,-1.44,68.03,13.0,12.08,72.5,73.6,79.8
1941344568,-1.43,67.50,13.1,12.20,73.2,74.4,79.9
1941895836,-1.44,67.43,13.2,12.11,73.3,74.5,79.8
1942447104,-1.44,67.18,13.3,12.06,73.6,74.8,79.7
1942998372,-1.43,66.99,13.3,12.16,73.9,75.1,79.8
1943549640,-1.43,66.69,13.3,12.21,74.3,75.5,79.8
1944100908,-1.42,66.10,13.5,12.25,75.1,76.4,79.8
1944652176,-1.39,66.37,13.2,12.48,74.8,76.0,80.0
1945203444,-1.38,65.98,13.2,12.58,75.4,76.6,80.1
1945754712,-1.37,65.74,13.1,12.75,75.8,76.9,80.2
1946305980,-1.36,65.35,13.2,12.81,76.4,77.5,80.2
1946857248,-1.31,65.51,12.7,13.29,76.2,77.3,80.6
1947408516,-1.30,65.71,12.6,13.34,76.0,77.0,80.6
1947959784,-1.27,65.17,12.5,13.66,76.8,77.8,80.8
1948511052,-1.25,65.70,12.1,13.92,76.1,77.0,81.0
1949062320,-1.15,64.78,11.4,15.18,77.6,78.5,81.7
1949613588,-1.14,65.13,11.2,15.21,77.1,77.9,81.7
1950164856,-1.18,64.30,11.8,14.74,78.3,79.2,81.4
1950716124,-1.05,64.44,10.5,16.54,78.3,79.0,82.3
1951267392,-1.05,63.94,10.7,16.56,79.1,79.8,82.3
1951818660,-1.13,63.91,11.5,15.34,78.9,79.8,81.7
1952369928,-1.11,63.75,11.3,15.68,79.2,80.1,81.9
1952921196,-1.03,63.94,10.4,16.96,79.1,79.8,82.5
1953472464,-0.95,63.54,9.8,18.34,79.9,80.5,83.0
1954023732,-0.96,63.31,9.9,18.13,80.2,80.8,82.9
1954575000,-0.86,63.17,9.0,20.19,80.6,81.1,83.7
1955126268,-0.82,63.37,8.5,21.26,80.4,80.8,84.0
1955677536,-0.80,62.29,8.6,21.61,82.1,82.5,84.0
1956228804,-0.76,62.55,8.1,22.84,81.7,82.1,84.4
1956780072,-0.73,62.88,7.7,23.86,81.3,81.6,84.6
1957331340,-0.75,62.87,7.9,23.20,81.3,81.6,84.5
1957882608,-0.72,62.54,7.6,24.18,81.8,82.2,84.7
1958433876,-0.71,62.77,7.5,24.43,81.5,81.8,84.7
1958985144,-0.75,62.29,8.0,23.19,82.2,82.6,84.4
1959536412,-0.66,61.98,7.2,26.22,82.8,83.1,85.1
1960087680,-0.67,62.09,7.2,25.99,82.6,82.9,85.0
1960638948,-0.62,62.08,6.6,28.21,82.7,83.0,85.4
1961190216,-0.69,61.90,7.5,25.06,82.9,83.2,84.8
1961741484,-0.69,61.87,7.5,25.28,82.9,83.3,84.9
1962292752,-0.63,62.32,6.7,27.64,82.3,82.6,85.3
1962844020,-0.61,61.63,6.7,28.31,83.4,83.7,85.4
1963395288,-0.61,62.10,6.6,28.43,82.7,82.9,85.4
1963946556,-0.62,61.64,6.7,28.24,83.4,83.7,85.4
1964497824,-0.64,61.95,6.9,27.13,82.9,83.2,85.2
1965049092,-0.52,61.79,5.7,33.36,83.3,83.5,86.1
1965600360,-0.57,61.57,6.3,30.40,83.6,83.8,85.7
1966151628,-0.51,61.90,5.5,33.98,83.1,83.3,86.2
1966702896,-0.43,61.65,4.7,40.34,83.6,83.7,86.8
1967254164,-0.39,61.42,4.3,44.85,84.0,84.1,87.1
1967805432,-0.42,61.04,4.7,41.12,84.6,84.8,86.8
1968356700,-0.43,61.05,4.8,40.39,84.6,84.7,86.8
1968907968,-0.38,60.84,4.3,45.24,85.0,85.1,87.1
1969459236,-0.34,60.71,3.9,50.74,85.2,85.3,87.4
1970010504,-0.37,61.26,4.0,47.52,84.3,84.4,87.3
1970561772,-0.33,61.07,3.7,52.44,84.6,84.7,87.5
1971113040,-0.35,61.11,3.9,49.27,84.6,84.7,87.3
1971664308,-0.37,61.14,4.1,47.50,84.5,84.6,87.2
1972215576,-0.37,60.73,4.2,46.46,85.2,85.3,87.2
1972766844,-0.38,60.85,4.3,45.23,85.0,85.1,87.1
1973318112,-0.39,60.94,4.3,44.78,84.8,84.9,87.1
1973869380,-0.40,61.02,4.5,43.39,84.7,84.8,87.0
1974420648,-0.41,60.80,4.6,41.94,85.0,85.2,86.9
1974971916,-0.34,60.77,3.8,50.96,85.2,85.2,87.4
1975523184,-0.33,60.75,3.7,53.13,85.2,85.3,87.5
1976074452,-0.37,61.02,4.2,46.62,84.7,84.8,87.2
1976625720,-0.36,60.43,4.1,48.15,85.7,85.8,87.3
1977176988,-0.35,60.78,4.0,49.31,85.1,85.2,87.3
1977728256,-0.37,60.75,4.1,47.30,85.2,85.3,87.2
1978279524,-0.35,60.92,3.9,49.71,84.9,85.0,87.4
1978830792,-0.38,60.94,4.2,46.04,84.8,84.9,87.2
1979382060,-0.36,60.71,4.0,48.87,85.2,85.3,87.3
1979933328,-0.38,60.88,4.3,45.72,84.9,85.0,87.1
1980484596,-0.34,60.74,3.9,50.52,85.2,85.3,87.4
1981035864,-0.41,60.83,4.6,42.40,85.0,85.1,86.9
1981587132,-0.41,61.20,4.6,41.93,84.4,84.5,86.9
1982138400,-0.43,60.96,4.8,40.51,84.7,84.9,86.8
1982689668,-0.44,60.94,4.9,39.74,84.8,84.9,86.7
1983240936,-0.47,61.25,5.2,37.31,84.2,84.4,86.5
1983792204,-0.51,60.77,5.8,33.86,85.0,85.2,86.1
1984343472,-0.54,60.79,6.0,32.33,84.9,85.1,85.9
1984894740,-0.55,60.84,6.1,31.85,84.8,85.0,85.9
1985446008,-0.60,60.96,6.6,29.17,84.6,84.8,85.5
1985997276,-0.62,60.77,7.0,27.99,84.8,85.1,85.3
1986548544,-0.57,60.39,6.4,30.74,85.6,85.8,85.7
1987099812,-0.59,60.47,6.6,29.65,85.4,85.7,85.6
1987651080,-0.59,60.26,6.7,29.60,85.8,86.0,85.5
1988202348,-0.59,60.25,6.7,29.50,85.8,86.0,85.5
1988753616,-0.62,60.17,7.1,27.86,85.9,86.2,85.3
