Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
1000000,-0.79,-16.94,95.9,21.97,-306.4,321.1,-72.6
4373452,-1.32,-29.07,55.6,13.15,-176.6,185.1,-72.5
7746904,-1.76,-41.82,37.1,9.88,-121.0,126.6,-72.9
11120356,-1.98,-55.72,24.9,8.81,-89.3,92.7,-74.4
14493808,-2.02,-70.47,16.9,8.64,-68.0,70.1,-76.0
17867260,-1.89,-83.05,12.1,9.25,-55.0,56.3,-77.6
21240712,-1.68,-94.97,8.8,10.40,-45.1,45.9,-79.0
24614164,-1.43,-105.22,6.5,12.19,-37.8,38.4,-80.3
27987616,-1.20,-114.14,4.9,14.55,-32.2,32.5,-81.4
31361068,-1.02,-122.04,3.8,17.11,-27.6,27.8,-82.1
34734520,-0.87,-128.99,3.1,20.04,-23.8,24.0,-82.7
38107972,-0.80,-135.36,2.7,21.68,-20.5,20.7,-82.5
41481424,-0.77,-141.24,2.5,22.69,-17.6,17.7,-82.0
44854876,-0.77,-146.72,2.4,22.52,-14.9,15.1,-80.8
48228328,-0.80,-152.00,2.4,21.73,-12.4,12.7,-78.9
51601780,-0.85,-157.11,2.6,20.38,-10.1,10.4,-75.8
54975232,-0.91,-162.29,2.7,19.06,-7.8,8.2,-70.9
58348684,-0.99,-167.38,2.9,17.54,-5.5,6.2,-62.4
61722136,-1.04,-172.48,3.0,16.66,-3.3,4.5,-47.4
65095588,-1.10,-177.58,3.2,15.79,-1.1,3.3,-18.4
68469040,-1.13,177.39,3.3,15.35,1.1,3.5,19.2
71842492,-1.15,172.45,3.3,15.06,3.3,4.7,44.6
75215944,-1.14,167.57,3.3,15.26,5.4,6.4,58.5
78589396,-1.12,162.88,3.3,15.58,7.5,8.2,66.3
81962848,-1.07,158.33,3.2,16.31,9.5,10.0,71.6
85336300,-1.00,153.96,3.0,17.39,11.5,11.9,75.3
88709752,-0.94,149.86,2.9,18.50,13.4,13.7,77.8
92083204,-0.87,145.88,2.8,19.88,15.3,15.5,79.8
95456656,-0.81,142.17,2.6,21.38,17.1,17.3,81.3
98830108,-0.77,138.61,2.5,22.66,18.8,19.0,82.4
102203560,-0.73,135.28,2.5,23.79,20.5,20.7,83.2
105577012,-0.72,131.94,2.5,24.24,22.2,22.4,83.7
108950464,-0.71,128.52,2.5,24.41,24.1,24.2,84.0
112323916,-0.74,125.31,2.7,23.40,25.8,25.9,84.0
115697368,-0.80,122.04,3.0,21.65,27.6,27.8,83.8
119070820,-0.88,118.86,3.4,19.82,29.4,29.6,83.4
122444272,-0.97,115.51,3.9,17.93,31.4,31.6,82.9
125817724,-1.08,112.03,4.5,16.04,33.5,33.8,82.3
129191176,-1.20,108.53,5.2,14.50,35.7,36.1,81.7
132564628,-1.33,104.83,6.1,13.10,38.1,38.6,81.0
135938080,-1.45,101.12,7.0,11.99,40.6,41.2,80.3
139311532,-1.58,97.16,8.0,11.01,43.5,44.2,79.5
142684984,-1.68,92.97,9.1,10.39,46.6,47.5,79.0
146058436,-1.75,88.79,10.2,9.93,50.0,51.0,78.5
149431888,-1.81,84.61,11.3,9.65,53.7,54.8,78.1
152805340,-1.83,80.37,12.4,9.52,57.7,59.0,77.8
156178792,-1.83,76.06,13.6,9.52,62.1,63.6,77.7
159552244,-1.81,72.02,14.7,9.66,66.7,68.3,77.6
162925696,-1.76,67.94,15.8,9.89,71.8,73.6,77.6
166299148,-1.67,64.27,16.6,10.43,77.1,78.8,77.9
169672600,-1.61,60.55,17.7,10.82,82.8,84.7,77.9
173046052,-1.52,57.07,18.7,11.44,88.9,90.9,78.1
176419504,-1.43,53.79,19.5,12.21,95.4,97.4,78.5
179792956,-1.34,50.63,20.5,13.02,102.4,104.4,78.7
183166408,-1.26,47.69,21.6,13.76,109.6,111.7,78.8
186539860,-1.19,44.79,23.0,14.57,117.5,119.7,78.9
189913312,-1.14,42.04,24.7,15.26,125.9,128.3,78.9
193286764,-1.10,39.23,27.3,15.77,135.4,138.2,78.6
196660216,-1.08,36.39,30.8,16.06,146.3,149.5,78.1
200033668,-1.09,33.88,35.5,15.92,156.8,160.8,77.3
203407120,-1.12,31.10,42.3,15.60,169.9,175.1,76.0
206780572,-1.14,28.33,51.3,15.25,184.8,191.7,74.5
210154024,-1.19,25.51,64.1,14.67,201.6,211.5,72.4
213527476,-1.24,22.53,83.0,13.98,221.2,236.2,69.4
216900928,-1.32,19.57,110.1,13.18,241.5,265.4,65.5
220274380,-1.39,16.36,150.8,12.50,263.9,304.0,60.3
223647832,-1.48,13.05,212.1,11.75,279.3,350.7,52.8
227021284,-1.55,9.66,297.5,11.25,278.6,407.6,43.1
230394736,-1.61,6.05,408.8,10.81,230.9,469.5,29.5
233768188,-1.67,2.43,496.3,10.41,108.6,508.1,12.3
237141640,-1.71,-1.28,503.3,10.20,-56.9,506.5,-6.5
240515092,-1.73,-5.12,420.2,10.09,-187.3,460.1,-24.0
243888544,-1.72,-8.92,313.7,10.13,-244.0,397.4,-37.9
247261996,-1.70,-12.87,222.2,10.25,-251.1,335.3,-48.5
250635448,-1.65,-16.49,161.3,10.55,-239.5,288.8,-56.0
254008900,-1.61,-20.27,117.7,10.82,-218.8,248.5,-61.7
257382352,-1.52,-23.88,86.9,11.49,-200.7,218.7,-66.6
260755804,-1.43,-27.51,65.4,12.15,-182.3,193.6,-70.3
264129256,-1.34,-30.93,50.3,12.96,-166.7,174.1,-73.2
267502708,-1.25,-34.31,39.2,13.90,-152.8,157.8,-75.6
270876160,-1.15,-37.44,31.0,15.08,-141.5,144.8,-77.6
274249612,-1.07,-40.47,25.1,16.21,-131.4,133.8,-79.2
277623064,-1.01,-43.59,20.6,17.23,-122.0,123.8,-80.4
280996516,-0.94,-46.40,17.2,18.40,-114.5,115.8,-81.4
284369968,-0.89,-49.12,14.6,19.58,-107.8,108.8,-82.3
287743420,-0.85,-51.90,12.7,20.43,-101.5,102.3,-82.9
291116872,-0.85,-54.63,11.5,20.47,-95.7,96.4,-83.2
294490324,-0.86,-57.25,10.7,20.19,-90.6,91.3,-83.3
297863776,-0.89,-59.94,10.2,19.57,-85.8,86.4,-83.2
301237228,-0.93,-62.69,9.8,18.66,-81.2,81.8,-83.1
304610680,-1.01,-65.44,9.8,17.30,-76.9,77.6,-82.7
307984132,-1.08,-68.20,9.8,16.17,-73.0,73.6,-82.4
311357584,-1.17,-71.09,9.9,14.82,-69.1,69.8,-81.8
314731036,-1.30,-74.06,10.2,13.43,-65.3,66.1,-81.1
318104488,-1.40,-77.23,10.2,12.45,-61.6,62.4,-80.6
321477940,-1.52,-80.46,10.4,11.46,-58.0,59.0,-79.9
324851392,-1.66,-83.86,10.5,10.50,-54.5,55.6,-79.1
328224844,-1.79,-87.42,10.6,9.75,-51.2,52.3,-78.3
331598296,-1.90,-91.01,10.6,9.16,-48.0,49.1,-77.5
334971748,-2.01,-94.75,10.5,8.68,-44.9,46.1,-76.8
338345200,-2.08,-98.64,10.3,8.37,-41.9,43.2,-76.2
341718652,-2.16,-102.50,10.1,8.10,-39.1,40.4,-75.6
345092104,-2.21,-106.54,9.8,7.91,-36.4,37.7,-75.0
348465556,-2.23,-110.49,9.4,7.82,-33.9,35.1,-74.5
351839008,-2.24,-114.47,9.0,7.81,-31.4,32.7,-74.0
355212460,-2.22,-118.28,8.6,7.85,-29.2,30.5,-73.6
358585912,-2.19,-121.99,8.2,7.97,-27.2,28.4,-73.3
361959364,-2.14,-125.56,7.7,8.16,-25.2,26.4,-73.0
365332816,-2.09,-129.01,7.3,8.36,-23.4,24.5,-72.6
368706268,-2.06,-132.28,7.0,8.49,-21.7,22.9,-72.1
372079720,-2.01,-135.44,6.7,8.68,-20.2,21.3,-71.6
375453172,-1.97,-138.44,6.4,8.88,-18.7,19.8,-71.0
378826624,-1.95,-141.38,6.3,8.94,-17.3,18.4,-70.0
382200076,-1.94,-144.09,6.1,9.00,-16.0,17.1,-69.0
385573528,-1.95,-146.82,6.1,8.96,-14.7,15.9,-67.6
388946980,-1.96,-149.34,6.0,8.89,-13.5,14.8,-65.9
392320432,-1.99,-151.89,6.1,8.75,-12.3,13.8,-63.8
395693884,-2.04,-154.41,6.1,8.55,-11.2,12.8,-61.2
399067336,-2.10,-156.84,6.3,8.30,-10.1,11.9,-58.1
402440788,-2.18,-159.24,6.5,8.01,-9.0,11.1,-54.4
405814240,-2.26,-161.65,6.6,7.72,-7.9,10.4,-50.1
409187692,-2.36,-164.02,6.9,7.42,-6.9,9.7,-45.1
412561144,-2.44,-166.36,7.1,7.17,-5.9,9.2,-39.7
415934596,-2.55,-168.68,7.3,6.87,-4.8,8.8,-33.4
419308048,-2.64,-171.07,7.6,6.63,-3.8,8.5,-26.7
422681500,-2.74,-173.41,7.8,6.40,-2.8,8.3,-19.7
426054952,-2.83,-175.81,8.1,6.20,-1.8,8.3,-12.4
429428404,-2.90,-178.09,8.3,6.04,-0.8,8.3,-5.6
432801856,-2.98,179.53,8.5,5.89,0.2,8.5,1.3
436175308,-3.03,177.15,8.6,5.79,1.2,8.7,7.9
439548760,-3.07,174.78,8.7,5.73,2.2,9.0,14.2
442922212,-3.08,172.42,8.8,5.70,3.2,9.4,20.0
446295664,-3.07,170.17,8.8,5.71,4.2,9.7,25.3
449669116,-3.04,167.89,8.8,5.77,5.1,10.2,30.4
453042568,-3.01,165.61,8.7,5.82,6.1,10.7,35.1
456416020,-2.94,163.29,8.6,5.96,7.1,11.1,39.8
459789472,-2.87,161.11,8.4,6.10,8.1,11.7,43.9
463162924,-2.79,158.97,8.2,6.29,9.0,12.2,47.7
466536376,-2.69,156.91,8.0,6.51,10.0,12.8,51.3
469909828,-2.59,154.84,7.8,6.76,10.9,13.4,54.6
473283280,-2.49,152.73,7.5,7.04,11.9,14.0,57.7
476656732,-2.38,150.86,7.3,7.33,12.7,14.7,60.3
480030184,-2.29,148.93,7.0,7.64,13.6,15.4,62.7
483403636,-2.19,147.13,6.8,7.96,14.5,16.0,64.8
486777088,-2.12,145.32,6.7,8.22,15.4,16.7,66.5
490150540,-2.07,143.53,6.6,8.45,16.2,17.5,68.0
493523992,-2.01,141.77,6.5,8.67,17.1,18.2,69.3
496897444,-1.98,139.92,6.4,8.82,18.0,19.1,70.4
500270896,-1.99,138.23,6.5,8.77,18.8,19.9,70.9
503644348,-1.99,136.31,6.6,8.76,19.7,20.8,71.5
507017800,-2.02,134.35,6.8,8.62,20.7,21.8,71.8
510391252,-2.06,132.41,7.0,8.48,21.7,22.8,72.0
513764704,-2.11,130.35,7.3,8.26,22.7,23.9,72.1
517138156,-2.18,128.29,7.7,8.02,23.8,25.0,72.1
520511608,-2.25,125.85,8.1,7.76,25.0,26.3,72.1
523885060,-2.33,123.43,8.6,7.50,26.3,27.6,72.0
527258512,-2.40,120.79,9.0,7.27,27.7,29.1,71.9
530631964,-2.50,118.08,9.6,7.00,29.2,30.7,71.7
534005416,-2.57,115.22,10.2,6.80,30.8,32.4,71.6
537378868,-2.62,112.20,10.7,6.69,32.5,34.2,71.7
540752320,-2.68,109.10,11.4,6.53,34.4,36.2,71.6
544125772,-2.71,105.79,12.0,6.47,36.4,38.3,71.8
547499224,-2.73,102.41,12.6,6.42,38.6,40.6,71.9
550872676,-2.73,99.10,13.2,6.41,40.9,43.0,72.1
554246128,-2.72,95.59,13.9,6.45,43.4,45.6,72.3
557619580,-2.65,92.09,14.3,6.61,46.1,48.3,72.8
560993032,-2.59,88.84,14.8,6.76,48.8,51.0,73.2
