Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
1000000,-0.79,-16.85,96.7,22.02,-307.9,322.7,-72.6
4373452,-1.32,-28.98,55.9,13.14,-177.0,185.6,-72.5
7746904,-1.76,-41.81,37.0,9.91,-121.1,126.7,-73.0
11120356,-1.98,-55.76,24.9,8.79,-89.2,92.6,-74.4
14493808,-2.02,-70.46,16.9,8.66,-68.0,70.1,-76.0
17867260,-1.87,-83.07,12.0,9.31,-55.0,56.3,-77.7
21240712,-1.68,-94.97,8.8,10.39,-45.1,45.9,-79.0
24614164,-1.42,-105.23,6.4,12.27,-37.8,38.4,-80.3
27987616,-1.19,-114.12,4.9,14.61,-32.2,32.5,-81.4
31361068,-1.01,-122.01,3.8,17.23,-27.6,27.8,-82.2
34734520,-0.88,-128.98,3.1,19.84,-23.8,24.0,-82.6
38107972,-0.79,-135.33,2.7,21.90,-20.5,20.7,-82.6
41481424,-0.77,-141.16,2.5,22.69,-17.6,17.8,-82.0
44854876,-0.78,-146.68,2.4,22.35,-14.9,15.1,-80.7
48228328,-0.80,-151.98,2.4,21.75,-12.4,12.7,-78.9
51601780,-0.85,-157.13,2.5,20.45,-10.1,10.4,-75.8
54975232,-0.92,-162.33,2.7,18.96,-7.8,8.2,-70.8
58348684,-0.99,-167.36,2.9,17.58,-5.5,6.2,-62.5
61722136,-1.05,-172.46,3.0,16.50,-3.3,4.5,-47.1
65095588,-1.11,-177.55,3.2,15.70,-1.1,3.4,-18.5
68469040,-1.14,177.41,3.3,15.28,1.1,3.5,19.0
71842492,-1.15,172.43,3.3,15.07,3.3,4.7,44.7
75215944,-1.15,167.58,3.3,15.14,5.4,6.4,58.3
78589396,-1.11,162.88,3.3,15.65,7.5,8.2,66.4
81962848,-1.07,158.32,3.2,16.31,9.5,10.1,71.6
85336300,-1.01,153.95,3.0,17.27,11.5,11.9,75.2
88709752,-0.94,149.86,2.9,18.52,13.4,13.7,77.8
92083204,-0.87,145.93,2.7,19.95,15.3,15.5,79.8
