Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
1000000,-0.80,-16.76,99.1,21.64,-308.4,323.9,-72.2
4373452,-1.33,-28.97,56.1,13.10,-177.0,185.7,-72.4
7746904,-1.77,-41.80,37.2,9.86,-121.1,126.6,-72.9
11120356,-1.99,-55.72,25.0,8.75,-89.2,92.6,-74.3
14493808,-2.03,-70.47,17.0,8.61,-68.0,70.1,-76.0
17867260,-1.88,-83.04,12.1,9.27,-55.0,56.3,-77.6
21240712,-1.68,-94.91,8.8,10.38,-45.1,46.0,-79.0
24614164,-1.43,-105.15,6.5,12.19,-37.9,38.4,-80.3
27987616,-1.20,-114.08,4.9,14.55,-32.2,32.6,-81.4
31361068,-1.01,-121.90,3.8,17.14,-27.6,27.9,-82.1
34734520,-0.88,-128.88,3.1,19.81,-23.8,24.0,-82.6
38107972,-0.81,-135.26,2.7,21.56,-20.5,20.7,-82.5
41481424,-0.77,-141.10,2.5,22.51,-17.6,17.8,-81.9
44854876,-0.77,-146.60,2.4,22.44,-15.0,15.2,-80.8
48228328,-0.81,-151.94,2.5,21.45,-12.5,12.7,-78.8
51601780,-0.86,-157.04,2.6,20.13,-10.1,10.5,-75.7
54975232,-0.93,-162.21,2.7,18.72,-7.8,8.3,-70.7
58348684,-1.00,-167.30,2.9,17.42,-5.5,6.3,-62.3
61722136,-1.07,-172.42,3.1,16.32,-3.3,4.5,-47.0
65095588,-1.12,-177.52,3.2,15.56,-1.1,3.4,-18.6
68469040,-1.14,177.45,3.3,15.21,1.1,3.5,18.6
71842492,-1.17,172.47,3.4,14.93,3.3,4.7,44.3
75215944,-1.15,167.66,3.3,15.12,5.4,6.3,58.1
78589396,-1.12,162.91,3.3,15.54,7.5,8.2,66.3
81962848,-1.07,158.42,3.2,16.30,9.5,10.0,71.5
85336300,-1.01,154.03,3.1,17.17,11.5,11.9,75.1
88709752,-0.94,149.96,2.9,18.50,13.4,13.7,77.8
92083204,-0.87,146.01,2.7,19.95,15.2,15.5,79.8
95456656,-0.81,142.26,2.6,21.43,17.0,17.2,81.3
98830108,-0.77,138.75,2.5,22.58,18.8,18.9,82.3
102203560,-0.74,135.42,2.5,23.43,20.5,20.6,83.1
105577012,-0.72,132.07,2.5,24.26,22.2,22.3,83.7
108950464,-0.72,128.72,2.6,24.00,23.9,24.1,83.9
112323916,-0.75,125.45,2.7,23.17,25.7,25.9,83.9
115697368,-0.81,122.23,3.0,21.38,27.5,27.7,83.7
119070820,-0.88,118.97,3.4,19.65,29.4,29.6,83.3
122444272,-0.98,115.60,3.9,17.72,31.3,31.6,82.8
125817724,-1.10,112.19,4.6,15.88,33.4,33.7,82.2
129191176,-1.22,108.65,5.3,14.32,35.6,36.0,81.6
132564628,-1.34,104.94,6.1,12.95,38.0,38.5,80.9
135938080,-1.46,101.20,7.0,11.94,40.6,41.2,80.2
139311532,-1.59,97.20,8.1,10.93,43.4,44.2,79.5
142684984,-1.68,93.03,9.1,10.36,46.6,47.5,79.0
146058436,-1.76,88.89,10.2,9.89,49.9,51.0,78.4
149431888,-1.82,84.67,11.3,9.60,53.6,54.8,78.1
152805340,-1.84,80.43,12.4,9.49,57.6,58.9,77.8
156178792,-1.84,76.14,13.6,9.49,62.0,63.5,77.6
159552244,-1.81,72.10,14.7,9.65,66.6,68.2,77.6
162925696,-1.76,68.10,15.7,9.92,71.6,73.3,77.6
166299148,-1.68,64.39,16.5,10.40,76.9,78.6,77.9
169672600,-1.61,60.63,17.7,10.84,82.7,84.6,77.9
173046052,-1.52,57.18,18.6,11.45,88.8,90.7,78.2
176419504,-1.42,53.93,19.3,12.26,95.2,97.1,78.5
179792956,-1.34,50.77,20.4,12.97,102.0,104.1,78.7
183166408,-1.26,47.88,21.4,13.79,109.1,111.2,78.9
186539860,-1.19,44.94,22.8,14.59,117.1,119.3,79.0
189913312,-1.14,42.18,24.6,15.28,125.5,127.9,78.9
193286764,-1.10,39.39,26.9,15.85,134.9,137.6,78.7
196660216,-1.07,36.51,30.4,16.19,145.9,149.0,78.2
200033668,-1.08,34.08,34.6,16.17,156.1,159.9,77.5
203407120,-1.11,31.34,41.5,15.71,168.8,173.8,76.2
206780572,-1.13,28.49,50.4,15.37,184.0,190.8,74.7
210154024,-1.17,25.74,62.5,14.83,200.4,209.9,72.7
213527476,-1.24,22.77,81.2,14.05,219.6,234.1,69.7
216900928,-1.31,19.71,108.2,13.28,240.9,264.1,65.8
220274380,-1.38,16.51,148.3,12.58,263.3,302.2,60.6
223647832,-1.46,13.21,207.9,11.92,281.2,349.7,53.5
227021284,-1.52,9.82,293.1,11.45,283.9,408.1,44.1
230394736,-1.60,6.25,403.1,10.87,236.4,467.3,30.4
233768188,-1.65,2.63,498.3,10.55,119.6,512.4,13.5
237141640,-1.69,-1.18,511.2,10.34,-54.0,514.0,-6.0
240515092,-1.69,-4.95,430.0,10.28,-189.1,469.8,-23.7
243888544,-1.69,-8.73,320.3,10.33,-248.7,405.5,-37.8
247261996,-1.67,-12.59,227.0,10.45,-256.2,342.3,-48.5
250635448,-1.62,-16.34,162.4,10.72,-242.8,292.1,-56.2
254008900,-1.57,-20.03,118.3,11.07,-222.6,252.1,-62.0
257382352,-1.48,-23.59,87.4,11.74,-203.8,221.7,-66.8
260755804,-1.40,-27.23,65.3,12.45,-184.8,196.0,-70.5
264129256,-1.30,-30.61,49.9,13.39,-169.1,176.3,-73.6
267502708,-1.21,-33.93,38.8,14.39,-155.1,159.8,-76.0
270876160,-1.10,-37.15,30.2,15.76,-143.1,146.2,-78.1
274249612,-1.03,-40.21,24.3,16.94,-132.7,134.9,-79.6
277623064,-0.95,-43.17,19.9,18.26,-123.6,125.2,-80.9
280996516,-0.88,-46.06,16.3,19.74,-115.7,116.8,-82.0
284369968,-0.83,-48.83,13.8,21.00,-108.7,109.6,-82.8
287743420,-0.79,-51.53,11.9,22.06,-102.5,103.2,-83.4
291116872,-0.78,-54.29,10.7,22.36,-96.6,97.2,-83.7
294490324,-0.79,-56.90,10.0,21.95,-91.4,92.0,-83.8
297863776,-0.81,-59.65,9.4,21.37,-86.4,87.0,-83.8
301237228,-0.86,-62.35,9.2,20.19,-81.9,82.4,-83.6
304610680,-0.91,-64.96,9.1,19.01,-77.8,78.3,-83.4
307984132,-0.97,-67.84,8.9,17.89,-73.6,74.1,-83.1
311357584,-1.07,-70.72,9.1,16.33,-69.7,70.3,-82.6
314731036,-1.17,-73.67,9.3,14.85,-65.9,66.6,-82.0
318104488,-1.27,-76.74,9.4,13.71,-62.3,63.0,-81.4
321477940,-1.39,-79.92,9.6,12.53,-58.8,59.5,-80.7
324851392,-1.51,-83.27,9.7,11.53,-55.3,56.2,-80.0
328224844,-1.62,-86.94,9.7,10.74,-51.8,52.7,-79.3
331598296,-1.73,-90.51,9.7,10.07,-48.6,49.6,-78.7
334971748,-1.82,-94.23,9.6,9.59,-45.5,46.5,-78.1
338345200,-1.88,-98.15,9.4,9.28,-42.5,43.5,-77.6
341718652,-1.94,-102.12,9.1,8.99,-39.6,40.6,-77.0
345092104,-1.99,-106.06,8.9,8.77,-36.9,37.9,-76.5
348465556,-2.00,-110.02,8.5,8.71,-34.3,35.3,-76.1
351839008,-1.99,-114.02,8.1,8.78,-31.9,32.9,-75.8
355212460,-1.95,-117.89,7.6,8.96,-29.6,30.6,-75.7
358585912,-1.92,-121.63,7.2,9.10,-27.5,28.4,-75.4
361959364,-1.84,-125.24,6.7,9.46,-25.5,26.4,-75.3
365332816,-1.77,-128.79,6.2,9.83,-23.7,24.5,-75.2
368706268,-1.71,-132.19,5.9,10.17,-21.9,22.7,-75.0
372079720,-1.65,-135.46,5.5,10.54,-20.3,21.0,-74.7
375453172,-1.58,-138.55,5.2,11.05,-18.7,19.4,-74.6
378826624,-1.54,-141.61,4.9,11.34,-17.3,17.9,-74.0
382200076,-1.49,-144.49,4.7,11.65,-15.9,16.6,-73.4
385573528,-1.47,-147.32,4.6,11.87,-14.5,15.2,-72.6
388946980,-1.46,-150.18,4.5,11.91,-13.2,14.0,-71.2
392320432,-1.47,-152.94,4.5,11.85,-11.9,12.7,-69.5
395693884,-1.49,-155.66,4.5,11.69,-10.7,11.6,-67.3
399067336,-1.53,-158.44,4.5,11.40,-9.4,10.5,-64.3
402440788,-1.58,-161.19,4.7,11.00,-8.2,9.4,-60.4
405814240,-1.65,-163.89,4.8,10.58,-7.0,8.5,-55.5
409187692,-1.73,-166.74,5.0,10.06,-5.8,7.6,-48.8
412561144,-1.82,-169.61,5.3,9.56,-4.5,6.9,-40.4
415934596,-1.93,-172.56,5.5,9.05,-3.2,6.4,-30.1
419308048,-2.05,-175.58,5.9,8.53,-1.9,6.2,-18.0
422681500,-2.16,-178.67,6.2,8.09,-0.6,6.2,-5.3
426054952,-2.28,178.22,6.5,7.65,0.8,6.6,6.7
429428404,-2.41,175.01,6.9,7.27,2.1,7.2,17.2
432801856,-2.53,171.75,7.3,6.93,3.5,8.1,25.9
436175308,-2.64,168.49,7.6,6.63,4.9,9.1,32.9
439548760,-2.75,165.30,8.0,6.36,6.3,10.2,38.2
442922212,-2.85,162.04,8.3,6.15,7.7,11.3,42.7
446295664,-2.96,159.04,8.7,5.92,9.0,12.5,45.8
449669116,-3.07,156.18,9.1,5.72,10.2,13.7,48.3
453042568,-3.17,153.54,9.5,5.53,11.4,14.8,50.0
456416020,-3.30,151.07,10.0,5.32,12.4,15.9,51.2
459789472,-3.42,149.05,10.4,5.15,13.3,16.9,51.9
463162924,-3.55,147.25,10.9,4.97,14.0,17.8,52.2
466536376,-3.68,145.81,11.4,4.79,14.6,18.6,52.1
469909828,-3.81,144.62,11.8,4.63,15.1,19.2,52.0
473283280,-3.92,143.93,12.2,4.51,15.4,19.6,51.6
476656732,-4.02,143.39,12.5,4.40,15.6,20.0,51.2
480030184,-4.07,143.04,12.7,4.34,15.7,20.2,51.0
483403636,-4.08,142.80,12.8,4.34,15.8,20.3,51.2
486777088,-4.05,142.41,12.7,4.36,16.0,20.4,51.6
490150540,-4.02,142.22,12.6,4.40,16.1,20.5,51.9
493523992,-3.93,141.79,12.4,4.50,16.4,20.5,52.9
496897444,-3.82,141.17,12.1,4.62,16.7,20.6,54.1
500270896,-3.72,140.44,11.9,4.74,17.1,20.8,55.2
503644348,-3.61,139.38,11.6,4.89,17.6,21.1,56.7
507017800,-3.51,138.18,11.4,5.02,18.2,21.5,58.1
510391252,-3.42,136.83,11.2,5.15,18.9,22.0,59.5
513764704,-3.33,135.27,11.0,5.28,19.7,22.6,60.8
517138156,-3.26,133.46,10.9,5.39,20.6,23.3,62.1
520511608,-3.22,131.47,11.0,5.45,21.6,24.3,63.1
523885060,-3.19,129.25,11.0,5.51,22.8,25.3,64.1
527258512,-3.15,126.87,11.1,5.57,24.0,26.5,65.1
530631964,-3.15,124.35,11.4,5.57,25.3,27.7,65.8
534005416,-3.15,121.54,11.6,5.58,26.8,29.2,66.5
537378868,-3.14,118.58,12.0,5.59,28.4,30.8,67.2
540752320,-3.14,115.44,12.3,5.59,30.2,32.6,67.8
544125772,-3.12,112.15,12.7,5.63,32.1,34.5,68.4
547499224,-3.10,108.72,13.1,5.67,34.2,36.6,69.0
550872676,-3.07,105.27,13.6,5.72,36.4,38.8,69.5
554246128,-3.02,101.51,14.1,5.81,38.9,41.3,70.1
557619580,-2.94,97.97,14.4,5.97,41.4,43.8,70.8
560993032,-2.86,94.30,14.8,6.13,44.1,46.6,71.4
564366484,-2.75,90.80,15.1,6.38,47.0,49.3,72.2
567739936,-2.64,87.29,15.4,6.63,50.0,52.3,72.8
571113388,-2.51,83.91,15.6,6.98,53.1,55.4,73.6
574486840,-2.40,80.58,16.0,7.29,56.4,58.6,74.2
577860292,-2.23,77.21,16.0,7.84,60.1,62.2,75.1
581233744,-2.10,74.15,16.1,8.33,63.6,65.6,75.8
584607196,-1.96,71.20,16.2,8.90,67.3,69.2,76.5
587980648,-1.80,68.35,16.0,9.70,71.2,73.0,77.4
591354100,-1.68,65.53,16.1,10.39,75.3,77.0,78.0
594727552,-1.57,62.81,16.3,11.08,79.5,81.1,78.4
598101004,-1.46,60.26,16.3,11.92,83.8,85.4,79.0
601474456,-1.36,57.69,16.4,12.82,88.5,90.0,79.5
604847908,-1.28,55.08,16.9,13.57,93.5,95.0,79.8
608221360,-1.17,52.49,16.9,14.84,99.1,100.5,80.3
611594812,-1.14,49.95,18.0,15.25,104.8,106.3,80.2
614968264,-1.09,47.54,18.8,16.02,110.9,112.4,80.4
618341716,-1.04,44.84,20.1,16.78,118.3,120.0,80.4
621715168,-1.00,42.14,21.8,17.36,126.5,128.4,80.2
625088620,-0.97,39.39,24.0,17.89,135.9,138.0,80.0
628462072,-0.95,36.60,27.1,18.22,146.7,149.2,79.5
631835524,-0.94,33.52,31.4,18.55,160.4,163.4,78.9
635208976,-0.94,30.41,37.6,18.60,176.5,180.5,78.0
638582428,-0.89,27.06,44.5,19.63,198.4,203.3,77.3
641955880,-0.83,23.75,53.8,20.89,225.6,231.9,76.6
645329332,-0.81,20.45,69.1,21.54,259.4,268.4,75.1
648702784,-0.76,16.92,93.0,22.89,308.9,322.6,73.3
652076236,-0.72,13.27,137.1,24.24,381.1,405.0,70.2
655449688,-0.64,9.53,224.2,27.02,500.5,548.4,65.9
658823140,-0.56,5.81,446.6,31.09,702.1,832.1,57.5
662196592,-0.45,2.12,1274.8,38.43,907.4,1564.8,35.4
665570044,-0.35,-1.45,1777.7,49.29,-1104.7,2093.0,-31.9
668943496,-0.25,-4.91,354.6,68.96,-1046.3,1104.8,-71.3
672316948,-0.12,-8.84,57.3,145.68,-641.6,644.2,-84.9
675690400,0.00,-12.78,0.0,?,-446.3,446.3,-90.0
679063852,0.00,-16.38,0.0,?,-347.4,347.4,-90.0
682437304,0.00,-20.09,0.0,?,-282.2,282.2,-90.0
685810756,0.00,-23.33,0.0,?,-242.2,242.2,-90.0
689184208,0.00,-26.94,0.0,?,-208.8,208.8,-90.0
692557660,0.00,-30.13,0.0,?,-185.8,185.8,-90.0
695931112,0.00,-33.29,0.0,?,-167.3,167.3,-90.0
699304564,0.00,-36.58,0.0,?,-151.3,151.3,-90.0
702678016,0.00,-39.72,0.0,?,-138.4,138.4,-90.0
706051468,0.00,-42.97,0.0,?,-127.0,127.0,-90.0
709424920,0.00,-45.97,0.0,?,-117.9,117.9,-90.0
712798372,0.00,-49.06,0.0,?,-109.6,109.6,-90.0
716171824,0.00,-52.31,0.0,?,-101.8,101.8,-90.0
719545276,0.00,-55.47,0.0,?,-95.1,95.1,-90.0
722918728,0.00,-58.73,0.0,?,-88.9,88.9,-90.0
726292180,0.00,-62.19,0.0,?,-82.9,82.9,-90.0
729665632,0.00,-65.47,0.0,?,-77.8,77.8,-90.0
733039084,0.00,-68.74,0.0,?,-73.1,73.1,-90.0
736412536,0.00,-72.41,0.0,?,-68.3,68.3,-90.0
739785988,0.00,-76.12,0.0,?,-63.9,63.9,-90.0
743159440,-0.17,-79.89,1.2,100.36,-59.7,59.7,-88.8
746532892,-0.33,-83.89,2.1,53.37,-55.6,55.6,-87.8
749906344,-0.43,-87.68,2.6,40.40,-52.0,52.1,-87.2
753279796,-0.55,-91.86,3.1,31.57,-48.3,48.4,-86.4
