Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
1000000,-1.49,-11.59,245.4,11.68,-285.8,376.7,-49.4
3993013,-1.62,-25.54,81.6,10.73,-187.1,204.1,-66.4
6986026,-1.85,-37.04,47.8,9.43,-134.1,142.4,-70.4
9979039,-2.06,-49.07,32.1,8.47,-101.2,106.2,-72.4
12972052,-2.18,-61.20,23.1,8.01,-79.7,82.9,-73.9
15965065,-2.23,-73.35,17.4,7.82,-64.2,66.5,-74.8
18958078,-2.17,-84.76,13.4,8.04,-53.0,54.6,-75.8
21951091,-2.01,-95.24,10.5,8.67,-44.5,45.7,-76.8
24944104,-1.80,-104.61,8.2,9.67,-38.0,38.9,-77.8
27937117,-1.59,-112.99,6.6,10.94,-32.7,33.4,-78.7
30930130,-1.39,-120.49,5.3,12.51,-28.3,28.8,-79.4
33923143,-1.21,-127.08,4.3,14.39,-24.7,25.1,-80.1
36916156,-1.07,-133.09,3.6,16.28,-21.6,21.9,-80.4
39909169,-0.97,-138.64,3.2,17.94,-18.8,19.1,-80.4
42902182,-0.89,-143.60,2.8,19.46,-16.4,16.6,-80.1
45895195,-0.85,-148.40,2.6,20.47,-14.1,14.4,-79.4
48888208,-0.83,-152.98,2.5,20.85,-12.0,12.2,-78.0
51881221,-0.85,-157.31,2.5,20.55,-10.0,10.3,-75.8
54874234,-0.87,-161.78,2.6,19.90,-8.0,8.4,-72.1
57867247,-0.92,-166.10,2.7,18.94,-6.1,6.6,-66.2
60860260,-0.97,-170.44,2.8,17.90,-4.2,5.0,-56.0
63853273,-1.03,-174.88,3.0,16.90,-2.2,3.7,-36.9
66846286,-1.08,-179.27,3.1,16.03,-0.3,3.1,-5.8
69839299,-1.12,176.32,3.2,15.55,1.6,3.6,26.4
72832312,-1.15,171.88,3.3,15.16,3.5,4.8,46.8
75825325,-1.17,167.50,3.4,14.87,5.4,6.4,58.0
78818338,-1.17,163.16,3.4,14.84,7.4,8.1,65.0
81811351,-1.14,158.90,3.4,15.23,9.3,9.9,69.9
84804364,-1.11,154.78,3.3,15.74,11.1,11.6,73.3
87797377,-1.06,150.82,3.2,16.44,13.0,13.4,75.9
90790390,-1.00,147.05,3.1,17.41,14.7,15.1,78.0
93783403,-0.94,143.35,3.0,18.56,16.5,16.8,79.7
96776416,-0.88,139.81,2.9,19.66,18.2,18.5,81.0
99769429,-0.83,136.51,2.8,20.95,19.9,20.1,82.1
102762442,-0.79,133.42,2.7,21.89,21.5,21.6,82.8
105755455,-0.75,130.26,2.6,23.28,23.1,23.3,83.6
