Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
1000000,-1.30,-12.34,218.8,13.39,-311.3,380.5,-54.9
4373452,-1.62,-24.36,88.3,10.72,-193.5,212.7,-65.5
7746904,-2.03,-39.07,47.0,8.59,-125.5,134.0,-69.5
11120356,-2.17,-54.48,28.0,8.06,-90.4,94.6,-72.8
14493808,-2.05,-69.85,17.4,8.53,-68.7,70.9,-75.8
17867260,-1.84,-82.29,12.0,9.49,-55.8,57.1,-77.9
21240712,-1.57,-93.77,8.4,11.13,-46.1,46.9,-79.7
24614164,-1.32,-103.55,6.1,13.21,-39.0,39.5,-81.1
27987616,-1.12,-112.02,4.7,15.47,-33.5,33.8,-82.0
31361068,-0.99,-119.59,3.8,17.55,-29.0,29.2,-82.5
34734520,-0.92,-126.34,3.3,18.87,-25.2,25.4,-82.5
38107972,-0.92,-132.68,3.1,18.99,-21.8,22.1,-81.8
41481424,-0.95,-138.59,3.1,18.28,-18.8,19.1,-80.6
44854876,-1.01,-144.12,3.2,17.16,-16.1,16.4,-78.7
48228328,-1.09,-149.67,3.4,15.95,-13.5,13.9,-76.0
51601780,-1.17,-155.04,3.5,14.90,-11.0,11.6,-72.3
54975232,-1.25,-160.46,3.7,13.90,-8.6,9.3,-66.6
58348684,-1.31,-165.74,3.8,13.25,-6.2,7.3,-58.3
61722136,-1.36,-170.98,3.9,12.77,-3.9,5.6,-44.9
65095588,-1.39,-176.18,4.0,12.50,-1.7,4.3,-22.5
68469040,-1.39,178.74,4.0,12.48,0.5,4.0,7.7
71842492,-1.37,173.87,3.9,12.71,2.7,4.8,34.0
75215944,-1.32,169.15,3.8,13.15,4.7,6.1,50.9
78589396,-1.27,164.63,3.7,13.69,6.7,7.7,61.0
81962848,-1.19,160.34,3.5,14.62,8.6,9.3,67.8
85336300,-1.12,156.29,3.4,15.52,10.5,11.0,72.2
88709752,-1.06,152.48,3.2,16.47,12.2,12.6,75.2
92083204,-0.99,148.79,3.1,17.63,13.9,14.2,77.6
95456656,-0.95,145.28,3.0,18.37,15.6,15.9,79.1
98830108,-0.92,141.96,3.0,18.93,17.2,17.4,80.2
102203560,-0.91,138.71,3.0,19.05,18.8,19.0,80.9
105577012,-0.92,135.51,3.1,18.98,20.4,20.6,81.4
108950464,-0.96,132.16,3.3,18.18,22.1,22.3,81.5
112323916,-1.02,128.83,3.6,17.08,23.8,24.1,81.4
115697368,-1.11,125.51,4.0,15.66,25.6,25.9,81.0
119070820,-1.21,122.12,4.5,14.37,27.5,27.8,80.6
122444272,-1.33,118.49,5.2,13.06,29.5,30.0,80.1
125817724,-1.46,114.73,5.9,11.93,31.7,32.2,79.5
129191176,-1.58,110.87,6.7,11.01,34.0,34.7,78.9
132564628,-1.70,106.75,7.6,10.22,36.6,37.4,78.3
135938080,-1.81,102.58,8.5,9.64,39.4,40.3,77.9
139311532,-1.91,98.26,9.5,9.12,42.4,43.4,77.4
142684984,-1.96,93.69,10.4,8.89,45.8,47.0,77.1
146058436,-1.99,89.28,11.4,8.78,49.3,50.6,77.0
149431888,-1.99,84.90,12.3,8.78,53.1,54.5,77.0
152805340,-1.94,80.56,13.1,8.99,57.3,58.8,77.1
156178792,-1.88,76.25,13.9,9.26,61.8,63.3,77.3
159552244,-1.81,72.19,14.6,9.64,66.5,68.1,77.6
162925696,-1.71,68.26,15.3,10.17,71.5,73.2,77.9
166299148,-1.61,64.66,15.8,10.84,76.7,78.3,78.4
169672600,-1.51,60.99,16.5,11.54,82.5,84.1,78.7
173046052,-1.42,57.71,17.1,12.28,88.2,89.9,79.0
