Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
1000000,0.00,-19.38,0.0,?,-292.7,292.7,-90.0
4373452,0.00,-27.95,0.0,?,-200.9,200.9,-90.0
7746904,-0.21,-38.22,5.6,83.03,-144.1,144.2,-87.8
11120356,-0.51,-49.69,8.4,33.76,-107.5,107.8,-85.6
14493808,-0.67,-62.09,7.2,26.04,-82.6,82.9,-85.0
17867260,-0.62,-72.62,5.1,28.00,-67.8,68.0,-85.7
21240712,-0.51,-82.76,3.3,34.40,-56.6,56.7,-86.6
24614164,-0.34,-91.22,1.9,51.81,-48.9,48.9,-87.8
27987616,-0.15,-98.35,0.7,117.87,-43.2,43.2,-89.0
31361068,0.00,-104.48,0.0,?,-38.7,38.7,-90.0
34734520,0.00,-109.65,0.0,?,-35.2,35.2,-90.0
38107972,0.00,-114.11,0.0,?,-32.4,32.4,-90.0
41481424,0.00,-117.87,0.0,?,-30.1,30.1,-90.0
44854876,0.00,-121.29,0.0,?,-28.1,28.1,-90.0
48228328,0.00,-124.38,0.0,?,-26.4,26.4,-90.0
51601780,0.00,-127.20,0.0,?,-24.8,24.8,-90.0
54975232,0.00,-129.92,0.0,?,-23.4,23.4,-90.0
58348684,0.00,-132.76,0.0,?,-21.9,21.9,-90.0
61722136,0.00,-135.44,0.0,?,-20.5,20.5,-90.0
65095588,0.00,-138.11,0.0,?,-19.1,19.1,-90.0
68469040,-0.02,-140.81,0.1,806.11,-17.8,17.8,-89.8
71842492,-0.07,-143.43,0.2,250.66,-16.5,16.5,-89.2
75215944,-0.11,-145.96,0.3,157.41,-15.3,15.3,-88.7
78589396,-0.14,-148.40,0.4,121.49,-14.1,14.2,-88.2
81962848,-0.13,-150.66,0.4,131.33,-13.1,13.1,-88.2
85336300,-0.13,-152.84,0.4,136.73,-12.1,12.1,-88.2
88709752,-0.10,-154.76,0.3,177.63,-11.2,11.2,-88.5
92083204,-0.07,-156.59,0.2,247.25,-10.4,10.4,-88.8
95456656,-0.03,-158.17,0.1,539.85,-9.6,9.6,-89.4
98830108,-0.01,-159.65,0.0,276.31,-9.0,9.0,-89.9
102203560,0.00,-160.95,0.0,?,-8.4,8.4,-90.0
105577012,0.00,-162.15,0.0,?,-7.9,7.9,-90.0
108950464,0.00,-163.25,0.0,?,-7.4,7.4,-90.0
112323916,0.00,-164.41,0.0,?,-6.8,6.8,-90.0
115697368,-0.00,-165.46,0.0,211.96,-6.4,6.4,-90.0
119070820,-0.03,-166.56,0.1,567.88,-5.9,5.9,-89.1
122444272,-0.07,-167.63,0.2,248.34,-5.4,5.4,-87.8
125817724,-0.11,-168.74,0.3,152.01,-4.9,4.9,-86.1
129191176,-0.15,-169.92,0.4,112.97,-4.4,4.4,-84.2
132564628,-0.18,-171.18,0.5,96.11,-3.9,3.9,-82.3
135938080,-0.21,-172.45,0.6,81.51,-3.3,3.4,-79.4
139311532,-0.22,-173.74,0.6,78.39,-2.7,2.8,-76.8
142684984,-0.21,-175.11,0.6,83.25,-2.1,2.2,-74.3
146058436,-0.18,-176.45,0.5,94.79,-1.5,1.6,-71.2
149431888,-0.14,-177.70,0.4,124.47,-1.0,1.1,-68.2
152805340,-0.07,-178.86,0.2,240.53,-0.5,0.5,-67.4
156178792,-0.01,-179.90,0.0,915.93,-0.0,0.0,-69.2
159552244,0.00,179.22,0.0,?,0.3,0.3,90.0
162925696,0.00,178.68,0.0,?,0.6,0.6,90.0
166299148,0.00,178.09,0.0,?,0.8,0.8,90.0
169672600,0.00,177.73,0.0,?,1.0,1.0,90.0
173046052,0.00,177.46,0.0,?,1.1,1.1,90.0
176419504,0.00,177.29,0.0,?,1.2,1.2,90.0
179792956,0.00,177.10,0.0,?,1.3,1.3,90.0
183166408,0.00,176.82,0.0,?,1.4,1.4,90.0
186539860,0.00,176.52,0.0,?,1.5,1.5,90.0
189913312,0.00,176.12,0.0,?,1.7,1.7,90.0
193286764,0.00,175.68,0.0,?,1.9,1.9,90.0
196660216,0.00,175.08,0.0,?,2.1,2.1,90.0
200033668,-0.03,174.38,0.1,526.65,2.5,2.5,87.8
203407120,-0.12,173.61,0.3,148.28,2.8,2.8,83.1
206780572,-0.20,172.67,0.6,85.66,3.2,3.3,79.6
210154024,-0.28,171.76,0.8,61.60,3.6,3.7,77.2
213527476,-0.37,170.81,1.1,47.58,4.0,4.2,75.2
216900928,-0.42,169.69,1.2,40.95,4.5,4.7,74.7
220274380,-0.49,168.47,1.4,35.41,5.0,5.2,74.2
223647832,-0.52,167.33,1.5,33.61,5.5,5.7,74.8
227021284,-0.54,166.13,1.6,32.17,6.1,6.3,75.4
230394736,-0.56,164.84,1.6,31.03,6.6,6.8,76.1
233768188,-0.54,163.58,1.6,32.15,7.2,7.4,77.6
237141640,-0.51,162.31,1.5,34.18,7.8,7.9,79.1
240515092,-0.46,161.08,1.4,37.48,8.3,8.4,80.6
243888544,-0.40,159.98,1.2,43.09,8.8,8.9,82.3
247261996,-0.32,159.03,1.0,54.09,9.2,9.3,84.1
250635448,-0.23,158.10,0.7,77.17,9.7,9.7,86.0
254008900,-0.12,157.27,0.4,142.50,10.0,10.1,87.9
257382352,-0.02,156.68,0.1,944.97,10.3,10.3,89.7
260755804,0.00,156.18,0.0,?,10.5,10.5,90.0
264129256,0.00,155.71,0.0,?,10.8,10.8,90.0
267502708,0.00,155.45,0.0,?,10.9,10.9,90.0
270876160,0.00,155.30,0.0,?,10.9,10.9,90.0
274249612,0.00,155.13,0.0,?,11.0,11.0,90.0
277623064,0.00,155.17,0.0,?,11.0,11.0,90.0
280996516,0.00,155.04,0.0,?,11.1,11.1,90.0
284369968,0.00,155.00,0.0,?,11.1,11.1,90.0
287743420,0.00,154.90,0.0,?,11.1,11.1,90.0
291116872,0.00,154.79,0.0,?,11.2,11.2,90.0
294490324,0.00,154.55,0.0,?,11.3,11.3,90.0
297863776,0.00,154.33,0.0,?,11.4,11.4,90.0
301237228,-0.04,153.95,0.1,444.50,11.6,11.6,89.4
304610680,-0.18,153.50,0.5,96.62,11.8,11.8,87.3
