Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
1000000,-0.90,-17.58,99.4,19.39,-290.2,306.8,-71.1
4373452,-1.39,-29.84,55.4,12.48,-171.0,179.7,-72.0
7746904,-1.79,-42.02,37.2,9.75,-120.2,125.9,-72.8
11120356,-2.00,-55.35,25.4,8.70,-89.8,93.3,-74.2
14493808,-2.11,-69.69,17.9,8.29,-68.7,71.0,-75.4
17867260,-2.02,-82.26,13.1,8.65,-55.5,57.0,-76.7
21240712,-1.86,-94.16,9.8,9.38,-45.5,46.6,-77.8
24614164,-1.64,-104.71,7.5,10.60,-38.0,38.8,-78.9
27987616,-1.42,-113.90,5.8,12.25,-32.2,32.7,-79.8
31361068,-1.22,-122.05,4.6,14.24,-27.5,27.9,-80.5
34734520,-1.06,-129.21,3.7,16.35,-23.6,23.9,-81.0
38107972,-0.97,-135.80,3.2,17.99,-20.2,20.5,-80.9
41481424,-0.91,-141.79,2.9,19.19,-17.3,17.5,-80.4
44854876,-0.88,-147.31,2.7,19.79,-14.6,14.9,-79.4
48228328,-0.88,-152.65,2.7,19.75,-12.1,12.4,-77.5
51601780,-0.89,-157.76,2.7,19.55,-9.8,10.2,-74.8
54975232,-0.93,-162.89,2.7,18.67,-7.5,8.0,-69.9
58348684,-0.98,-167.80,2.8,17.80,-5.3,6.0,-61.9
61722136,-1.03,-172.77,3.0,16.92,-3.1,4.3,-46.7
65095588,-1.07,-177.77,3.1,16.18,-1.0,3.2,-17.4
68469040,-1.09,177.36,3.1,15.89,1.1,3.4,20.0
71842492,-1.13,172.54,3.3,15.44,3.2,4.6,45.0
75215944,-1.13,167.73,3.3,15.39,5.3,6.3,58.4
78589396,-1.12,163.15,3.3,15.56,7.4,8.1,66.0
81962848,-1.09,158.60,3.2,15.94,9.4,10.0,71.0
85336300,-1.06,154.18,3.2,16.48,11.4,11.9,74.4
88709752,-1.01,150.03,3.1,17.19,13.3,13.7,76.8
92083204,-0.96,145.97,3.0,18.03,15.2,15.5,78.8
95456656,-0.92,142.07,3.0,18.83,17.1,17.4,80.2
98830108,-0.89,138.32,2.9,19.61,19.0,19.2,81.3
102203560,-0.87,134.83,2.9,20.01,20.7,20.9,82.0
105577012,-0.84,131.33,2.9,20.61,22.5,22.7,82.6
108950464,-0.85,127.86,3.0,20.49,24.4,24.6,82.9
112323916,-0.86,124.40,3.2,20.10,26.3,26.5,83.1
115697368,-0.91,121.09,3.4,19.18,28.1,28.3,83.0
119070820,-0.96,117.77,3.7,18.19,30.1,30.3,82.9
122444272,-1.03,114.40,4.2,16.92,32.1,32.3,82.6
125817724,-1.12,111.02,4.7,15.51,34.1,34.5,82.1
129191176,-1.22,107.59,5.4,14.31,36.3,36.7,81.6
132564628,-1.32,104.03,6.1,13.14,38.7,39.2,81.0
135938080,-1.43,100.40,6.9,12.14,41.2,41.8,80.4
139311532,-1.57,96.71,8.0,11.11,43.8,44.5,79.6
142684984,-1.68,92.74,9.1,10.39,46.8,47.7,79.0
146058436,-1.77,88.78,10.3,9.85,50.0,51.1,78.4
