Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
1000000,-0.93,-16.85,110.4,18.67,-297.7,317.5,-69.7
4373452,-1.41,-29.27,57.9,12.33,-173.5,182.9,-71.5
7746904,-1.81,-41.60,38.3,9.63,-121.1,127.0,-72.4
11120356,-2.03,-55.10,25.9,8.59,-90.1,93.7,-74.0
14493808,-2.10,-69.53,18.0,8.31,-68.9,71.2,-75.4
17867260,-2.00,-82.09,13.0,8.74,-55.7,57.2,-76.8
21240712,-1.83,-93.97,9.7,9.51,-45.7,46.7,-78.0
24614164,-1.61,-104.41,7.3,10.84,-38.2,38.9,-79.1
27987616,-1.39,-113.54,5.7,12.48,-32.5,33.0,-80.0
31361068,-1.20,-121.60,4.5,14.44,-27.8,28.1,-80.7
34734520,-1.06,-128.75,3.7,16.47,-23.9,24.2,-81.1
38107972,-0.96,-135.30,3.2,18.11,-20.5,20.7,-81.1
41481424,-0.91,-141.26,2.9,19.19,-17.5,17.8,-80.5
44854876,-0.89,-146.80,2.8,19.57,-14.9,15.1,-79.4
48228328,-0.89,-152.13,2.7,19.47,-12.4,12.7,-77.6
51601780,-0.92,-157.24,2.8,18.90,-10.0,10.4,-74.7
54975232,-0.97,-162.37,2.8,18.01,-7.7,8.2,-69.8
58348684,-1.01,-167.34,3.0,17.14,-5.5,6.3,-61.9
61722136,-1.06,-172.36,3.1,16.36,-3.3,4.5,-47.3
65095588,-1.10,-177.32,3.2,15.80,-1.2,3.4,-20.2
68469040,-1.13,177.77,3.3,15.38,1.0,3.4,16.6
71842492,-1.15,172.91,3.3,15.14,3.1,4.5,43.0
75215944,-1.14,168.17,3.3,15.24,5.2,6.1,57.3
78589396,-1.13,163.54,3.3,15.43,7.2,7.9,65.3
81962848,-1.09,159.04,3.3,15.90,9.2,9.8,70.6
85336300,-1.05,154.65,3.2,16.64,11.2,11.6,74.3
88709752,-1.00,150.54,3.1,17.31,13.1,13.5,76.7
92083204,-0.95,146.53,3.0,18.27,15.0,15.3,78.7
95456656,-0.92,142.61,2.9,18.98,16.9,17.1,80.1
98830108,-0.88,138.91,2.9,19.72,18.7,18.9,81.2
102203560,-0.86,135.38,2.9,20.10,20.5,20.7,81.9
105577012,-0.84,131.91,2.9,20.64,22.2,22.4,82.6
108950464,-0.84,128.39,3.0,20.60,24.1,24.3,82.9
112323916,-0.86,125.01,3.1,20.32,25.9,26.1,83.1
115697368,-0.90,121.66,3.4,19.35,27.8,28.0,83.1
119070820,-0.96,118.36,3.7,18.17,29.7,29.9,82.8
122444272,-1.02,114.99,4.1,17.01,31.7,32.0,82.6
125817724,-1.11,111.57,4.7,15.69,33.8,34.1,82.2
129191176,-1.21,108.17,5.3,14.41,35.9,36.3,81.7
132564628,-1.31,104.60,6.0,13.28,38.3,38.8,81.1
135938080,-1.43,100.99,6.8,12.21,40.8,41.3,80.5
139311532,-1.56,97.25,7.9,11.18,43.4,44.1,79.7
142684984,-1.66,93.27,8.9,10.51,46.4,47.3,79.1
146058436,-1.76,89.29,10.1,9.92,49.6,50.6,78.5
149431888,-1.84,85.27,11.4,9.46,53.0,54.2,77.9
152805340,-1.89,81.12,12.6,9.22,56.8,58.2,77.5
156178792,-1.93,76.91,14.0,9.05,61.0,62.6,77.1
159552244,-1.95,72.86,15.5,8.94,65.4,67.2,76.7
162925696,-1.93,68.82,16.9,9.04,70.3,72.3,76.5
166299148,-1.88,64.99,18.2,9.27,75.4,77.6,76.5
169672600,-1.84,61.05,19.8,9.49,81.3,83.6,76.3
173046052,-1.76,57.48,21.2,9.89,87.3,89.8,76.4
176419504,-1.68,54.07,22.6,10.35,93.7,96.4,76.5
179792956,-1.61,50.74,24.3,10.79,100.7,103.6,76.4
183166408,-1.54,47.66,26.0,11.32,108.0,111.1,76.5
186539860,-1.47,44.63,28.0,11.87,116.1,119.4,76.4
189913312,-1.41,41.63,30.7,12.34,125.0,128.7,76.2
193286764,-1.36,38.81,33.7,12.83,134.5,138.7,75.9
196660216,-1.33,35.84,38.3,13.04,145.5,150.5,75.2
200033668,-1.33,33.17,44.0,13.10,156.6,162.7,74.3
203407120,-1.34,30.36,51.9,13.01,169.6,177.4,73.0
206780572,-1.37,27.44,63.2,12.75,184.5,195.0,71.1
210154024,-1.41,24.66,78.1,12.34,199.8,214.5,68.6
213527476,-1.45,21.66,99.2,12.00,218.1,239.6,65.5
216900928,-1.53,18.62,130.4,11.39,235.2,268.9,61.0
220274380,-1.60,15.44,174.5,10.88,250.6,305.4,55.1
223647832,-1.69,12.08,238.0,10.31,254.5,348.4,46.9
227021284,-1.78,8.70,316.9,9.81,232.6,393.1,36.3
230394736,-1.86,5.11,399.8,9.38,164.9,432.5,22.4
233768188,-1.93,1.44,445.1,9.02,49.8,447.9,6.4
237141640,-2.00,-2.35,423.6,8.74,-75.0,430.2,-10.0
240515092,-2.06,-6.19,351.3,8.48,-158.3,385.4,-24.3
243888544,-2.10,-10.04,273.1,8.30,-194.7,335.4,-35.5
247261996,-2.12,-14.07,205.6,8.22,-202.3,288.5,-44.5
250635448,-2.13,-17.86,157.9,8.19,-195.5,251.3,-51.1
254008900,-2.15,-21.82,122.0,8.12,-181.4,218.6,-56.1
257382352,-2.12,-25.53,96.7,8.23,-168.8,194.5,-60.2
260755804,-2.12,-29.35,77.9,8.22,-154.7,173.2,-63.3
264129256,-2.11,-32.91,64.4,8.29,-143.0,156.8,-65.7
267502708,-2.10,-36.32,54.5,8.32,-132.5,143.3,-67.6
270876160,-2.09,-39.56,47.0,8.36,-123.4,132.1,-69.1
274249612,-2.11,-42.61,41.7,8.29,-115.3,122.6,-70.1
277623064,-2.16,-45.47,38.1,8.08,-108.1,114.6,-70.6
280996516,-2.22,-47.97,35.5,7.87,-102.2,108.2,-70.8
284369968,-2.30,-50.40,33.7,7.59,-96.8,102.5,-70.8
287743420,-2.39,-52.56,32.4,7.31,-92.3,97.8,-70.7
291116872,-2.51,-54.57,31.7,6.96,-88.1,93.6,-70.2
294490324,-2.64,-56.32,31.3,6.64,-84.6,90.2,-69.7
297863776,-2.75,-57.91,31.0,6.36,-81.5,87.3,-69.2
301237228,-2.84,-59.49,30.5,6.17,-78.8,84.5,-68.9
304610680,-2.90,-60.90,29.8,6.04,-76.6,82.3,-68.7
307984132,-2.93,-62.44,28.9,5.99,-74.5,79.9,-68.8
311357584,-2.93,-64.20,27.6,5.98,-72.3,77.4,-69.1
314731036,-2.93,-66.17,26.3,5.99,-70.0,74.8,-69.4
318104488,-2.90,-68.41,24.7,6.06,-67.6,71.9,-69.9
321477940,-2.86,-70.91,23.1,6.12,-64.9,68.9,-70.4
324851392,-2.83,-73.75,21.4,6.20,-62.1,65.6,-71.0
328224844,-2.80,-76.87,19.8,6.27,-59.0,62.3,-71.4
331598296,-2.78,-80.07,18.5,6.31,-56.0,59.0,-71.7
334971748,-2.74,-83.50,17.1,6.40,-53.0,55.7,-72.1
338345200,-2.70,-87.19,15.8,6.47,-49.9,52.4,-72.4
341718652,-2.66,-90.90,14.6,6.58,-47.0,49.3,-72.7
345092104,-2.62,-94.73,13.6,6.67,-44.2,46.2,-72.9
348465556,-2.58,-98.59,12.6,6.79,-41.4,43.3,-73.1
351839008,-2.52,-102.50,11.7,6.93,-38.8,40.5,-73.2
355212460,-2.45,-106.37,10.8,7.14,-36.3,37.9,-73.4
358585912,-2.38,-110.13,10.0,7.34,-34.0,35.4,-73.5
361959364,-2.29,-113.80,9.3,7.62,-31.8,33.1,-73.7
365332816,-2.21,-117.50,8.6,7.89,-29.7,30.9,-73.8
368706268,-2.14,-121.12,8.0,8.16,-27.7,28.8,-73.8
372079720,-2.06,-124.68,7.5,8.46,-25.7,26.8,-73.7
375453172,-1.98,-128.10,7.0,8.82,-23.9,24.9,-73.7
378826624,-1.91,-131.45,6.6,9.15,-22.2,23.2,-73.6
382200076,-1.83,-134.72,6.2,9.51,-20.6,21.5,-73.3
385573528,-1.76,-137.88,5.8,9.92,-19.0,19.9,-73.1
388946980,-1.71,-141.05,5.5,10.17,-17.5,18.3,-72.5
392320432,-1.65,-144.03,5.2,10.55,-16.1,16.9,-72.0
395693884,-1.61,-147.03,5.0,10.80,-14.7,15.5,-71.0
399067336,-1.59,-149.84,4.9,10.97,-13.4,14.2,-69.9
402440788,-1.57,-152.61,4.8,11.09,-12.1,13.0,-68.4
405814240,-1.58,-155.30,4.7,11.05,-10.9,11.8,-66.4
409187692,-1.60,-157.94,4.8,10.88,-9.7,10.8,-63.7
412561144,-1.63,-160.45,4.8,10.67,-8.5,9.8,-60.5
415934596,-1.69,-162.91,5.0,10.31,-7.4,8.9,-56.3
419308048,-1.76,-165.39,5.1,9.89,-6.3,8.2,-51.0
422681500,-1.83,-167.76,5.3,9.52,-5.3,7.5,-45.0
426054952,-1.90,-170.10,5.5,9.19,-4.3,7.0,-38.0
429428404,-1.96,-172.40,5.7,8.88,-3.3,6.5,-30.1
432801856,-2.00,-174.77,5.8,8.71,-2.3,6.2,-21.4
436175308,-2.05,-177.05,5.9,8.53,-1.3,6.0,-12.2
439548760,-2.06,-179.50,5.9,8.49,-0.2,5.9,-2.1
442922212,-2.05,177.97,5.9,8.50,0.9,5.9,8.4
446295664,-2.03,175.44,5.8,8.59,2.0,6.1,18.6
449669116,-2.00,172.71,5.7,8.74,3.1,6.5,28.7
453042568,-1.95,169.89,5.6,8.97,4.4,7.1,37.9
456416020,-1.89,167.10,5.5,9.24,5.6,7.8,45.5
459789472,-1.81,164.30,5.3,9.63,6.8,8.6,52.2
463162924,-1.72,161.51,5.1,10.13,8.1,9.5,57.8
466536376,-1.64,158.81,4.9,10.64,9.3,10.5,62.3
469909828,-1.54,156.18,4.6,11.29,10.5,11.4,66.1
473283280,-1.45,153.64,4.4,11.97,11.6,12.4,69.3
476656732,-1.37,151.30,4.2,12.72,12.7,13.4,71.8
480030184,-1.29,148.94,4.0,13.51,13.8,14.4,73.9
483403636,-1.21,146.73,3.8,14.41,14.9,15.3,75.7
486777088,-1.16,144.56,3.7,15.02,15.9,16.3,77.0
490150540,-1.11,142.53,3.6,15.60,16.9,17.3,78.1
493523992,-1.10,140.53,3.6,15.86,17.9,18.2,78.7
496897444,-1.09,138.43,3.6,15.94,18.9,19.2,79.2
500270896,-1.13,136.50,3.8,15.39,19.9,20.2,79.3
503644348,-1.15,134.39,3.9,15.12,20.9,21.3,79.5
507017800,-1.21,132.36,4.2,14.35,21.9,22.3,79.3
510391252,-1.28,130.29,4.5,13.56,23.0,23.4,79.0
513764704,-1.36,128.08,4.8,12.78,24.2,24.6,78.7
