Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
1000000,-0.96,-16.11,121.8,18.15,-305.8,329.2,-68.3
4373452,-1.41,-28.50,60.7,12.35,-177.5,187.6,-71.1
7746904,-1.81,-41.30,38.8,9.62,-121.9,128.0,-72.3
11120356,-2.02,-55.08,25.8,8.66,-90.2,93.8,-74.1
14493808,-2.05,-69.70,17.5,8.50,-68.8,71.0,-75.7
17867260,-1.93,-82.14,12.6,9.04,-55.8,57.2,-77.3
21240712,-1.74,-93.88,9.3,10.04,-45.9,46.8,-78.6
24614164,-1.51,-104.21,6.9,11.54,-38.4,39.1,-79.8
27987616,-1.29,-113.15,5.3,13.44,-32.7,33.2,-80.8
31361068,-1.12,-121.12,4.3,15.48,-28.1,28.4,-81.4
34734520,-0.99,-128.13,3.5,17.65,-24.2,24.5,-81.8
38107972,-0.92,-134.69,3.1,18.95,-20.8,21.0,-81.5
41481424,-0.88,-140.59,2.9,19.68,-17.9,18.1,-80.9
44854876,-0.89,-146.21,2.8,19.52,-15.1,15.4,-79.5
48228328,-0.92,-151.59,2.8,18.87,-12.6,12.9,-77.4
51601780,-0.96,-156.78,2.9,18.06,-10.2,10.6,-74.3
54975232,-1.01,-162.02,3.0,17.15,-7.9,8.4,-69.2
58348684,-1.07,-167.08,3.1,16.24,-5.6,6.4,-61.1
61722136,-1.12,-172.20,3.2,15.60,-3.4,4.7,-46.5
65095588,-1.16,-177.25,3.3,15.04,-1.2,3.5,-19.7
68469040,-1.16,177.76,3.3,14.94,1.0,3.5,16.2
71842492,-1.17,172.92,3.4,14.90,3.1,4.6,42.5
75215944,-1.14,168.19,3.3,15.22,5.1,6.1,57.2
78589396,-1.11,163.55,3.3,15.65,7.2,7.9,65.6
81962848,-1.07,159.23,3.2,16.24,9.1,9.7,70.8
85336300,-1.02,154.92,3.1,17.13,11.1,11.5,74.5
88709752,-0.97,150.91,3.0,18.01,12.9,13.3,77.1
92083204,-0.91,146.99,2.9,19.07,14.8,15.0,79.1
95456656,-0.88,143.25,2.8,19.84,16.6,16.8,80.4
98830108,-0.85,139.69,2.8,20.40,18.3,18.5,81.4
102203560,-0.84,136.23,2.8,20.63,20.0,20.2,82.0
105577012,-0.84,132.83,2.9,20.82,21.8,22.0,82.5
108950464,-0.85,129.37,3.0,20.42,23.6,23.8,82.8
112323916,-0.89,125.96,3.2,19.63,25.4,25.6,82.8
115697368,-0.94,122.57,3.5,18.51,27.3,27.5,82.7
119070820,-1.01,119.23,3.9,17.29,29.2,29.4,82.4
122444272,-1.09,115.73,4.3,16.03,31.2,31.5,82.1
125817724,-1.18,112.22,4.9,14.80,33.4,33.7,81.7
129191176,-1.26,108.64,5.5,13.76,35.6,36.0,81.2
132564628,-1.37,104.95,6.2,12.75,38.0,38.5,80.7
135938080,-1.46,101.26,7.0,11.89,40.5,41.1,80.2
139311532,-1.58,97.43,8.0,11.04,43.3,44.0,79.6
142684984,-1.66,93.43,8.9,10.48,46.3,47.1,79.1
146058436,-1.74,89.46,10.0,10.01,49.5,50.5,78.6
149431888,-1.80,85.42,11.1,9.69,52.9,54.1,78.2
152805340,-1.85,81.29,12.3,9.44,56.7,58.0,77.8
156178792,-1.86,77.13,13.5,9.37,60.9,62.4,77.5
159552244,-1.87,73.17,14.8,9.32,65.2,66.9,77.2
162925696,-1.85,69.15,16.1,9.41,70.1,71.9,77.0
166299148,-1.80,65.41,17.2,9.71,75.1,77.1,77.1
169672600,-1.75,61.58,18.7,9.94,80.8,82.9,77.0
173046052,-1.69,58.03,20.0,10.33,86.7,88.9,77.0
176419504,-1.61,54.56,21.3,10.85,93.2,95.5,77.1
179792956,-1.52,51.34,22.5,11.45,99.9,102.5,77.3
183166408,-1.46,48.27,24.2,11.95,107.1,109.8,77.3
186539860,-1.38,45.29,25.8,12.61,114.9,117.8,77.3
189913312,-1.34,42.36,28.3,13.04,123.4,126.6,77.1
193286764,-1.27,39.45,30.8,13.67,133.2,136.7,77.0
196660216,-1.25,36.56,34.8,13.94,143.8,148.0,76.4
200033668,-1.24,33.93,39.6,14.06,154.7,159.7,75.6
203407120,-1.25,31.09,47.0,13.88,167.6,174.0,74.3
206780572,-1.27,28.25,56.6,13.67,182.2,190.8,72.7
210154024,-1.30,25.42,69.5,13.40,198.7,210.5,70.7
213527476,-1.34,22.48,88.2,12.97,217.4,234.6,67.9
216900928,-1.41,19.48,115.7,12.35,236.7,263.4,63.9
220274380,-1.47,16.24,156.5,11.87,257.9,301.7,58.8
223647832,-1.54,12.98,215.9,11.27,271.2,346.7,51.5
227021284,-1.61,9.56,299.5,10.81,266.7,401.0,41.7
230394736,-1.67,6.07,401.1,10.46,219.7,457.3,28.7
233768188,-1.73,2.48,481.4,10.08,104.1,492.5,12.2
237141640,-1.77,-1.14,488.1,9.85,-47.3,490.4,-5.5
240515092,-1.79,-4.97,414.2,9.75,-173.0,448.9,-22.7
243888544,-1.80,-8.72,315.4,9.70,-229.3,389.9,-36.0
247261996,-1.79,-12.60,228.7,9.76,-240.7,332.0,-46.5
250635448,-1.76,-16.33,167.3,9.92,-231.0,285.2,-54.1
254008900,-1.73,-20.15,123.5,10.09,-212.5,245.8,-59.8
257382352,-1.65,-23.82,92.7,10.53,-195.4,216.2,-64.6
260755804,-1.57,-27.54,70.2,11.08,-178.2,191.5,-68.5
264129256,-1.48,-30.99,54.5,11.74,-163.6,172.4,-71.6
267502708,-1.40,-34.45,43.0,12.44,-150.1,156.2,-74.0
270876160,-1.31,-37.71,34.4,13.29,-138.9,143.0,-76.1
274249612,-1.24,-40.79,28.2,14.06,-129.1,132.1,-77.7
