Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
1000000,-0.93,-17.00,108.4,18.72,-295.8,315.0,-69.9
4373452,-1.40,-29.33,57.3,12.44,-173.4,182.7,-71.7
7746904,-1.80,-41.73,37.9,9.68,-120.9,126.7,-72.6
11120356,-2.02,-55.22,25.7,8.65,-89.9,93.5,-74.1
14493808,-2.09,-69.62,17.8,8.36,-68.8,71.1,-75.5
17867260,-1.98,-82.21,12.9,8.82,-55.6,57.1,-76.9
21240712,-1.82,-94.10,9.7,9.58,-45.6,46.6,-78.0
24614164,-1.59,-104.48,7.3,10.96,-38.2,38.9,-79.2
27987616,-1.37,-113.54,5.6,12.70,-32.5,32.9,-80.2
31361068,-1.18,-121.68,4.5,14.70,-27.7,28.1,-80.9
34734520,-1.04,-128.76,3.7,16.75,-23.9,24.2,-81.3
38107972,-0.95,-135.31,3.2,18.36,-20.5,20.7,-81.2
41481424,-0.90,-141.29,2.9,19.32,-17.5,17.7,-80.6
44854876,-0.88,-146.87,2.7,19.80,-14.8,15.1,-79.5
48228328,-0.89,-152.19,2.7,19.51,-12.3,12.6,-77.6
51601780,-0.92,-157.31,2.8,18.84,-10.0,10.4,-74.6
54975232,-0.96,-162.47,2.8,18.19,-7.7,8.2,-69.9
58348684,-1.01,-167.46,2.9,17.17,-5.5,6.2,-61.7
61722136,-1.06,-172.44,3.1,16.38,-3.3,4.5,-47.0
65095588,-1.10,-177.47,3.2,15.80,-1.1,3.4,-19.1
68469040,-1.13,177.62,3.2,15.45,1.0,3.4,17.7
71842492,-1.14,172.75,3.3,15.26,3.2,4.6,43.8
75215944,-1.13,168.06,3.3,15.34,5.2,6.2,57.7
78589396,-1.12,163.43,3.3,15.59,7.3,8.0,65.7
81962848,-1.09,158.89,3.2,15.99,9.3,9.8,70.8
85336300,-1.04,154.59,3.2,16.65,11.2,11.7,74.3
88709752,-1.00,150.44,3.1,17.47,13.1,13.5,76.9
92083204,-0.94,146.45,3.0,18.41,15.0,15.3,78.8
95456656,-0.90,142.59,2.9,19.22,16.9,17.1,80.3
98830108,-0.88,138.90,2.9,19.79,18.7,18.9,81.2
102203560,-0.85,135.36,2.9,20.44,20.5,20.7,82.1
105577012,-0.83,131.89,2.9,20.84,22.3,22.4,82.6
108950464,-0.84,128.37,3.0,20.70,24.1,24.3,83.0
112323916,-0.86,124.97,3.1,20.19,26.0,26.2,83.1
115697368,-0.91,121.63,3.4,19.20,27.8,28.0,83.0
119070820,-0.96,118.36,3.8,18.05,29.7,29.9,82.8
122444272,-1.03,114.92,4.2,16.87,31.7,32.0,82.5
125817724,-1.13,111.53,4.7,15.46,33.8,34.1,82.0
129191176,-1.22,108.09,5.3,14.28,36.0,36.4,81.6
132564628,-1.32,104.46,6.1,13.16,38.4,38.9,81.0
135938080,-1.43,100.90,6.9,12.15,40.8,41.4,80.4
139311532,-1.57,97.14,7.9,11.12,43.5,44.2,79.6
142684984,-1.67,93.18,9.0,10.45,46.5,47.3,79.1
146058436,-1.76,89.16,10.2,9.88,49.7,50.7,78.4
149431888,-1.84,85.17,11.4,9.45,53.1,54.3,77.9
152805340,-1.90,81.04,12.7,9.17,56.9,58.3,77.4
156178792,-1.94,76.83,14.1,9.01,61.1,62.7,77.0
159552244,-1.96,72.73,15.6,8.91,65.5,67.4,76.6
162925696,-1.94,68.67,17.0,8.98,70.4,72.5,76.4
166299148,-1.89,64.92,18.3,9.22,75.5,77.7,76.4
169672600,-1.86,61.03,20.0,9.40,81.2,83.6,76.2
173046052,-1.79,57.43,21.5,9.75,87.2,89.8,76.2
176419504,-1.70,53.99,22.9,10.23,93.8,96.5,76.3
179792956,-1.63,50.70,24.6,10.67,100.7,103.6,76.3
183166408,-1.56,47.62,26.4,11.16,108.0,111.1,76.3
186539860,-1.49,44.59,28.5,11.67,116.0,119.4,76.2
189913312,-1.44,41.69,31.2,12.08,124.5,128.4,75.9
193286764,-1.39,38.80,34.5,12.51,134.2,138.5,75.6
196660216,-1.37,35.84,39.2,12.71,145.1,150.3,74.9
200033668,-1.38,33.20,45.3,12.63,155.7,162.1,73.8
203407120,-1.40,30.44,53.5,12.48,168.0,176.3,72.3
206780572,-1.42,27.58,64.5,12.30,182.3,193.4,70.5
210154024,-1.45,24.79,79.1,11.99,197.5,212.8,68.2
213527476,-1.51,21.81,100.8,11.51,214.1,236.6,64.8
216900928,-1.59,18.84,130.8,10.96,229.5,264.1,60.3
220274380,-1.67,15.60,174.5,10.45,243.1,299.3,54.3
