Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
1000000,-0.95,-16.29,118.7,18.33,-304.1,326.5,-68.7
4373452,-1.41,-28.65,60.0,12.38,-176.8,186.7,-71.3
7746904,-1.80,-41.28,38.7,9.67,-122.1,128.1,-72.4
11120356,-2.01,-55.06,25.8,8.66,-90.2,93.8,-74.1
14493808,-2.06,-69.64,17.6,8.48,-68.9,71.1,-75.7
17867260,-1.93,-82.14,12.6,9.03,-55.8,57.2,-77.2
21240712,-1.75,-93.93,9.3,9.96,-45.8,46.7,-78.5
24614164,-1.52,-104.24,7.0,11.44,-38.4,39.1,-79.7
27987616,-1.31,-113.21,5.4,13.29,-32.7,33.1,-80.7
31361068,-1.13,-121.20,4.3,15.39,-28.0,28.3,-81.3
34734520,-0.99,-128.28,3.5,17.56,-24.1,24.4,-81.7
38107972,-0.92,-134.78,3.1,18.83,-20.8,21.0,-81.5
41481424,-0.89,-140.73,2.9,19.53,-17.8,18.0,-80.8
44854876,-0.88,-146.39,2.8,19.66,-15.1,15.3,-79.6
48228328,-0.91,-151.76,2.8,19.13,-12.5,12.8,-77.5
51601780,-0.95,-156.88,2.8,18.35,-10.2,10.6,-74.4
54975232,-1.00,-162.12,2.9,17.45,-7.8,8.4,-69.5
58348684,-1.06,-167.18,3.1,16.47,-5.6,6.4,-61.2
61722136,-1.10,-172.25,3.2,15.77,-3.4,4.6,-46.7
65095588,-1.14,-177.30,3.3,15.30,-1.2,3.5,-19.7
68469040,-1.16,177.79,3.3,15.02,1.0,3.5,16.1
71842492,-1.15,172.90,3.3,15.06,3.1,4.5,42.8
75215944,-1.14,168.15,3.3,15.22,5.2,6.1,57.3
78589396,-1.11,163.59,3.3,15.62,7.2,7.9,65.5
81962848,-1.07,159.14,3.2,16.23,9.2,9.7,70.8
85336300,-1.02,154.86,3.1,17.05,11.1,11.5,74.5
88709752,-0.97,150.83,3.0,17.97,13.0,13.3,77.1
92083204,-0.92,146.88,2.9,18.88,14.8,15.1,79.0
95456656,-0.89,143.13,2.8,19.57,16.6,16.9,80.3
98830108,-0.86,139.53,2.8,20.29,18.4,18.6,81.3
102203560,-0.84,136.09,2.8,20.58,20.1,20.3,82.0
105577012,-0.83,132.65,2.9,20.85,21.9,22.0,82.6
108950464,-0.85,129.15,3.0,20.45,23.7,23.9,82.8
112323916,-0.88,125.76,3.2,19.72,25.5,25.7,82.9
115697368,-0.93,122.43,3.5,18.61,27.4,27.6,82.7
119070820,-0.99,119.03,3.8,17.48,29.3,29.6,82.5
122444272,-1.07,115.55,4.3,16.29,31.4,31.6,82.2
125817724,-1.16,112.07,4.8,15.05,33.5,33.8,81.8
129191176,-1.25,108.53,5.4,13.95,35.7,36.1,81.4
132564628,-1.35,104.93,6.1,12.89,38.0,38.5,80.8
135938080,-1.45,101.22,6.9,11.99,40.6,41.2,80.3
139311532,-1.57,97.44,8.0,11.06,43.3,44.0,79.6
142684984,-1.66,93.42,8.9,10.49,46.3,47.2,79.1
146058436,-1.74,89.43,10.0,10.01,49.5,50.5,78.6
149431888,-1.81,85.45,11.1,9.63,52.9,54.0,78.1
152805340,-1.85,81.29,12.3,9.41,56.7,58.0,77.7
156178792,-1.88,77.15,13.6,9.26,60.8,62.3,77.4
159552244,-1.89,73.09,14.9,9.24,65.3,67.0,77.1
162925696,-1.87,69.09,16.3,9.30,70.1,72.0,76.9
